Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2021-12-01,54.01,2022-02-10,68.42,Buy,51 Days,-4.69,Rise by 3.87%,26.68%,26.68%
2023-01-03,84.4,2023-04-19,86.24,Buy,76 Days,-3.84,Rise by 6.8%,2.18%,28.86%
2023-06-01,77.54,2023-09-19,91.25,Buy,78 Days,-6.84,Rise by 4.93%,17.68%,46.54%
2023-11-01,84.99,2023-12-29,83.84,Buy,42 Days,-4.11,Rise by -0.27%,-1.35%,45.19%
2025-04-04,78.76,2025-06-24,84.91,Buy,57 Days,-4.45,Rise by 3.48%,7.81%,53.0%
2025-05-01,80.8,2025-10-01,89.34,Buy,109 Days,-8.8,Rise by 6.15%,10.57%,63.57%
