Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2013-12-31,45.94,2019-12-31,96.46,1565 days,2010-12-31/42.5937,109.94%,109.94%,Rise by 249.1%,109.94%,
Buy,2020-12-31,108.18,2023-12-31,193.73,781 days,2019-12-31/96.459,79.08%,79.08%,Rise by 98.59%,189.02%,
Buy,2024-12-31,230.82,2024-12-31,230.82,0 days,2023-12-31/193.73,0.00%,0.00%,Rise by 0%,189.02%,
