Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2011-02-06,47.45,2011-07-31,37.58,124 days,2010-10-24/45.1786,-20.80%,-20.80%,Rise by -5.81%,-20.80%,
Buy,2012-08-19,33.91,2014-12-28,54.47,614 days,2012-03-25/33.821,60.61%,60.61%,Rise by 4.42%,39.81%,
Buy,2015-03-15,58.16,2019-07-28,96.3,1139 days,2015-02-08/57.0394,65.58%,65.58%,Rise by 5.94%,105.39%,
Buy,2019-09-08,96.84,2021-09-12,156.15,524 days,2019-07-28/96.3032,61.24%,61.24%,Rise by 16.4%,166.63%,
Buy,2021-11-14,156.16,2025-02-09,252.31,844 days,2021-09-12/156.1475,61.57%,61.57%,Rise by -11.36%,228.20%,
Buy,2025-05-11,261.13,2025-05-11,261.13,0 days,2025-03-02/258.63,0.00%,0.00%,Rise by 0%,228.20%,
