Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2021-12-01,54.41,2022-11-18,45.45,Buy,252 Days,-5.67,Rise by 3.69%,-16.47%,-16.47%
2022-03-01,51.38,2022-12-06,46.38,Buy,200 Days,-9.18,Rise by 2.37%,-9.73%,-26.2%
2022-05-02,48.64,2022-11-18,45.45,Buy,144 Days,-5.19,Rise by -0.74%,-6.56%,-32.76%
2022-05-12,46.02,2022-08-04,46.36,Buy,60 Days,-3.16,Rise by 5.71%,0.74%,-32.02%
2022-07-06,44.11,2022-11-18,45.45,Buy,97 Days,-3.02,Rise by 5.46%,3.04%,-28.98%
2022-09-01,43.79,2022-11-18,45.45,Buy,56 Days,-3.84,Rise by 3.31%,3.79%,-25.19%
2024-07-01,53.21,2024-08-28,55.49,Buy,42 Days,-3.44,Rise by 4.13%,4.28%,-20.9%
2025-04-04,51.22,2025-06-17,59.21,Buy,52 Days,-4.05,Rise by 13.67%,15.6%,-5.31%
