Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-08-18,13.49,2020-11-25,14.05,Buy,70 days,Rise by 0.520000%,4.15
2020-09-04,13.14,2020-09-11,12.9,Sell,4 days,Fall by 3.040000%,1.83
2020-10-26,13.07,2020-11-02,12.88,Sell,4 days,Fall by -15.460000%,1.45
2020-11-25,14.05,2020-12-15,14.39,Buy,13 days,Rise by 4.560000%,2.42
2020-12-04,14.04,2020-12-15,14.39,Buy,6 days,Rise by 4.630000%,2.49
2021-02-24,17.23,2021-04-20,17.43,Buy,38 days,Rise by 1.570000%,1.16
2021-07-16,19.02,2021-07-21,18.9,Sell,2 days,Fall by 5.890000%,0.63
2021-07-19,18.26,2021-07-21,18.9,Sell,1 days,Fall by 1.970000%,-3.5
2021-08-30,19.27,2021-09-15,19.82,Buy,11 days,Rise by 13.340000%,2.85
2021-09-07,19.11,2021-09-13,19.51,Sell,3 days,Fall by -9.310000%,-2.09
2021-09-20,19.29,2021-09-23,19.83,Sell,2 days,Fall by -8.290000%,-2.8
2021-10-01,20.45,2021-10-07,20.95,Buy,3 days,Rise by 6.800000%,2.44
2021-11-26,20.03,2021-12-03,19.5,Sell,4 days,Fall by -21.720000%,2.65
2021-11-29,20.03,2021-12-03,19.5,Sell,3 days,Fall by -21.720000%,2.65
2021-12-01,19.31,2021-12-06,19.84,Sell,2 days,Fall by -26.260000%,-2.74
2021-12-31,20.78,2022-01-07,21.24,Sell,4 days,Fall by -17.320000%,-2.21
2022-03-02,25.64,2022-03-24,26.96,Buy,15 days,Rise by 6.200000%,5.15
2022-05-10,26.86,2022-05-11,27.52,Sell,0 days,Fall by 8.410000%,-2.46
2022-08-11,26.23,2022-08-26,26.63,Buy,10 days,Rise by 3.010000%,1.52
2022-09-07,24.59,2022-09-09,25.39,Sell,1 days,Fall by 4.640000%,-3.25
2022-09-08,24.69,2022-09-09,25.39,Sell,0 days,Fall by 5.020000%,-2.84
2022-09-16,24.88,2022-09-28,24.36,Sell,7 days,Fall by 0.200000%,2.09
2022-10-11,25.33,2022-10-21,24.88,Sell,7 days,Fall by 5.680000%,1.78
2022-12-07,23.93,2022-12-13,24.58,Sell,3 days,Fall by 1.760000%,-2.72
2022-12-27,24.74,2023-01-24,25.01,Buy,19 days,Rise by 1.660000%,1.09
2023-03-15,22.68,2023-03-27,23.39,Sell,7 days,Fall by 0.620000%,-3.13
2023-03-31,23.74,2023-04-06,24.12,Buy,3 days,Rise by -0.590000%,1.6
2023-10-26,24.67,2024-03-22,22.71,Buy,105 days,Rise by -1.130000%,-7.94
2023-11-27,23.86,2023-12-07,22.9,Sell,7 days,Fall by 8.590000%,4.02
2023-12-01,23.8,2023-12-08,23.0,Sell,4 days,Fall by 8.360000%,3.36
2024-01-23,22.15,2024-01-29,22.42,Buy,3 days,Rise by 3.700000%,1.22
2024-05-01,23.0,2024-05-17,23.71,Sell,11 days,Fall by 1.260000%,-3.09
2024-05-20,23.92,2024-10-11,23.28,Buy,103 days,Rise by -0.590000%,-2.68
2024-10-11,23.28,2025-02-26,22.14,Buy,97 days,Rise by -1.760000%,-4.9
2024-11-12,22.02,2024-11-18,22.32,Sell,3 days,Fall by 0.500000%,-1.36
2025-04-08,20.16,2025-04-09,20.89,Sell,0 days,Fall by -2.030000%,-3.62
2025-05-28,21.15,2025-06-02,21.32,Sell,2 days,Fall by -3.070000%,-0.8
2025-06-12,21.97,2025-06-18,23.14,Buy,3 days,Rise by 3.280000%,5.33
2025-07-29,22.69,2025-07-29,22.69,Buy,0 days,Rise by -0.530000%,0.0
2025-08-08,21.84,2025-08-22,22.08,Sell,9 days,Fall by -1.050000%,-1.1
