Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
TRENDPULSE,RHHBY,Long,Daily,2025-10-01,44.83,2025-10-08,45.32,1.0930180682578676,5,88.0,25,11,
TRENDPULSE,RHHBY,Long,Daily,2025-09-22,42.66,2025-10-06,45.36,6.32911392405064,10,88.0,25,11,
TRENDPULSE,RHHBY,Long,Daily,2025-09-04,42.74,2025-10-06,45.36,6.130088909686471,22,88.0,25,11,
TRENDPULSE,RHHBY,Long,Daily,2025-09-03,42.04,2025-09-09,42.48,1.0466222645099852,4,88.0,25,11,
TRENDPULSE,RHHBY,Long,Daily,2025-03-07,43.89,2025-07-30,40.06,-8.726361357940302,103,88.0,25,11,
