Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-30,513.39,2021-04-16,546.54,2021-01-20-2021-03-08,518.84-556.86,Sell,13 days,-6.46%,Fall by 10.95%,-6.46%,
2021-05-03,509.11,2021-09-13,589.29,2021-03-08-2021-04-20,492.85-563.56,Buy,95 days,15.75%,Rise by 8.45%,9.29%,
2021-05-10,486.69,2021-05-13,486.66,2021-03-08-2021-04-20,492.85-563.56,Sell,3 days,0.01%,Fall by 0.17%,9.3%,
2021-06-07,494.66,2021-06-14,499.89,2021-04-20-2021-05-19,488.57-546.3,Sell,5 days,-1.06%,Fall by -2.17%,8.24%,
2021-07-27,518.91,2024-08-23,686.73,2021-05-19-2021-07-15,478.54-557.54,Buy,803 days,32.34%,Rise by 5.17%,40.58%,
2021-11-26,665.64,2025-07-07,1289.62,2021-05-19-2021-11-17,478.54-700.99,Buy,941 days,93.74%,Rise by -10.1%,134.32%,
2021-12-07,625.58,2021-12-07,625.58,2021-03-08-2021-11-17,492.85-700.99,Buy,0 days,0.0%,Rise by 0%,134.32%,
2022-01-06,553.29,2022-01-12,537.22,2021-11-17-2021-12-17,593.25-686.09,Sell,4 days,2.9%,Fall by 28.02%,137.23%,
2022-01-21,397.5,2022-01-25,366.42,2021-05-19-2021-07-15,478.54-557.54,Sell,2 days,7.82%,Fall by 9.66%,145.05%,
2022-08-22,226.54,2022-08-22,226.54,2022-05-12-2022-08-15,162.71-251.99,Sell,0 days,-0.0%,Fall by 0%,145.05%,
2022-09-01,230.04,2022-11-04,260.79,2022-05-12-2022-08-15,162.71-251.99,Buy,46 days,13.37%,Rise by 22.86%,158.41%,
2022-11-02,273.0,2022-11-04,260.79,2022-08-15-2022-09-06,226.85-247.51,Sell,2 days,4.47%,Fall by -7.73%,162.89%,
2022-11-22,286.69,2022-12-01,316.95,2022-09-20-2022-10-13,234.47-239.66,Sell,7 days,-10.55%,Fall by 10.34%,152.33%,
2023-02-02,366.89,2023-02-10,347.36,2021-11-17-2022-05-12,177.58-686.09,Sell,6 days,5.32%,Fall by 10.21%,157.65%,
2023-02-10,347.36,2023-02-15,361.42,2022-12-13-2022-12-28,285.19-317.2,Sell,3 days,-4.05%,Fall by 13.71%,153.61%,
2023-02-15,361.42,2023-05-25,359.0,2022-10-13-2023-02-03,211.73-379.43,Buy,71 days,-0.67%,Rise by 24.03%,152.94%,
2023-02-23,323.65,2023-03-01,313.48,2022-05-12-2023-02-03,162.71-379.43,Sell,4 days,3.14%,Fall by -1.3%,156.08%,
2023-03-07,308.47,2023-03-09,297.78,2022-10-13-2023-02-03,211.73-379.43,Sell,2 days,3.47%,Fall by -6.64%,159.54%,
2023-04-11,338.21,2024-04-01,614.31,2022-05-12-2023-02-03,162.71-379.43,Buy,254 days,81.64%,Rise by -10.36%,241.18%,
2023-05-25,359.0,2023-05-31,395.23,2023-02-03-2023-03-13,299.24-359.0,Sell,4 days,-10.09%,Fall by -5.24%,231.09%,
2023-06-23,424.02,2023-06-29,428.24,2023-04-04-2023-05-02,326.07-343.95,Sell,4 days,-1.0%,Fall by 3.52%,230.09%,
2023-07-21,427.5,2023-07-27,413.17,2023-03-13-2023-07-19,285.33-485.0,Sell,4 days,3.35%,Fall by 2.46%,233.45%,
2023-07-31,438.97,2024-06-26,677.69,2022-10-13-2023-07-19,211.73-485.0,Buy,237 days,54.38%,Rise by -11.68%,287.83%,
2023-08-17,403.0,2023-09-05,448.68,2022-10-13-2023-07-19,211.73-485.0,Sell,13 days,-11.33%,Fall by 11.7%,276.49%,
2023-09-12,434.69,2023-09-13,412.24,2023-07-19-2023-08-18,406.52-470.0,Sell,1 days,5.16%,Fall by 11.23%,281.66%,
2023-09-15,396.94,2023-09-21,384.15,2022-05-12-2023-07-19,162.71-485.0,Sell,4 days,3.22%,Fall by 9.88%,284.88%,
2023-10-09,385.95,2023-10-09,385.95,2023-03-13-2023-07-19,285.33-485.0,Buy,0 days,0.0%,Rise by 0%,284.88%,
2023-10-10,373.32,2023-10-12,361.2,2021-01-20-2022-03-14,341.32-556.86,Sell,2 days,3.25%,Fall by -23.68%,288.13%,
2023-12-28,490.51,2024-01-02,468.5,2023-09-05-2023-10-18,354.79-438.0,Sell,3 days,4.49%,Fall by -18.36%,292.61%,
2024-03-11,600.93,2024-04-02,614.21,2021-11-17-2022-03-14,341.32-686.09,Sell,16 days,-2.21%,Fall by 10.35%,290.4%,
2024-04-19,555.04,2024-05-09,612.09,2023-10-18-2024-04-08,344.73-639.0,Sell,14 days,-10.28%,Fall by -3.19%,280.12%,
2024-04-24,555.12,2025-02-21,1003.15,2023-03-13-2024-04-08,285.33-639.0,Buy,217 days,80.71%,Rise by -11.17%,360.83%,
2024-06-27,684.34,2024-07-11,652.75,2024-04-08-2024-04-22,558.61-628.11,Sell,10 days,4.62%,Fall by 8.3%,365.45%,
2024-07-23,642.76,2024-10-17,687.65,2024-04-22-2024-07-05,542.01-697.49,Buy,62 days,6.98%,Rise by 36.2%,372.43%,
2024-08-07,611.48,2025-01-27,971.89,2023-03-13-2024-07-05,285.33-697.49,Buy,123 days,58.94%,Rise by 8.92%,431.37%,
2024-10-03,706.8,2024-10-21,772.07,2024-07-05-2024-08-05,604.56-677.23,Sell,12 days,-9.23%,Fall by -7.3%,422.14%,
2024-11-29,886.81,2024-12-20,909.05,2024-08-20-2024-09-11,682.97-688.25,Sell,15 days,-2.51%,Fall by 8.87%,419.63%,
2025-01-10,837.69,2025-01-16,842.37,2024-08-05-2024-12-11,587.04-941.75,Sell,4 days,-0.56%,Fall by -2.89%,419.07%,
2025-01-14,828.4,2025-01-22,953.99,2024-04-22-2024-12-11,542.01-941.75,Sell,6 days,-15.16%,Fall by 9.15%,403.91%,
2025-01-16,842.37,2025-01-16,842.37,2024-08-05-2024-12-11,587.04-941.75,Buy,0 days,0.0%,Rise by 0%,403.91%,
2025-02-27,963.07,2025-07-07,1289.62,2024-08-05-2025-02-14,587.04-1064.5,Buy,92 days,33.91%,Rise by -10.1%,437.82%,
2025-03-06,906.36,2025-03-10,866.68,2024-04-22-2025-02-14,542.01-1064.5,Sell,2 days,4.38%,Fall by 1.25%,442.2%,
2025-03-07,891.11,2025-03-25,997.28,2024-08-05-2025-02-14,587.04-1064.5,Sell,12 days,-11.91%,Fall by 12.72%,430.28%,
2025-03-12,919.68,2025-03-12,919.68,2025-01-14-2025-02-14,823.52-1064.5,Buy,0 days,0.0%,Rise by 0%,430.28%,
2025-04-02,935.52,2025-06-10,1203.62,2023-10-18-2025-02-14,344.73-1064.5,Buy,49 days,28.66%,Rise by 11.26%,458.94%,
2025-05-14,1150.99,2025-06-24,1279.11,2025-02-14-2025-03-10,881.27-1041.6899,Sell,29 days,-11.13%,Fall by 10.26%,447.81%,
2025-06-12,1215.03,2025-06-30,1339.13,2025-02-14-2025-04-07,906.74-1041.6899,Sell,12 days,-10.21%,Fall by 11.13%,437.6%,
2025-07-15,1260.27,2025-07-15,1260.27,2025-04-07-2025-06-30,821.1-1341.15,Buy,0 days,0.0%,Rise by 0%,437.6%,
2025-07-22,1190.08,2025-07-28,1174.6,2025-04-07-2025-06-30,821.1-1341.15,Sell,4 days,1.3%,Fall by -1.18%,438.9%,
