Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2004-02-29,4.9143,2004-04-30,3.6229,2002-05-31-2004-01-31,1.0714-5.6814,Sell,44 days,26.28%,Fall by 39.2%,26.28%,
2006-06-30,3.8871,2006-07-31,2.9557,2005-03-31-2006-04-30,1.2729-4.7314,Sell,21 days,23.96%,Fall by 16.72%,50.24%,
2006-09-30,3.2543,2006-10-31,3.9514,2004-01-31-2005-03-31,1.5786-3.8421,Sell,21 days,-21.42%,Fall by 16.16%,28.82%,
2006-10-31,3.9514,2008-07-31,4.4129,2005-03-31-2006-04-30,1.2729-4.7314,Buy,457 days,11.68%,Rise by 46.68%,40.5%,
2007-05-31,3.1286,2011-11-30,9.2186,2002-05-31-2004-01-31,1.0714-5.6814,Buy,1174 days,194.66%,Rise by -11.9%,235.15%,
2008-04-30,4.5686,2008-05-31,4.3371,2007-07-31-2008-04-30,2.2314-5.8429,Sell,22 days,5.07%,Fall by 18.45%,240.22%,
2008-09-30,4.4114,2008-10-31,3.5371,2006-04-30-2007-07-31,2.9771-3.8386,Sell,23 days,19.82%,Fall by -860.35%,260.04%,
2011-08-31,33.5729,2011-09-30,16.1814,2008-10-31-2011-07-31,2.5571-43.5414,Sell,22 days,51.8%,Fall by 29.25%,311.84%,
2014-10-31,56.11,2014-11-30,49.5129,2012-08-31-2014-09-30,7.5443-69.8986,Sell,20 days,11.76%,Fall by -85.49%,323.6%,
2015-02-28,67.8443,2015-03-31,59.5271,2011-07-31-2012-08-31,9.5214-35.9229,Sell,21 days,12.26%,Fall by -54.28%,335.86%,
2016-01-31,91.84,2016-03-31,102.23,2012-08-31-2015-12-31,7.5443-133.27,Sell,43 days,-11.31%,Fall by -259.66%,324.55%,
2016-09-30,98.55,2016-09-30,98.55,2012-08-31-2015-12-31,7.5443-133.27,Buy,0 days,0.0%,Rise by 0%,324.55%,
2018-10-31,301.78,2018-11-30,286.13,2012-08-31-2018-06-30,7.5443-423.21,Sell,22 days,5.19%,Fall by 6.47%,329.73%,
2021-01-31,532.39,2021-04-30,513.47,2018-12-31-2021-01-31,231.23-593.29,Sell,64 days,3.55%,Fall by 16.81%,333.29%,
2022-01-31,427.14,2022-02-28,394.52,2018-12-31-2021-11-30,231.23-700.99,Sell,20 days,7.64%,Fall by 42.99%,340.92%,
2022-03-31,374.59,2022-04-30,190.36,2012-08-31-2021-11-30,7.5443-700.99,Sell,21 days,49.18%,Fall by -272.59%,390.1%,
2022-07-31,224.9,2022-07-31,224.9,2012-08-31-2018-06-30,7.5443-423.21,Buy,0 days,0.0%,Rise by 0%,390.1%,
2023-12-31,486.88,2023-12-31,486.88,2002-05-31-2021-11-30,1.0714-700.99,Buy,0 days,0.0%,Rise by 0%,390.1%,
