Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2003-06-30,17.77,2006-05-31,50.59,761 days,184.680000%,184.680000%,Rise by 83.170000%,184.680000%
Buy,2008-03-31,48.61,2019-09-30,119.9,2999 days,146.650000%,146.650000%,Rise by -21.340000%,331.330000%
Buy,2020-05-31,106.4,2024-06-30,257.43,1064 days,141.940000%,141.940000%,Rise by 96.380000%,473.270000%
