Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-09-30,317.05,2021-10-25,333.85,16 days,5.300000%,5.300000%,Rise by 12.210000%,5.300000%,
Buy,2021-11-24,318.25,2022-01-10,346.75,32 days,8.960000%,8.960000%,Rise by 13.350000%,14.250000%,
Buy,2022-01-17,323.33,2022-12-09,197.03,233 days,-39.060000%,-39.060000%,Rise by -10.830000%,-24.810000%,
Buy,2023-02-24,196.65,2023-06-09,198.65,74 days,1.020000%,1.020000%,Rise by -5.090000%,-23.790000%,
Buy,2023-06-20,191.25,2023-07-27,199.98,26 days,4.560000%,4.560000%,Rise by 9.270000%,-19.230000%,
Buy,2023-10-23,191.58,2024-01-08,225.18,54 days,17.540000%,17.540000%,Rise by 24.530000%,-1.690000%,
Buy,2024-03-27,236.15,2025-07-09,267.8,334 days,13.400000%,13.400000%,Rise by -1.380000%,11.710000%,
Buy,2025-07-15,257.4,2025-07-15,257.4,0 days,0.00%,0.00%,Rise by 0%,11.710000%,
