Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
PULSEGAUGE,NKE,Long,Weekly,2025-07-06,76.39,2025-11-02,64.59,-15.447048042937555,84,82.35,17,166,
