Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2020-12-01,20.77,2021-02-03,22.91,Buy,46 Days,-4.95,Rise by 19.02%,10.3%,10.3%,
2022-04-01,19.63,2022-09-02,25.47,Buy,110 Days,-4.92,Rise by 24.15%,29.75%,40.05%,
2022-08-01,22.84,2023-03-16,22.99,Buy,163 Days,-5.01,Rise by -13.57%,0.66%,40.71%,
2022-12-01,19.84,2023-03-16,22.99,Buy,75 Days,-5.83,Rise by 26.01%,15.88%,56.59%,
2023-02-01,17.87,2023-08-11,14.84,Buy,137 Days,-3.39,Rise by 15.89%,-16.96%,39.63%,
2023-05-01,16.08,2023-08-23,15.98,Buy,82 Days,-6.09,Rise by 11.88%,-0.62%,39.01%,
2024-12-02,13.34,2025-03-14,21.77,Buy,74 Days,-3.18,Rise by 6.37%,63.19%,102.2%,
2025-05-19,18.14,2025-08-06,16.77,Buy,57 Days,-3.07,Rise by 19.07%,-7.55%,94.65%,
2025-06-02,18.36,2025-10-22,18.6,Buy,102 Days,-4.74,Rise by 17.65%,1.31%,95.96%,
