Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2013-12-01,23.89,2014-01-19,24.5,2013-02-03-2013-09-01,20.89-26.89,Sell,34 days,-2.55%,Fall by -21.35%,-2.55%,
2015-05-03,29.59,2015-06-14,28.57,2013-09-01-2015-03-08,18.76-33.64,Sell,29 days,3.45%,Fall by 6.41%,0.89%,
2015-06-28,30.47,2015-06-28,30.47,2013-09-01-2015-03-08,18.76-33.64,Buy,0 days,0.0%,Rise by 0%,0.89%,
2015-08-23,28.61,2015-09-06,26.74,2015-03-08-2015-06-14,29.48-32.74,Sell,9 days,6.54%,Fall by 10.1%,7.43%,
2015-11-29,27.22,2015-12-13,25.89,2015-03-08-2015-08-30,28.67-32.74,Sell,9 days,4.89%,Fall by 8.19%,12.32%,
2016-05-29,27.8,2016-06-12,27.63,2015-03-08-2016-02-14,25.29-32.74,Sell,9 days,0.61%,Fall by 5.5%,12.93%,
2016-12-11,27.45,2016-12-11,27.45,2016-02-14-2016-09-11,23.52-30.64,Buy,0 days,0.0%,Rise by 0%,12.93%,
2017-09-10,34.16,2017-10-01,32.85,2016-09-11-2016-11-27,26.55-29.44,Sell,14 days,3.83%,Fall by -4.23%,16.76%,
2018-04-08,34.23,2018-04-08,34.23,2016-11-27-2018-01-28,25.79-38.21,Buy,0 days,0.0%,Rise by 0%,16.76%,
2018-04-22,34.46,2018-05-20,32.93,2016-11-27-2018-01-28,25.79-38.21,Sell,19 days,4.44%,Fall by 10.84%,21.2%,
2018-06-17,33.73,2018-07-15,34.1,2016-02-14-2018-01-28,23.52-38.21,Sell,19 days,-1.1%,Fall by 13.02%,20.11%,
2018-07-01,33.29,2018-10-07,29.66,2013-09-01-2018-01-28,18.76-38.21,Sell,69 days,10.9%,Fall by -7.62%,31.01%,
2018-10-07,29.66,2018-10-21,29.87,2018-01-28-2018-07-01,33.54-37.49,Sell,9 days,-0.71%,Fall by -6.86%,30.3%,
2019-01-06,33.3,2019-02-17,31.92,2018-01-28-2018-10-28,29.79-37.49,Sell,29 days,4.14%,Fall by -5.17%,34.45%,
2019-09-08,32.0,2019-09-08,32.0,2018-10-28-2019-06-09,28.96-36.46,Buy,0 days,0.0%,Rise by 0%,34.45%,
2020-02-23,34.82,2020-03-01,32.19,2019-06-09-2019-08-25,32.23-35.61,Sell,4 days,7.55%,Fall by 19.45%,42.0%,
2020-03-08,30.67,2020-03-15,28.31,2019-08-25-2020-01-19,30.93-36.18,Sell,4 days,7.69%,Fall by -50.94%,49.69%,
2020-03-15,28.31,2020-03-22,23.07,2018-10-28-2019-06-09,28.96-36.46,Sell,4 days,18.51%,Fall by -77.85%,68.2%,
2020-03-22,23.07,2020-04-05,22.01,2016-02-14-2016-09-11,23.52-30.64,Sell,9 days,4.59%,Fall by -94.78%,72.8%,
2021-04-18,41.19,2021-04-18,41.19,2018-01-28-2020-03-29,25.27-37.49,Sell,0 days,-0.0%,Fall by 0%,72.8%,
2021-12-19,43.98,2022-01-09,47.13,2018-10-28-2021-11-14,28.96-50.85,Sell,14 days,-7.16%,Fall by 11.95%,65.64%,
2022-01-09,47.13,2022-01-09,47.13,2020-03-29-2021-11-14,20.48-50.85,Buy,0 days,0.0%,Rise by 0%,65.64%,
2022-02-27,44.1,2022-03-06,41.5,2020-03-29-2021-11-14,20.48-50.85,Sell,4 days,5.9%,Fall by 6.55%,71.53%,
2022-04-17,44.66,2022-05-08,42.1,2019-08-25-2021-11-14,30.93-50.85,Sell,14 days,5.73%,Fall by 4.23%,77.26%,
2022-04-24,44.2,2022-05-08,42.1,2016-11-27-2021-11-14,25.79-50.85,Sell,9 days,4.75%,Fall by 4.23%,82.01%,
2022-05-08,42.1,2022-05-15,40.47,2016-02-14-2021-11-14,23.52-50.85,Sell,4 days,3.87%,Fall by 0.37%,85.89%,
2022-05-15,40.47,2022-06-19,38.78,2021-11-14-2022-03-13,43.07-49.96,Sell,24 days,4.18%,Fall by -3.97%,90.06%,
2022-07-03,39.48,2022-07-03,39.48,2016-11-27-2021-11-14,25.79-50.85,Buy,0 days,0.0%,Rise by 0%,90.06%,
2022-10-23,41.73,2022-10-30,42.34,2021-11-14-2022-06-19,40.24-49.96,Sell,4 days,-1.46%,Fall by 2.72%,88.6%,
2023-09-03,44.24,2023-10-22,43.98,2022-09-18-2023-03-19,39.08-42.9,Sell,34 days,0.59%,Fall by -34.45%,89.19%,
2024-11-17,53.02,2025-01-12,51.21,2023-03-19-2024-09-29,37.77-59.49,Sell,39 days,3.41%,Fall by 6.07%,92.6%,
2024-12-08,55.67,2024-12-08,55.67,2019-08-25-2024-09-29,30.93-59.49,Buy,0 days,0.0%,Rise by 0%,92.6%,
2025-01-12,51.21,2025-02-16,49.59,2019-08-25-2024-09-29,30.93-59.49,Sell,24 days,3.16%,Fall by -4.82%,95.77%,
2025-01-26,50.68,2025-03-02,48.1,2018-10-28-2024-09-29,28.96-59.49,Sell,24 days,5.09%,Fall by -8.07%,100.86%,
2025-02-16,49.59,2025-03-02,48.1,2016-11-27-2024-09-29,25.79-59.49,Sell,9 days,3.0%,Fall by -8.07%,103.86%,
2025-03-02,48.1,2025-05-04,53.91,2020-03-29-2024-09-29,20.48-59.49,Sell,44 days,-12.08%,Fall by 3.58%,91.78%,
2025-03-23,51.47,2025-03-23,51.47,2023-03-19-2024-09-29,37.77-59.49,Buy,0 days,0.0%,Rise by 0%,91.78%,
2025-08-03,52.72,2025-08-24,53.58,2024-09-29-2025-03-09,49.23-58.88,Sell,14 days,-1.63%,Fall by -0.73%,90.15%,
2025-08-24,53.58,2025-08-24,53.58,2016-02-14-2024-09-29,23.52-59.49,Buy,0 days,0.0%,Rise by 0%,90.15%,
