Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-07-20,77.46,2022-08-19,64.69,282 days,-16.490000%,-16.490000%,Rise by 5.110000%,-16.490000%
Buy,2022-08-30,62.12,2023-02-06,70.69,113 days,13.800000%,13.800000%,Rise by -10.590000%,-2.690000%
Buy,2023-02-22,69.85,2024-07-19,79.53,366 days,13.860000%,13.860000%,Rise by 5.680000%,11.170000%
Buy,2024-08-05,75.32,2025-10-10,92.24,308 days,22.460000%,22.460000%,Rise by 10.170000%,33.630000%
