Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-03-17,23.6,2020-03-26,26.0,Sell,6 days,Fall by -20.760000%,-10.17,
2020-05-27,28.0,2020-06-19,30.0,Sell,16 days,Fall by -0.890000%,-7.14,
2020-07-13,28.5,2020-08-05,27.25,Sell,16 days,Fall by 6.140000%,4.39,
2020-10-28,28.5,2020-11-05,29.75,Sell,5 days,Fall by 3.510000%,-4.39,
2021-03-04,29.0,2021-04-21,30.5,Sell,33 days,Fall by 2.590000%,-5.17,
2021-04-07,28.5,2021-04-22,30.8,Sell,10 days,Fall by -13.330000%,-8.07,
2021-05-17,32.9,2021-06-10,34.8,Buy,17 days,Rise by 6.080000%,5.78,
2021-07-30,39.0,2021-08-06,42.1,Buy,4 days,Rise by 17.690000%,7.95,
2022-01-05,45.7,2022-01-11,44.3,Sell,3 days,Fall by 8.100000%,3.06,
2022-02-01,44.8,2022-03-03,47.3,Buy,21 days,Rise by 6.030000%,5.58,
2022-02-04,43.9,2022-02-10,47.0,Sell,3 days,Fall by -16.740000%,-7.06,
2022-04-06,53.5,2022-04-12,53.75,Buy,3 days,Rise by 0.470000%,0.47,
2022-10-17,53.75,2022-11-02,58.25,Buy,11 days,Rise by 8.370000%,8.37,
2022-12-22,62.75,2023-01-05,64.75,Buy,9 days,Rise by 3.190000%,3.19,
2023-04-14,76.5,2023-05-22,77.75,Buy,25 days,Rise by 2.940000%,1.63,
2023-07-21,74.5,2023-08-14,82.5,Buy,15 days,Rise by 15.100000%,10.74,
2023-08-01,73.5,2023-08-14,82.5,Buy,8 days,Rise by 25.510000%,12.24,
2023-08-08,85.75,2023-09-07,91.0,Buy,21 days,Rise by 7.580000%,6.12,
2023-11-15,88.6,2023-11-24,96.2,Sell,6 days,Fall by 0.000000%,-8.58,
2024-05-03,113.5,2024-05-13,123.0,Sell,5 days,Fall by -12.330000%,-8.37,
2024-06-06,130.5,2024-06-13,132.5,Buy,4 days,Rise by 4.600000%,1.53,
2024-07-25,117.5,2024-08-09,121.5,Sell,10 days,Fall by 0.430000%,-3.4,
2025-01-14,78.4,2025-01-24,83.4,Sell,7 days,Fall by 5.610000%,-6.38,
2025-04-04,57.2,2025-04-23,54.3,Sell,12 days,Fall by 0.350000%,5.07,
2025-07-16,57.3,2025-07-23,59.0,Sell,4 days,Fall by 22.690000%,-2.97,
2025-07-18,55.6,2025-07-23,59.0,Sell,2 days,Fall by 24.640000%,-6.12,
2025-07-24,59.6,2025-07-24,59.6,Buy,0 days,Rise by -29.610000%,0.0,
2025-07-29,47.15,2025-08-05,40.5,Sell,4 days,Fall by 3.290000%,14.1,
2025-07-30,44.3,2025-08-06,38.7,Sell,4 days,Fall by -2.930000%,12.64,
2025-10-22,45.75,2025-10-22,45.75,Sell,0 days,Fall by 6.450000%,0.0,
