Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-01-08,9.1,2012-03-04,10.75,Buy,39 days,Rise by 24.980000%,18.17
2012-02-19,10.43,2012-05-06,11.25,Buy,54 days,Rise by 9.000000%,7.81
2012-11-18,11.94,2013-07-14,12.6,Sell,169 days,Fall by -4.970000%,-5.56
2013-12-29,13.2,2014-02-02,14.62,Buy,24 days,Rise by 30.360000%,10.75
2014-09-21,19.0,2015-03-22,23.01,Buy,129 days,Rise by -0.790000%,21.11
2014-11-30,18.25,2015-02-08,18.68,Buy,49 days,Rise by 44.660000%,2.36
2015-02-01,19.9,2015-03-22,23.01,Buy,34 days,Rise by 32.660000%,15.63
2015-03-08,21.65,2015-04-12,26.4,Buy,24 days,Rise by 23.890000%,21.94
2016-02-14,21.53,2016-07-10,24.54,Sell,104 days,Fall by -8.780000%,-13.96
2016-06-19,22.9,2016-09-11,19.82,Sell,59 days,Fall by 10.910000%,13.44
2016-08-21,20.63,2016-10-23,19.03,Sell,44 days,Fall by 11.920000%,7.77
2018-09-09,20.5,2018-10-21,18.85,Sell,29 days,Fall by 10.980000%,8.05
2018-10-14,18.25,2019-03-31,23.15,Sell,119 days,Fall by -16.710000%,-26.85
2019-01-20,21.1,2019-03-10,22.1,Buy,34 days,Rise by 9.720000%,4.74
2019-05-26,21.7,2019-07-07,22.6,Buy,29 days,Rise by 10.600000%,4.15
2019-09-01,23.6,2019-11-24,24.4,Buy,59 days,Rise by 9.110000%,3.39
2019-11-10,25.75,2020-02-09,28.75,Buy,64 days,Rise by 13.590000%,11.65
2020-11-29,28.0,2021-07-11,36.7,Sell,159 days,Fall by -0.890000%,-31.07
2020-12-06,28.0,2021-07-11,36.7,Sell,154 days,Fall by -0.890000%,-31.07
2021-02-14,30.75,2021-06-06,32.8,Buy,79 days,Rise by 49.270000%,6.67
2021-04-04,28.7,2021-07-11,36.7,Sell,69 days,Fall by -43.210000%,-27.87
2022-12-04,60.0,2023-01-08,65.0,Buy,24 days,Rise by 31.250000%,8.33
2022-12-25,62.75,2023-03-05,68.0,Buy,49 days,Rise by 25.500000%,8.37
2023-01-08,65.0,2023-04-16,76.5,Buy,69 days,Rise by 21.150000%,17.69
2023-02-19,66.0,2023-04-16,76.5,Buy,39 days,Rise by 19.320000%,15.91
2023-04-23,78.75,2023-09-10,91.25,Buy,99 days,Rise by 15.870000%,15.87
2023-12-17,88.8,2024-02-18,115.0,Sell,44 days,Fall by -27.820000%,-29.5
2024-07-28,118.0,2024-10-20,109.0,Sell,59 days,Fall by 11.440000%,7.63
2024-11-17,96.6,2025-01-19,76.2,Sell,44 days,Fall by 11.180000%,21.12
2025-06-15,68.5,2025-06-15,68.5,Buy,0 days,Rise by -38.830000%,0.0
2025-08-10,43.5,2025-08-10,43.5,Sell,0 days,Fall by 1.610000%,0.0
