Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2007-11-30,26.9900,2008-11-30,20.6250,260 days,-23.58%,-23.5828%,Rise by 0.65%,-23.5828%
Buy,2009-02-28,18.9400,2009-04-30,21.8250,43 days,15.23%,15.2323%,Rise by 62.22%,-8.3505%
