Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-08-04,10.88,2022-11-09,8.4,69 days,2022-05-13/10.69,-22.79%,-22.79%,Rise by -14.89%,-22.79%
Buy,2023-06-28,10.18,2023-11-09,7.93,96 days,2023-04-13/10.07,-22.10%,-22.10%,Rise by 28.88%,-44.90%
Buy,2023-12-06,11.27,2024-03-14,18.05,71 days,2023-09-12/10.8,60.16%,60.16%,Rise by 17.66%,15.26%
Buy,2024-05-20,20.84,2024-08-05,16.42,55 days,2024-03-28/20.13,-21.21%,-21.21%,Rise by 13.72%,-5.95%
Buy,2024-10-08,25.61,2024-12-06,41.67,43 days,2024-07-16/24.63,62.71%,62.71%,Rise by 68.68%,56.76%
Buy,2025-06-03,71.72,2025-08-18,115.02,54 days,2021-08-04/70.39,60.37%,60.37%,Rise by 53.01%,117.14%
