Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,36.36,2016-02-21,35.76,2015-11-15,Buy,13 Weeks,-1.65%,Rise by -10.09%,-1.65%,Absolute Extrema Case
2015-12-13,34.69,2016-02-21,35.76,2015-12-06,Buy,10 Weeks,3.08%,Rise by 13.84%,1.43%,Normal Case
2015-12-27,37.07,2016-04-10,38.41,2015-12-13,Buy,15 Weeks,3.61%,Rise by 6.53%,5.05%,Normal Case
2016-02-07,35.07,2016-04-10,38.41,2016-01-31,Buy,9 Weeks,9.52%,Rise by 14.94%,14.57%,Normal Case
2016-02-14,34.3,2016-08-07,38.1,2016-01-24,Buy,25 Weeks,11.08%,Rise by 17.52%,25.65%,Absolute Extrema Case
2016-04-24,40.31,2016-08-07,38.1,2016-04-10,Buy,15 Weeks,-5.48%,Rise by -12.97%,20.17%,Normal Case
2016-05-01,39.18,2016-08-07,38.1,2016-04-24,Buy,14 Weeks,-2.76%,Rise by -10.46%,17.41%,Normal Case
2016-05-08,39.48,2016-08-07,38.1,2016-04-17,Buy,13 Weeks,-3.5%,Rise by -11.14%,13.92%,Normal Case
2016-09-11,38.01,2016-11-13,40.08,2016-09-04,Buy,9 Weeks,5.45%,Rise by 56.38%,19.36%,Normal Case
2016-09-18,40.7,2017-02-12,40.58,2016-09-11,Buy,21 Weeks,-0.29%,Rise by 47.35%,19.07%,Normal Case
2016-10-30,41.76,2017-02-12,40.58,2016-10-09,Buy,15 Weeks,-2.83%,Rise by 58.17%,16.24%,Normal Case
2016-11-06,40.9,2017-02-12,40.58,2016-10-23,Buy,14 Weeks,-0.78%,Rise by 67.87%,15.46%,Normal Case
2017-01-01,39.47,2017-04-16,42.55,2016-12-25,Buy,15 Weeks,7.8%,Rise by 84.72%,23.26%,Normal Case
2017-03-26,43.13,2017-06-25,54.33,2017-03-19,Buy,13 Weeks,25.97%,Rise by 82.17%,49.23%,Normal Case
2017-04-02,43.02,2017-06-25,54.33,2017-03-26,Buy,12 Weeks,26.29%,Rise by 82.64%,75.52%,Normal Case
2017-04-23,43.81,2017-06-25,54.33,2017-04-09,Buy,9 Weeks,24.01%,Rise by 79.34%,99.53%,Normal Case
2017-05-21,49.39,2017-08-13,58.04,2017-05-14,Buy,12 Weeks,17.51%,Rise by 59.08%,117.05%,Normal Case
2017-06-11,53.4,2017-08-13,58.04,2017-06-04,Buy,9 Weeks,8.69%,Rise by 47.13%,125.74%,Normal Case
2017-06-18,51.84,2017-12-17,75.65,2015-11-29,Buy,26 Weeks,45.93%,Rise by 51.56%,171.67%,Tangent Case
2017-06-18,51.84,2017-12-17,75.65,2017-05-28,Buy,26 Weeks,45.93%,Rise by 51.56%,217.6%,Normal Case
2017-07-02,53.67,2017-12-17,75.65,2017-06-25,Buy,24 Weeks,40.95%,Rise by 46.39%,258.55%,Normal Case
2017-07-09,53.97,2017-12-17,75.65,2017-07-02,Buy,23 Weeks,40.17%,Rise by 45.58%,298.72%,Normal Case
2017-08-13,58.04,2017-12-17,75.65,2017-07-23,Buy,18 Weeks,30.34%,Rise by 35.37%,329.06%,Normal Case
2017-08-20,59.44,2017-12-17,75.65,2017-08-13,Buy,17 Weeks,27.27%,Rise by 32.18%,356.33%,Normal Case
2017-08-27,59.97,2017-12-17,75.65,2017-08-20,Buy,16 Weeks,26.15%,Rise by 31.02%,382.48%,Normal Case
2017-09-24,65.08,2017-12-17,75.65,2017-09-17,Buy,12 Weeks,16.24%,Rise by 20.73%,398.72%,Normal Case
2017-10-29,71.06,2018-02-18,78.37,2017-10-22,Buy,16 Weeks,10.29%,Rise by 20.25%,409.01%,Normal Case
2017-11-19,76.38,2018-02-18,78.37,2017-11-12,Buy,13 Weeks,2.61%,Rise by 11.87%,411.61%,Normal Case
2018-01-07,78.7,2018-07-08,85.94,2017-12-24,Buy,26 Weeks,9.2%,Rise by 11.8%,420.81%,Normal Case
2018-02-25,79.69,2018-07-08,85.94,2018-02-04,Buy,19 Weeks,7.84%,Rise by 10.42%,428.66%,Normal Case
2018-03-04,78.87,2018-07-08,85.94,2018-02-25,Buy,18 Weeks,8.96%,Rise by 11.56%,437.62%,Normal Case
2018-05-27,80.96,2018-08-12,87.01,2018-05-20,Buy,11 Weeks,7.47%,Rise by 8.68%,445.09%,Normal Case
2018-10-28,83.37,2019-02-10,91.87,2018-08-05,Buy,15 Weeks,10.2%,Rise by 44.08%,455.29%,Local Extrema Case
2018-10-28,83.37,2019-02-10,91.87,2018-10-21,Buy,15 Weeks,10.2%,Rise by 44.08%,465.48%,Normal Case
2018-11-18,85.06,2019-02-10,91.87,2018-11-11,Buy,12 Weeks,8.01%,Rise by 41.22%,473.49%,Normal Case
2018-12-16,85.92,2019-06-02,109.75,2018-12-09,Buy,24 Weeks,27.74%,Rise by 39.8%,501.23%,Normal Case
2018-12-23,78.14,2019-06-02,109.75,2018-10-14,Buy,23 Weeks,40.45%,Rise by 53.72%,541.68%,Local Extrema Case
2019-03-10,95.69,2019-06-02,109.75,2019-02-24,Buy,12 Weeks,14.69%,Rise by 25.53%,556.37%,Normal Case
2019-03-31,103.84,2019-06-02,109.75,2019-03-24,Buy,9 Weeks,5.69%,Rise by 15.68%,562.06%,Normal Case
2019-05-12,110.41,2019-08-04,107.09,2019-04-28,Buy,12 Weeks,-3.01%,Rise by 8.79%,559.06%,Normal Case
2019-05-26,109.85,2019-08-04,107.09,2019-05-19,Buy,10 Weeks,-2.51%,Rise by 9.35%,556.54%,Normal Case
2019-06-09,114.02,2019-11-17,104.2,2019-02-03,Buy,23 Weeks,-8.61%,Rise by -10.37%,547.93%,Local Extrema Case
2019-12-08,104.34,2020-03-08,110.89,2019-12-01,Buy,13 Weeks,6.28%,Rise by 17.87%,554.21%,Normal Case
2020-03-01,107.99,2020-07-26,172.56,2019-10-27,Buy,21 Weeks,59.79%,Rise by 89.35%,614.0%,Local Extrema Case
2020-05-03,120.61,2020-07-26,172.56,2020-02-02,Buy,12 Weeks,43.07%,Rise by 69.54%,657.07%,Local Extrema Case
2020-05-10,144.96,2020-07-26,172.56,2020-05-03,Buy,11 Weeks,19.04%,Rise by 41.06%,676.11%,Normal Case
