Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,120.45,2016-02-28,130.41,2015-11-15,Buy,14 Weeks,8.27%,Rise by 9.17%,8.27%,Absolute Extrema Case,
2015-11-29,120.97,2016-02-28,130.41,2015-11-08,Buy,13 Weeks,7.8%,Rise by 8.7%,16.07%,Normal Case,
2015-12-13,123.76,2016-02-28,130.41,2015-12-06,Buy,11 Weeks,5.37%,Rise by 6.25%,21.45%,Normal Case,
2015-12-27,121.83,2016-02-28,130.41,2015-12-13,Buy,9 Weeks,7.04%,Rise by 7.94%,28.49%,Normal Case,
2016-01-10,123.36,2016-07-24,138.8,2016-01-03,Buy,28 Weeks,12.52%,Rise by 7.01%,41.0%,Normal Case,
2016-01-17,125.75,2016-07-24,138.8,2016-01-10,Buy,27 Weeks,10.38%,Rise by 4.98%,51.38%,Normal Case,
2016-01-24,125.34,2016-07-24,138.8,2016-01-17,Buy,26 Weeks,10.74%,Rise by 5.32%,62.12%,Normal Case,
2016-02-07,128.72,2016-07-24,138.8,2016-01-31,Buy,24 Weeks,7.83%,Rise by 2.56%,69.95%,Normal Case,
2016-02-14,131.5,2016-07-24,138.8,2016-02-07,Buy,23 Weeks,5.55%,Rise by 0.39%,75.5%,Normal Case,
2016-05-08,130.45,2016-07-24,138.8,2016-05-01,Buy,11 Weeks,6.4%,Rise by 10.08%,81.9%,Normal Case,
2016-05-22,130.15,2016-07-24,138.8,2016-05-08,Buy,9 Weeks,6.65%,Rise by 10.33%,88.55%,Normal Case,
2016-06-19,135.61,2017-01-29,119.63,2016-06-12,Buy,32 Weeks,-11.78%,Rise by -10.01%,76.77%,Normal Case,
2016-06-26,135.78,2017-01-29,119.63,2016-06-05,Buy,31 Weeks,-11.89%,Rise by -10.12%,64.87%,Normal Case,
2016-07-03,140.57,2017-01-29,119.63,2016-06-26,Buy,30 Weeks,-14.9%,Rise by -13.18%,49.98%,Normal Case,
2016-08-07,138.0,2017-01-29,119.63,2016-07-24,Buy,25 Weeks,-13.31%,Rise by -11.57%,36.66%,Normal Case,
2016-08-21,138.71,2017-01-29,119.63,2016-08-14,Buy,23 Weeks,-13.76%,Rise by -12.02%,22.91%,Normal Case,
2016-08-28,138.36,2017-01-29,119.63,2016-08-21,Buy,22 Weeks,-13.54%,Rise by -11.8%,9.37%,Normal Case,
2017-01-01,119.13,2017-05-07,121.29,2016-12-18,Buy,18 Weeks,1.81%,Rise by 2.42%,11.19%,Normal Case,
2017-01-08,120.86,2017-05-07,121.29,2016-12-25,Buy,17 Weeks,0.36%,Rise by 0.95%,11.54%,Normal Case,
2017-03-26,120.88,2017-07-16,123.33,2017-03-19,Buy,16 Weeks,2.03%,Rise by 5.71%,13.57%,Normal Case,
2017-04-02,120.71,2017-07-16,123.33,2017-03-26,Buy,15 Weeks,2.17%,Rise by 5.86%,15.74%,Normal Case,
2017-04-16,123.47,2017-07-16,123.33,2017-04-09,Buy,13 Weeks,-0.11%,Rise by 3.49%,15.62%,Normal Case,
2017-05-21,123.71,2017-09-24,126.2,2017-05-14,Buy,18 Weeks,2.01%,Rise by 4.28%,17.64%,Normal Case,
2017-07-02,125.12,2017-09-24,126.2,2017-06-18,Buy,12 Weeks,0.86%,Rise by 3.1%,18.5%,Normal Case,
2017-08-13,126.43,2017-12-31,126.86,2017-08-06,Buy,20 Weeks,0.34%,Rise by 1.52%,18.84%,Normal Case,
2017-08-20,126.62,2017-12-31,126.86,2017-08-13,Buy,19 Weeks,0.19%,Rise by 1.37%,19.03%,Normal Case,
2017-08-27,127.32,2017-12-31,126.86,2017-08-20,Buy,18 Weeks,-0.36%,Rise by 0.81%,18.67%,Normal Case,
2017-11-19,126.39,2018-04-22,118.46,2017-11-12,Buy,22 Weeks,-6.27%,Rise by -3.55%,12.39%,Normal Case,
2017-12-31,126.86,2018-04-22,118.46,2017-12-24,Buy,16 Weeks,-6.62%,Rise by -3.91%,5.77%,Normal Case,
2018-03-04,118.35,2018-06-17,120.38,2018-02-25,Buy,15 Weeks,1.72%,Rise by 3.72%,7.49%,Normal Case,
2018-03-25,120.17,2018-06-17,120.38,2018-03-11,Buy,12 Weeks,0.17%,Rise by 2.15%,7.66%,Normal Case,
2018-04-01,121.9,2018-06-17,120.38,2018-03-18,Buy,11 Weeks,-1.25%,Rise by 0.7%,6.42%,Normal Case,
2018-04-08,121.1,2018-06-17,120.38,2018-04-01,Buy,10 Weeks,-0.59%,Rise by 1.36%,5.82%,Normal Case,
2018-05-06,118.99,2018-07-22,120.76,2018-04-29,Buy,11 Weeks,1.49%,Rise by 3.16%,7.31%,Normal Case,
2018-06-03,120.3,2019-01-20,119.56,2018-05-27,Buy,33 Weeks,-0.62%,Rise by 1.5%,6.69%,Normal Case,
2018-06-24,120.53,2019-01-20,119.56,2018-06-17,Buy,30 Weeks,-0.8%,Rise by 1.31%,5.89%,Normal Case,
2018-07-01,121.72,2019-01-20,119.56,2018-06-24,Buy,29 Weeks,-1.77%,Rise by 0.32%,4.12%,Normal Case,
2018-08-19,120.98,2019-01-20,119.56,2018-08-12,Buy,22 Weeks,-1.17%,Rise by 0.93%,2.94%,Normal Case,
2018-10-14,114.47,2019-01-20,119.56,2018-10-07,Buy,14 Weeks,4.45%,Rise by 6.67%,7.39%,Normal Case,
2018-10-28,114.99,2019-01-20,119.56,2018-10-21,Buy,12 Weeks,3.97%,Rise by 6.19%,11.36%,Normal Case,
2018-11-18,114.7,2019-01-20,119.56,2018-11-11,Buy,9 Weeks,4.24%,Rise by 6.46%,15.6%,Normal Case,
2018-11-25,115.14,2019-04-14,122.67,2018-11-18,Buy,20 Weeks,6.54%,Rise by 6.26%,22.14%,Normal Case,
2018-12-09,118.41,2019-04-14,122.67,2018-12-02,Buy,18 Weeks,3.6%,Rise by 3.33%,25.74%,Normal Case,
2018-12-16,118.48,2019-04-14,122.67,2018-12-09,Buy,17 Weeks,3.54%,Rise by 3.27%,29.27%,Normal Case,
2018-12-23,120.72,2019-04-14,122.67,2018-12-16,Buy,16 Weeks,1.62%,Rise by 1.35%,30.89%,Normal Case,
2018-12-30,121.05,2019-04-14,122.67,2018-12-23,Buy,15 Weeks,1.34%,Rise by 4.45%,32.23%,Normal Case,
2019-01-13,120.93,2019-04-14,122.67,2018-11-04,Buy,13 Weeks,1.44%,Rise by 4.56%,33.67%,Local Extrema Case,
2019-03-10,121.57,2019-07-21,131.69,2019-03-03,Buy,19 Weeks,8.32%,Rise by 9.25%,41.99%,Normal Case,
2019-03-31,126.44,2019-07-21,131.69,2019-03-24,Buy,16 Weeks,4.15%,Rise by 5.04%,46.14%,Normal Case,
2019-05-12,124.75,2019-07-21,131.69,2019-05-05,Buy,10 Weeks,5.56%,Rise by 6.46%,51.71%,Normal Case,
2019-05-19,125.99,2019-07-21,131.69,2019-05-12,Buy,9 Weeks,4.52%,Rise by 16.9%,56.23%,Normal Case,
2019-06-02,131.83,2019-09-15,136.54,2019-05-26,Buy,15 Weeks,3.57%,Rise by 11.72%,59.8%,Normal Case,
2019-06-09,131.74,2019-09-15,136.54,2019-06-02,Buy,14 Weeks,3.64%,Rise by 11.8%,63.45%,Normal Case,
2019-06-30,132.81,2019-09-15,136.54,2015-12-27,Buy,11 Weeks,2.81%,Rise by 10.9%,66.25%,Tangent Case,
2019-08-04,136.51,2019-12-22,136.65,2019-07-28,Buy,20 Weeks,0.1%,Rise by 25.15%,66.36%,Normal Case,
2019-08-11,140.05,2019-12-22,136.65,2019-08-04,Buy,19 Weeks,-2.43%,Rise by 21.99%,63.93%,Normal Case,
2019-09-29,142.73,2019-12-22,136.65,2019-09-22,Buy,12 Weeks,-4.26%,Rise by 19.69%,59.67%,Normal Case,
2019-12-08,138.35,2020-02-16,144.55,2019-11-17,Buy,10 Weeks,4.48%,Rise by 23.48%,64.15%,Normal Case,
2020-01-12,138.44,2020-03-29,167.7,2019-12-29,Buy,11 Weeks,21.14%,Rise by 23.4%,85.29%,Normal Case,
2020-02-02,145.9,2020-08-23,166.2,2020-01-26,Buy,29 Weeks,13.91%,Rise by 17.09%,99.2%,Normal Case,
2020-03-01,155.31,2020-08-23,166.2,2019-11-10,Buy,25 Weeks,7.01%,Rise by 10.0%,106.21%,Local Extrema Case,
2020-03-01,155.31,2020-08-23,166.2,2020-02-23,Buy,25 Weeks,7.01%,Rise by 10.0%,113.22%,Normal Case,
2020-03-15,153.94,2020-08-23,166.2,2020-01-05,Buy,23 Weeks,7.96%,Rise by 11.08%,121.19%,Local Extrema Case,
2020-03-15,153.94,2020-08-23,166.2,2020-03-01,Buy,23 Weeks,7.96%,Rise by 11.08%,129.15%,Normal Case,
2020-03-29,167.7,2020-08-23,166.2,2020-03-22,Buy,21 Weeks,-0.89%,Rise by 1.97%,128.26%,Normal Case,
2020-04-05,168.5,2020-08-23,166.2,2020-03-15,Buy,20 Weeks,-1.36%,Rise by 1.48%,126.89%,Normal Case,
2020-05-17,166.71,2020-08-23,166.2,2020-05-10,Buy,14 Weeks,-0.31%,Rise by 2.57%,126.59%,Normal Case,
2020-06-14,162.3,2020-08-23,166.2,2020-06-07,Buy,10 Weeks,2.4%,Rise by 5.36%,128.99%,Normal Case,
