Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
TRENDPULSE,TD,Long,Daily,2025-08-27,76.14,2025-09-17,78.4,2.968216443393755,15,82.35,34,11,
TRENDPULSE,TD,Long,Daily,2025-05-21,64.78,2025-05-28,68.11,5.140475455387462,5,82.35,34,11,
TRENDPULSE,TD,Long,Daily,2025-05-15,64.97,2025-05-28,68.11,4.832999846082808,9,82.35,34,11,
TRENDPULSE,TD,Long,Daily,2025-04-25,62.17,2025-05-01,63.14,1.5602380569406447,4,82.35,34,11,
TRENDPULSE,TD,Long,Daily,2025-03-26,61.15,2025-04-25,62.17,1.6680294358135783,22,82.35,34,11,
