Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2023-11-09 - 2023-11-16,5 days,2023-11-20,45.845,2024-02-02,40.81,54 days,-11.0%,Rise by -1.63%,16.6%
Sell,2023-11-21 - 2023-12-01,8 days,2023-12-07,41.635,2023-12-13,42.855,4 days,-2.9%,Fall by 3.21%,13.6%
Buy,2023-12-08 - 2023-12-12,2 days,2023-12-20,42.645,2024-01-03,45.1,10 days,5.8%,Rise by 32.03%,19.4%
Buy,2024-01-18 - 2024-01-22,2 days,2024-01-24,42.665,2024-02-28,44.955,25 days,5.4%,Rise by 31.97%,24.8%
Buy,2024-01-22 - 2024-02-05,10 days,2024-02-14,40.7,2024-02-28,44.955,10 days,10.5%,Rise by 38.34%,35.2%
Sell,2024-04-05 - 2024-04-10,3 days,2024-04-16,53.515,2024-04-19,52.655,3 days,1.6%,Fall by 4.61%,36.8%
Buy,2024-06-05 - 2024-06-11,4 days,2024-06-18,47.27,2024-07-03,49.82,11 days,5.4%,Rise by 6.11%,42.2%
Sell,2024-07-04 - 2024-07-12,6 days,2024-07-17,48.83,2024-07-26,47.63,7 days,2.5%,Fall by 6.14%,44.7%
Sell,2024-08-16 - 2024-08-26,6 days,2024-09-03,47.13,2024-09-09,45.4,4 days,3.7%,Fall by 1.1%,48.3%
Buy,2024-09-06 - 2024-09-13,5 days,2024-09-17,44.68,2024-10-01,46.92,10 days,5.0%,Rise by 15.73%,53.4%
Buy,2024-12-10 - 2024-12-16,4 days,2024-12-23,43.17,2025-01-03,45.61,9 days,5.7%,Rise by -10.24%,59.0%
Sell,2025-01-09 - 2025-01-13,2 days,2025-01-27,44.53,2025-01-29,44.26,2 days,0.6%,Fall by 12.98%,59.6%
Buy,2025-01-31 - 2025-02-06,4 days,2025-02-10,43.93,2025-03-03,38.75,15 days,-11.8%,Rise by -11.79%,47.8%
Sell,2025-03-20 - 2025-03-26,4 days,2025-04-04,39.24,2025-04-10,36.61,4 days,6.7%,Fall by 1.45%,54.5%
Buy,2025-04-07 - 2025-04-09,2 days,2025-04-22,40.52,2025-05-12,43.96,14 days,8.5%,Rise by 10.88%,63.0%
Sell,2025-06-13 - 2025-06-18,3 days,2025-06-23,44.12,2025-06-26,43.56,3 days,1.3%,Fall by 5.19%,64.3%
Buy,2025-08-13 - 2025-08-19,4 days,2025-08-21,41.94,2025-09-02,44.11,8 days,5.2%,Rise by 9.39%,69.5%
Sell,2025-09-26 - 2025-10-09,9 days,2025-10-15,43.36,2025-10-22,42.45,5 days,2.1%,Fall by -3.48%,71.6%
