Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-04-11,6859.08,2020-04-16,7116.8,Sell,2 days,Fall by -25.410000%,-3.76
2020-07-03,9087.3,2020-07-26,9905.17,Sell,15 days,Fall by -0.490000%,-9.0
2020-07-22,9525.36,2020-07-28,10912.82,Buy,3 days,Rise by 28.650000%,14.57
2020-10-05,10793.34,2020-10-12,11555.36,Buy,4 days,Rise by 81.830000%,7.06
2020-11-12,16276.34,2020-11-20,18621.31,Buy,5 days,Rise by 20.580000%,14.41
2020-11-18,17804.01,2020-12-03,19445.4,Buy,10 days,Rise by 10.230000%,9.22
2021-03-10,56008.55,2021-04-02,59384.31,Buy,16 days,Rise by 6.030000%,6.03
2021-03-25,51704.16,2021-03-27,55973.51,Sell,1 days,Fall by 5.220000%,-8.26
2021-04-11,60204.96,2021-04-17,60683.82,Buy,4 days,Rise by -10.460000%,0.8
2021-04-19,55724.27,2021-04-25,49004.25,Sell,4 days,Fall by 11.800000%,12.06
2021-09-08,46091.39,2021-09-15,48176.35,Sell,4 days,Fall by 11.710000%,-4.52
2021-10-19,64261.99,2022-04-01,46281.64,Buy,117 days,Rise by 5.140000%,-27.98
2021-12-10,47243.3,2021-12-23,50784.54,Sell,8 days,Fall by 12.030000%,-7.5
2021-12-14,46612.63,2021-12-23,50784.54,Sell,6 days,Fall by 10.840000%,-8.95
2022-02-01,38743.27,2022-02-08,44118.45,Buy,4 days,Rise by 15.050000%,13.87
2022-02-04,41500.88,2022-02-10,43565.11,Buy,3 days,Rise by 7.410000%,4.97
2022-02-07,43840.29,2022-03-29,47465.73,Buy,35 days,Rise by -12.340000%,8.27
2022-03-01,44354.64,2022-03-30,47062.66,Buy,20 days,Rise by -12.530000%,6.11
2022-03-23,42892.96,2022-03-28,47128.0,Buy,2 days,Rise by -11.130000%,9.87
2022-03-25,44348.73,2022-03-30,47062.66,Buy,2 days,Rise by -10.880000%,6.12
2022-05-06,36040.92,2022-05-11,28936.36,Sell,2 days,Fall by 17.140000%,19.71
2022-06-11,28360.81,2022-06-16,20381.65,Sell,2 days,Fall by 26.970000%,28.13
2022-08-18,23212.74,2022-08-23,21528.09,Sell,2 days,Fall by 15.490000%,7.26
2022-10-04,20336.84,2023-01-18,20688.78,Buy,75 days,Rise by 4.650000%,1.73
2022-10-13,19382.9,2022-10-29,20818.48,Buy,11 days,Rise by 9.800000%,7.41
2022-10-26,20770.44,2023-01-23,22934.43,Buy,62 days,Rise by 2.470000%,10.42
2022-11-09,15880.78,2022-11-10,17586.77,Sell,0 days,Fall by 0.590000%,-10.74
2023-01-09,17196.55,2023-01-14,20976.3,Buy,4 days,Rise by 38.250000%,21.98
2023-01-12,18869.59,2023-01-17,21161.52,Buy,2 days,Rise by 25.990000%,12.15
2023-04-10,29652.98,2023-04-15,30318.5,Buy,4 days,Rise by -0.400000%,2.24
2023-04-14,30485.7,2023-06-27,30688.16,Buy,51 days,Rise by -3.120000%,0.66
2023-05-13,26784.08,2023-06-12,25902.5,Sell,19 days,Fall by 1.680000%,3.29
2023-06-21,30027.3,2023-07-04,30777.58,Buy,8 days,Rise by 3.760000%,2.5
2023-08-18,26049.56,2023-09-19,27211.12,Sell,21 days,Fall by 3.400000%,-4.46
2023-09-28,27021.55,2023-10-05,27415.91,Buy,4 days,Rise by 40.190000%,1.46
2023-10-12,26756.8,2023-10-19,28719.81,Sell,4 days,Fall by -57.340000%,-7.34
2023-10-24,33901.53,2023-11-01,35437.25,Buy,5 days,Rise by 11.740000%,4.53
2023-12-05,44080.65,2024-02-11,48293.92,Buy,48 days,Rise by -0.190000%,9.56
2023-12-29,42099.4,2024-01-02,44957.97,Sell,1 days,Fall by 6.160000%,-6.79
2024-04-13,63821.47,2024-04-22,66837.68,Sell,4 days,Fall by 8.720000%,-4.73
2024-06-11,67332.03,2024-06-17,66490.3,Sell,3 days,Fall by 10.480000%,1.25
2024-07-15,64870.15,2024-07-23,65927.67,Buy,5 days,Rise by 5.220000%,1.63
2024-08-27,59504.13,2024-09-07,54139.69,Sell,8 days,Fall by 9.340000%,9.02
2024-09-19,62940.46,2024-10-18,68418.79,Buy,20 days,Rise by 9.630000%,8.7
2024-10-10,60274.5,2024-10-14,66046.12,Sell,1 days,Fall by -53.700000%,-9.58
2024-10-15,67041.11,2024-10-31,70215.19,Buy,11 days,Rise by 8.470000%,4.73
2024-10-16,67612.72,2024-11-01,69482.47,Buy,11 days,Rise by 7.550000%,2.77
2024-11-11,88701.48,2024-11-19,92343.79,Buy,5 days,Rise by 11.610000%,4.11
2025-01-02,96886.88,2025-01-19,101089.61,Buy,11 days,Rise by 9.560000%,4.34
2025-06-16,106796.76,2025-07-06,109232.07,Buy,14 days,Rise by 12.220000%,2.28
2025-07-03,109647.98,2025-07-13,119116.12,Buy,6 days,Rise by 9.300000%,8.64
2025-07-25,117635.88,2025-08-04,115071.88,Sell,5 days,Fall by 7.990000%,2.18
2025-07-29,117922.15,2025-08-04,115071.88,Sell,3 days,Fall by 8.210000%,2.42
2025-08-15,117398.35,2025-08-22,116874.09,Sell,4 days,Fall by 7.800000%,0.45
2025-09-06,110224.7,2025-10-01,118648.93,Sell,16 days,Fall by 1.070000%,-7.64
2025-09-23,112014.5,2025-10-01,118648.93,Sell,5 days,Fall by 4.950000%,-5.92
2025-10-02,120681.26,2025-10-07,121451.38,Buy,2 days,Rise by -10.350000%,0.64
2025-10-11,110807.88,2025-10-26,114472.45,Sell,9 days,Fall by 1.220000%,-3.31
2025-10-17,106467.79,2025-10-26,114472.45,Sell,5 days,Fall by -2.810000%,-7.52
2025-10-29,110055.3,2025-10-29,110055.3,Sell,0 days,Fall by 0.540000%,0.0
