Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2015-08-16,28.99,2017-06-18,35.57,479 days,22.690000%,22.690000%,Rise by 4.400000%,22.690000%
Buy,2018-12-09,42.12,2020-03-01,68.34,319 days,62.240000%,62.240000%,Rise by 25.680000%,84.930000%
Buy,2022-05-15,147.11,2024-08-11,216.24,584 days,46.990000%,46.990000%,Rise by 16.990000%,131.920000%
