Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-20,64.4,2016-04-03,59.87,2015-12-13,Buy,15 Weeks,-7.03%,Rise by -10.33%,-7.03%,Absolute Extrema Case,
2015-12-27,66.6,2016-04-03,59.87,2015-12-20,Buy,14 Weeks,-10.11%,Rise by -13.68%,-17.14%,Normal Case,
2016-05-01,63.2,2016-09-18,65.82,2016-04-24,Buy,20 Weeks,4.15%,Rise by 6.79%,-12.99%,Normal Case,
2016-05-15,61.2,2016-09-18,65.82,2016-05-08,Buy,18 Weeks,7.55%,Rise by 10.28%,-5.44%,Normal Case,
2016-05-29,65.43,2016-09-18,65.82,2016-05-15,Buy,16 Weeks,0.6%,Rise by 3.15%,-4.85%,Normal Case,
2016-07-31,63.97,2017-01-29,86.93,2016-07-24,Buy,26 Weeks,35.89%,Rise by 36.08%,31.04%,Normal Case,
2016-08-21,65.86,2017-01-29,86.93,2016-08-14,Buy,23 Weeks,31.99%,Rise by 32.17%,63.04%,Normal Case,
2016-08-28,66.22,2017-01-29,86.93,2016-08-21,Buy,22 Weeks,31.27%,Rise by 31.46%,94.31%,Normal Case,
2016-09-04,67.49,2017-01-29,86.93,2016-08-28,Buy,21 Weeks,28.8%,Rise by 28.98%,123.11%,Normal Case,
2016-09-11,66.65,2017-01-29,86.93,2016-09-04,Buy,20 Weeks,30.43%,Rise by 30.61%,153.54%,Normal Case,
2016-10-16,67.52,2017-01-29,86.93,2016-08-07,Buy,15 Weeks,28.75%,Rise by 28.92%,182.29%,Local Extrema Case,
2016-10-16,67.52,2017-01-29,86.93,2016-10-09,Buy,15 Weeks,28.75%,Rise by 28.92%,211.04%,Normal Case,
2016-11-06,67.76,2017-01-29,86.93,2016-10-23,Buy,12 Weeks,28.29%,Rise by 28.47%,239.33%,Normal Case,
2016-11-13,76.69,2017-01-29,86.93,2016-10-30,Buy,11 Weeks,13.35%,Rise by 21.01%,252.68%,Normal Case,
2017-01-01,86.29,2017-03-19,90.68,2016-12-25,Buy,11 Weeks,5.09%,Rise by 7.54%,257.77%,Normal Case,
2017-01-15,86.7,2017-03-19,90.68,2017-01-08,Buy,9 Weeks,4.59%,Rise by 7.04%,262.36%,Normal Case,
2017-05-14,86.92,2017-07-23,90.89,2017-05-07,Buy,10 Weeks,4.57%,Rise by 7.97%,266.92%,Normal Case,
2017-07-02,91.4,2017-11-12,97.51,2017-06-25,Buy,19 Weeks,6.68%,Rise by 11.35%,273.61%,Normal Case,
2017-10-01,95.51,2018-02-18,114.68,2017-09-24,Buy,20 Weeks,20.07%,Rise by 23.59%,293.68%,Normal Case,
2018-02-04,114.28,2018-08-26,114.68,2018-01-28,Buy,29 Weeks,0.35%,Rise by -0.37%,294.03%,Normal Case,
2018-03-04,113.32,2018-08-26,114.68,2018-02-18,Buy,25 Weeks,1.2%,Rise by 0.48%,295.23%,Normal Case,
2018-03-18,115.44,2018-08-26,114.68,2018-02-25,Buy,23 Weeks,-0.66%,Rise by -1.37%,294.57%,Normal Case,
2018-05-13,113.86,2018-08-26,114.68,2018-02-11,Buy,15 Weeks,0.72%,Rise by 2.84%,295.29%,Local Extrema Case,
2018-08-19,114.77,2019-03-17,106.55,2018-07-29,Buy,30 Weeks,-7.16%,Rise by -10.0%,288.13%,Normal Case,
2018-10-07,114.62,2019-03-17,106.55,2018-09-30,Buy,23 Weeks,-7.04%,Rise by -12.5%,281.09%,Normal Case,
2018-11-04,108.38,2019-03-17,106.55,2018-10-28,Buy,19 Weeks,-1.69%,Rise by -13.11%,279.4%,Normal Case,
2018-11-25,106.65,2019-03-17,106.55,2018-11-18,Buy,16 Weeks,-0.09%,Rise by 8.88%,279.31%,Normal Case,
2019-03-17,106.55,2019-05-19,110.77,2019-03-10,Buy,9 Weeks,3.96%,Rise by 8.98%,283.27%,Normal Case,
2019-04-14,111.21,2019-08-11,109.74,2019-04-07,Buy,17 Weeks,-1.32%,Rise by 4.5%,281.95%,Normal Case,
2019-04-28,114.47,2019-08-11,109.74,2019-04-21,Buy,15 Weeks,-4.13%,Rise by 1.53%,277.81%,Normal Case,
2019-05-05,116.12,2019-08-11,109.74,2019-04-28,Buy,14 Weeks,-5.49%,Rise by 0.09%,272.32%,Normal Case,
2019-05-12,112.51,2019-08-11,109.74,2016-01-10,Buy,13 Weeks,-2.46%,Rise by 3.3%,269.86%,Tangent Case,
2019-06-02,105.96,2019-08-11,109.74,2019-02-10,Buy,10 Weeks,3.57%,Rise by 9.68%,273.43%,Local Extrema Case,
2019-06-09,109.16,2019-08-11,109.74,2019-03-31,Buy,9 Weeks,0.53%,Rise by 6.47%,273.96%,Local Extrema Case,
2019-06-09,109.16,2019-08-11,109.74,2019-06-02,Buy,9 Weeks,0.53%,Rise by 6.47%,274.49%,Normal Case,
2019-08-04,112.93,2019-11-24,130.79,2016-01-17,Buy,16 Weeks,15.82%,Rise by 23.21%,290.3%,Tangent Case,
2019-09-29,117.72,2020-01-19,138.2,2019-09-15,Buy,16 Weeks,17.4%,Rise by 18.2%,307.7%,Normal Case,
2019-10-27,126.03,2020-01-19,138.2,2019-10-20,Buy,12 Weeks,9.66%,Rise by 10.4%,317.36%,Normal Case,
2019-12-08,135.04,2020-06-21,97.81,2019-11-17,Buy,28 Weeks,-27.57%,Rise by -14.02%,289.79%,Normal Case,
2019-12-15,136.81,2020-06-21,97.81,2019-12-01,Buy,27 Weeks,-28.51%,Rise by -15.13%,261.28%,Normal Case,
2020-01-05,138.34,2020-06-21,97.81,2019-12-29,Buy,24 Weeks,-29.3%,Rise by -16.07%,231.98%,Normal Case,
2020-02-09,137.17,2020-06-21,97.81,2020-01-26,Buy,19 Weeks,-28.69%,Rise by -33.56%,203.29%,Normal Case,
2020-03-29,91.13,2020-06-21,97.81,2020-03-22,Buy,12 Weeks,7.33%,Rise by 22.06%,210.62%,Normal Case,
2020-04-26,90.71,2020-08-30,102.77,2020-04-19,Buy,18 Weeks,13.3%,Rise by 14.12%,223.91%,Normal Case,
2020-09-06,103.52,2020-12-13,119.56,2020-08-30,Buy,14 Weeks,15.49%,Rise by 60.78%,239.41%,Normal Case,
2020-09-13,101.07,2020-12-13,119.56,2020-09-06,Buy,13 Weeks,18.29%,Rise by 64.68%,257.7%,Normal Case,
2020-10-25,103.81,2021-01-31,128.67,2020-10-18,Buy,14 Weeks,23.95%,Rise by 60.33%,281.65%,Normal Case,
2020-12-27,124.52,2021-04-04,153.71,2020-12-20,Buy,14 Weeks,23.44%,Rise by 33.67%,305.09%,Normal Case,
2021-01-31,128.67,2021-04-04,153.71,2016-01-31,Buy,9 Weeks,19.46%,Rise by 29.35%,324.55%,Tangent Case,
2021-01-31,128.67,2021-04-04,153.71,2021-01-10,Buy,9 Weeks,19.46%,Rise by 29.35%,344.01%,Normal Case,
2021-02-28,147.17,2021-06-20,147.92,2021-02-21,Buy,16 Weeks,0.51%,Rise by 13.09%,344.52%,Normal Case,
2021-03-07,150.91,2021-06-20,147.92,2021-02-28,Buy,15 Weeks,-1.98%,Rise by 10.29%,342.54%,Normal Case,
2021-03-28,155.09,2021-06-20,147.92,2016-02-07,Buy,12 Weeks,-4.62%,Rise by 7.32%,337.92%,Tangent Case,
2021-05-16,164.01,2021-09-12,157.36,2021-05-09,Buy,17 Weeks,-4.05%,Rise by -0.59%,333.86%,Normal Case,
2021-05-23,162.66,2021-09-12,157.36,2021-05-16,Buy,16 Weeks,-3.26%,Rise by 0.24%,330.61%,Normal Case,
2021-08-22,154.72,2021-11-14,166.86,2021-08-08,Buy,12 Weeks,7.85%,Rise by 11.03%,338.45%,Normal Case,
2021-09-12,157.36,2021-11-14,166.86,2021-08-29,Buy,9 Weeks,6.04%,Rise by 6.23%,344.49%,Normal Case,
2021-10-03,167.13,2022-01-30,146.61,2021-09-19,Buy,17 Weeks,-12.28%,Rise by 0.02%,332.21%,Normal Case,
2022-01-16,157.89,2022-09-04,113.71,2022-01-02,Buy,33 Weeks,-27.98%,Rise by -14.88%,304.23%,Normal Case,
2022-02-20,152.14,2022-09-04,113.71,2022-02-06,Buy,28 Weeks,-25.26%,Rise by -12.26%,278.97%,Normal Case,
2022-04-24,126.81,2022-09-04,113.71,2022-04-17,Buy,19 Weeks,-10.33%,Rise by -10.87%,268.64%,Normal Case,
2022-05-29,131.27,2022-09-04,113.71,2022-05-08,Buy,14 Weeks,-13.38%,Rise by -13.96%,255.26%,Normal Case,
