Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2018-03-31,120.6200,2019-01-31,122.0300,218 days,1.17%,1.1690%,Rise by 5.91%,1.1690%
Buy,2022-06-30,119.34,2022-06-30,119.34,0 days,0.00%,0.00%,Rise by 0%,1.17%
