Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-06-17,7.38,2020-09-01,7.48,Buy,53 days,Rise by -2.980000%,1.36
2020-07-27,7.0,2020-08-19,7.07,Sell,16 days,Fall by 3.570000%,-1.0
2020-10-06,8.13,2020-10-14,8.28,Buy,5 days,Rise by 13.280000%,1.85
2021-02-22,10.63,2021-03-15,11.05,Sell,14 days,Fall by -3.760000%,-3.95
2021-04-27,11.1,2021-05-26,11.84,Sell,20 days,Fall by -11.980000%,-6.67
2021-05-27,11.99,2021-06-17,12.55,Buy,14 days,Rise by 4.670000%,4.67
2021-06-01,12.05,2021-06-17,12.55,Buy,11 days,Rise by 4.150000%,4.15
2021-09-29,12.67,2021-11-23,12.25,Sell,38 days,Fall by 0.000000%,3.31
2021-11-01,12.98,2022-09-19,10.57,Buy,229 days,Rise by 0.080000%,-18.57
2021-11-18,12.33,2021-12-01,12.68,Sell,8 days,Fall by -1.870000%,-2.84
2021-12-30,12.99,2022-09-19,10.57,Buy,186 days,Rise by -3.000000%,-18.63
2022-01-06,12.99,2022-09-19,10.57,Buy,181 days,Rise by -3.000000%,-18.63
2022-01-20,12.7,2022-01-27,12.1,Sell,4 days,Fall by 5.510000%,4.72
2022-01-25,12.05,2022-03-03,12.47,Sell,26 days,Fall by 0.410000%,-3.49
2022-03-14,11.43,2022-03-17,12.03,Sell,2 days,Fall by 7.260000%,-5.25
2022-04-21,12.29,2022-09-19,10.57,Buy,106 days,Rise by -10.500000%,-14.0
2022-08-31,10.22,2022-09-12,10.75,Sell,7 days,Fall by 7.050000%,-5.19
2022-10-21,9.59,2022-10-26,9.98,Sell,2 days,Fall by -1.670000%,-4.07
2022-11-03,9.82,2022-11-16,10.29,Sell,8 days,Fall by 0.710000%,-4.79
2023-01-18,10.0,2024-01-15,8.44,Buy,257 days,Rise by -2.500000%,-15.6
2023-01-31,9.52,2023-03-23,9.3,Sell,36 days,Fall by 1.260000%,2.31
2023-02-01,9.5,2023-03-27,9.33,Sell,37 days,Fall by 3.370000%,1.79
2023-02-15,9.4,2023-04-20,9.39,Sell,45 days,Fall by 2.340000%,0.11
2023-05-03,9.45,2024-01-15,8.44,Buy,182 days,Rise by -0.320000%,-10.69
2023-06-01,9.0,2023-06-12,8.41,Sell,6 days,Fall by 8.890000%,6.56
2023-08-01,8.7,2024-01-15,8.44,Buy,118 days,Rise by 0.110000%,-2.99
2023-09-14,8.62,2024-01-15,8.44,Buy,86 days,Rise by -1.970000%,-2.09
2023-11-13,7.55,2023-11-15,8.02,Sell,1 days,Fall by -6.230000%,-6.23
2023-11-20,7.81,2023-11-30,8.2,Sell,7 days,Fall by -2.690000%,-4.99
2023-11-22,7.99,2023-12-04,8.34,Buy,7 days,Rise by 5.510000%,4.38
2023-12-01,8.21,2023-12-08,8.32,Buy,4 days,Rise by 4.990000%,1.34
2023-12-07,8.43,2024-03-28,8.85,Buy,79 days,Rise by 2.250000%,4.98
2023-12-18,8.43,2024-03-28,8.85,Buy,72 days,Rise by 2.250000%,4.98
2024-01-22,8.25,2024-01-29,8.68,Sell,4 days,Fall by 2.420000%,-5.21
2024-01-24,8.42,2024-03-28,8.85,Buy,45 days,Rise by 4.040000%,5.11
2024-01-31,8.46,2024-02-13,8.13,Sell,8 days,Fall by 4.850000%,3.9
2024-04-24,8.3,2024-05-16,8.24,Sell,15 days,Fall by 4.820000%,0.72
2024-05-29,7.92,2024-06-25,7.8,Sell,18 days,Fall by 4.920000%,1.52
2024-06-07,7.9,2024-06-25,7.8,Sell,11 days,Fall by 4.680000%,1.27
2024-06-13,8.2,2024-07-22,8.76,Buy,26 days,Rise by 10.980000%,6.83
2024-07-03,7.66,2024-07-12,8.4,Sell,6 days,Fall by -13.710000%,-9.66
2024-07-15,8.45,2024-07-24,9.01,Buy,6 days,Rise by 7.690000%,6.63
2024-12-10,10.27,2024-12-17,10.8,Sell,4 days,Fall by -1.270000%,-5.16
2025-01-14,10.4,2025-02-05,10.95,Sell,15 days,Fall by 3.750000%,-5.29
2025-02-12,10.75,2025-02-17,11.53,Sell,2 days,Fall by 6.880000%,-7.26
2025-02-14,10.98,2025-02-21,11.19,Buy,4 days,Rise by 1.910000%,1.91
2025-02-17,11.53,2025-06-18,10.98,Buy,86 days,Rise by -2.950000%,-4.77
2025-03-06,10.9,2025-03-28,10.48,Sell,15 days,Fall by 8.170000%,3.85
2025-03-26,10.7,2025-04-10,10.58,Sell,10 days,Fall by 7.940000%,1.12
2025-04-23,9.97,2025-05-13,10.6,Sell,13 days,Fall by -7.820000%,-6.32
2025-05-14,10.79,2025-06-12,11.15,Buy,20 days,Rise by 4.360000%,3.34
2025-08-19,11.8,2025-08-26,12.02,Buy,4 days,Rise by 18.220000%,1.86
2025-08-21,12.5,2025-09-23,13.06,Buy,22 days,Rise by 11.600000%,4.48
2025-10-01,13.75,2025-10-01,13.75,Buy,0 days,Rise by 7.050000%,0.0
