Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-03-16 - 2020-03-18,2 days,2020-03-20,148.49,2020-03-24,161.95,2 days,9.1%,Rise by 26.49%,9.1%
Sell,2020-04-14 - 2020-04-17,3 days,2020-04-24,184.02,2020-05-01,182.66,5 days,0.7%,Fall by 6.09%,9.8%
Sell,2020-05-22 - 2020-05-26,2 days,2020-06-01,187.41,2020-06-03,193.29,2 days,-3.1%,Fall by 4.09%,6.7%
Sell,2020-07-24 - 2020-07-27,1 days,2020-07-30,195.41,2020-08-03,194.4,2 days,0.5%,Fall by -8.78%,7.2%
Sell,2020-08-18 - 2020-08-19,1 days,2020-09-01,212.69,2020-09-14,220.56,9 days,-3.7%,Fall by 0.06%,3.5%
Sell,2020-10-15 - 2020-10-16,1 days,2020-10-21,228.19,2020-10-27,222.97,4 days,2.3%,Fall by 8.95%,5.8%
Buy,2020-10-30 - 2020-11-09,6 days,2020-12-01,216.14,2021-04-06,231.91,90 days,7.3%,Rise by -0.49%,13.1%
Buy,2021-03-01 - 2021-03-04,3 days,2021-03-08,209.11,2021-03-15,220.46,5 days,5.4%,Rise by 13.39%,18.5%
Sell,2021-03-17 - 2021-03-18,1 days,2021-03-26,225.21,2021-04-06,231.91,7 days,-3.0%,Fall by -1.21%,15.5%
Sell,2021-04-07 - 2021-04-16,7 days,2021-05-05,235.04,2021-05-06,234.86,1 days,0.1%,Fall by 2.31%,15.6%
Sell,2021-07-13 - 2021-07-14,1 days,2021-08-03,236.95,2021-08-05,236.42,2 days,0.2%,Fall by 0.32%,15.8%
Sell,2021-09-16 - 2021-09-17,1 days,2021-09-29,244.28,2021-10-04,243.08,3 days,0.5%,Fall by 3.22%,16.3%
Sell,2021-09-27 - 2021-10-07,8 days,2021-10-12,244.52,2021-10-19,242.77,5 days,0.7%,Fall by 0.14%,17.0%
Sell,2021-11-05 - 2021-11-24,13 days,2021-11-30,244.6,2021-12-01,244.18,1 days,0.2%,Fall by -1.69%,17.2%
Sell,2021-12-27 - 2021-12-29,2 days,2022-01-10,264.41,2022-01-13,261.41,3 days,1.1%,Fall by 5.93%,18.3%
Buy,2022-01-21 - 2022-01-27,4 days,2022-01-31,259.45,2022-03-07,224.33,25 days,-13.5%,Rise by -13.54%,4.8%
Sell,2022-03-29 - 2022-04-21,17 days,2022-04-26,248.58,2022-05-03,245.87,5 days,1.1%,Fall by 7.88%,5.9%
Sell,2022-06-27 - 2022-06-28,1 days,2022-07-06,251.46,2022-07-27,258.89,15 days,-3.0%,Fall by 0.43%,2.9%
Sell,2022-07-06 - 2022-07-07,1 days,2022-07-14,252.6,2022-07-28,263.46,10 days,-4.3%,Fall by 0.13%,-1.4%
Buy,2022-09-23 - 2022-09-27,2 days,2022-10-03,235.34,2022-10-18,249.19,11 days,5.9%,Rise by 18.3%,4.5%
Sell,2022-11-08 - 2022-11-10,2 days,2022-11-15,267.84,2022-11-22,274.76,5 days,-2.6%,Fall by 2.12%,1.9%
Sell,2022-12-12 - 2022-12-13,1 days,2022-12-16,266.12,2023-01-04,264.39,13 days,0.7%,Fall by 1.49%,2.6%
Buy,2022-12-20 - 2022-12-30,8 days,2023-01-04,264.39,2023-04-13,289.07,71 days,9.3%,Rise by 3.91%,11.9%
Sell,2023-01-11 - 2023-01-17,4 days,2023-01-20,268.58,2023-02-01,266.27,8 days,0.9%,Fall by 2.95%,12.8%
Sell,2023-02-22 - 2023-03-07,9 days,2023-03-15,266.34,2023-03-27,273.84,8 days,-2.8%,Fall by -5.84%,10.0%
Sell,2023-04-20 - 2023-04-25,3 days,2023-05-03,295.22,2023-05-25,285.52,16 days,3.3%,Fall by 4.51%,13.2%
Sell,2023-05-01 - 2023-05-09,6 days,2023-05-12,296.14,2023-05-15,295.9,1 days,0.1%,Fall by 4.81%,13.3%
