Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-23,7.36,2024-05-23,10.99,2020-11-04-2021-01-27,5.27-7.9,Buy,847 days,49.32%,Rise by 0.45%,49.32%,
2021-03-08,7.2,2021-03-19,6.95,2020-11-04-2021-01-27,5.27-7.9,Sell,9 days,3.47%,Fall by 0.79%,52.79%,
2021-03-22,6.96,2021-03-22,6.96,2021-01-08-2021-03-01,7.54-7.45,Sell,0 days,-0.0%,Fall by 0%,52.79%,
2021-04-12,6.98,2021-04-15,7.0,2021-01-27-2021-03-22,7.14-7.755,Sell,3 days,-0.29%,Fall by -7.43%,52.51%,
2021-04-22,7.1,2021-04-30,7.135,2021-01-08-2021-03-22,7.14-7.45,Sell,6 days,-0.49%,Fall by -5.4%,52.01%,
2021-06-15,7.71,2022-09-13,9.3,2021-03-22-2021-06-04,6.74-7.84,Buy,325 days,20.62%,Rise by -10.43%,72.64%,
2021-07-12,7.65,2021-07-14,7.62,2021-06-04-2021-06-21,7.56-7.66,Sell,2 days,0.39%,Fall by 4.2%,73.03%,
2021-08-13,7.51,2021-08-17,7.16,2021-07-06-2021-07-27,7.36-7.77,Sell,2 days,4.66%,Fall by -12.22%,77.69%,
2021-09-24,8.05,2021-11-09,8.145,2021-07-06-2021-08-18,7.29-7.77,Sell,32 days,-1.18%,Fall by 3.38%,76.51%,
2021-10-14,8.36,2021-10-29,8.28,2021-08-18-2021-10-05,7.12-8.465,Buy,11 days,-0.96%,Rise by -1.09%,75.55%,
2021-10-21,8.35,2022-05-04,8.3,2021-03-22-2021-10-05,6.74-8.465,Buy,139 days,-0.6%,Rise by -1.2%,74.95%,
2021-12-01,8.09,2024-02-01,10.53,2020-11-04-2021-10-05,5.27-8.465,Buy,566 days,30.16%,Rise by 5.51%,105.11%,
2021-12-10,8.1,2021-12-21,8.0,2021-10-05-2021-11-05,8.09-8.25,Sell,7 days,1.23%,Fall by 5.31%,106.35%,
2022-01-24,7.67,2022-01-26,7.765,2021-11-29-2022-01-05,7.8-8.34,Sell,2 days,-1.24%,Fall by -0.45%,105.11%,
2022-02-24,7.63,2022-02-28,7.95,2022-01-05-2022-01-24,7.83-8.04,Sell,2 days,-4.19%,Fall by 1.89%,100.92%,
2022-04-08,8.38,2022-05-05,8.34,2021-11-29-2022-01-05,7.8-8.34,Buy,19 days,-0.48%,Rise by -1.68%,100.44%,
2022-05-12,8.02,2024-02-02,10.5,2022-01-24-2022-04-29,7.5-8.4,Buy,451 days,30.92%,Rise by 5.81%,131.36%,
2022-06-14,7.615,2022-06-16,7.595,2021-11-29-2022-04-29,7.8-8.4,Sell,2 days,0.26%,Fall by 0.59%,131.62%,
2022-07-05,7.74,2022-08-01,8.94,2022-04-29-2022-05-16,7.89-8.26,Sell,19 days,-15.5%,Fall by -0.67%,116.12%,
2022-07-25,8.01,2022-07-25,8.01,2022-01-05-2022-06-17,7.84-8.04,Sell,0 days,-0.0%,Fall by 0%,116.12%,
2022-09-20,9.11,2023-11-21,9.85,2022-06-17-2022-09-06,7.33-9.65,Buy,305 days,8.12%,Rise by 2.34%,124.24%,
2022-10-04,8.685,2024-02-01,10.53,2020-11-04-2022-09-06,5.27-9.65,Buy,347 days,21.24%,Rise by 5.51%,145.49%,
