Symbol,Target for which Price has achieved over 90 percent of gain %,Current Trading Date/Price[$],Entry Signal Date/Price[$],Number of Trades/Historic Win Rate [%],Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Interval,Function,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType
INDY,52.76 (Exit Rule),2025-10-16 (Price: 52.76),2025-08-01 (Price: 51.77),10/70.0%,0.34%/3.05%,"1.91%, 54 days",3.48%/1.45%/2.26%,52.94 (Avg % Gain of Historic Winning trades)/54.37 (Horizontal)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2),Daily,DELTADRIFT,75.78%/161/10 days (Across ALL Assets),80.16%/499/11 days (Across ALL Assets),target
