Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2007-03-31,79.45,2009-09-30,60.24,Buy,651 days,Rise by -14.050000%,-24.18
2013-06-30,97.0,2014-06-30,118.81,Buy,259 days,Rise by 16.100000%,22.48
2021-03-31,220.94,2021-03-31,220.94,Buy,0 days,Rise by -23.350000%,0.0
2021-06-30,229.37,2021-06-30,229.37,Buy,0 days,Rise by -10.510000%,0.0
