Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2015-12-31,23.61,2016-03-31,22.33,2009-03-31-2015-03-31,2.78-31.6,Sell,65 days,5.42%,Fall by -81.59%,5.42%
2017-03-31,31.05,2017-06-30,27.97,2016-03-31-2017-03-31,18.94-35.83,Sell,65 days,9.92%,Fall by -45.01%,15.34%
2017-06-30,27.97,2017-09-30,32.16,2009-03-31-2017-03-31,2.78-35.83,Sell,65 days,-14.98%,Fall by -36.1%,0.36%
2018-12-31,35.3,2019-03-31,39.47,2009-03-31-2018-09-30,2.78-49.0,Sell,64 days,-11.81%,Fall by 21.33%,-11.45%
2019-06-30,39.63,2019-12-31,43.77,2016-03-31-2018-09-30,18.94-49.0,Sell,131 days,-10.45%,Fall by -204.2%,-21.9%
2019-12-31,43.77,2020-03-31,31.05,2015-03-31-2016-03-31,23.97-28.42,Sell,65 days,29.06%,Fall by -232.79%,7.16%
2020-09-30,55.68,2023-06-30,150.93,2009-03-31-2017-03-31,2.78-35.83,Buy,717 days,171.07%,Rise by 43.11%,178.23%
2022-03-31,133.15,2022-06-30,103.33,2020-03-31-2021-12-31,23.21-148.63,Sell,65 days,22.4%,Fall by -79.28%,200.62%
2025-03-31,111.42,2025-11-03,126.04,2020-03-31-2024-06-30,23.21-220.93,Sell,155 days,-13.12%,Fall by 0.0%,187.5%
2025-11-03,126.04,2025-11-03,126.04,2020-03-31-2021-12-31,23.21-148.63,Buy,0 days,0.0%,Rise by 0%,187.5%
