Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-05-02,17.22,2023-02-01,17.91,Buy,197 Days,-7.93,Rise by 4.46%,4.01%,4.01%
2022-09-01,15.776,2022-12-06,15.894,Buy,68 Days,-7.27,Rise by -11.37%,0.75%,4.75%
2022-10-03,13.232,2023-02-01,17.91,Buy,87 Days,-8.64,Rise by -0.11%,35.35%,40.11%
2023-08-01,18.698,2023-09-20,16.97,Buy,36 Days,-3.2,Rise by -10.31%,-9.24%,30.87%
2024-03-05,17.132,2024-06-11,17.0,Buy,70 Days,-3.62,Rise by 2.54%,-0.77%,30.1%
2024-04-01,17.234,2024-06-11,17.0,Buy,51 Days,-4.82,Rise by -4.02%,-1.36%,28.74%
2025-04-04,21.82,2025-06-03,26.77,Buy,42 Days,-3.63,Rise by 19.16%,22.69%,51.42%
2025-08-01,24.37,2025-10-14,28.83,Buy,52 Days,-4.48,Rise by 17.93%,18.3%,69.73%
