Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2020-09-30,36.48,2022-05-31,23.2,434 days,2020-05-31/36.32,-36.40%,-36.40%,Rise by 50.14%,-36.40%
Buy,2023-05-31,37.93,2023-12-31,61.57,152 days,2023-02-28/33.26,62.33%,62.33%,Rise by 109.6%,25.92%
Buy,2024-01-31,65.27,2024-01-31,65.27,0 days,2023-12-31/61.57,0.00%,0.00%,Rise by 0%,25.92%
