Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2020-03-29,36.5267,2020-04-12,40.9750,9 days,12.18%,12.1782%,Rise by 23.5%,12.1782%
Buy,2022-05-29,54.7700,2023-07-23,57.5900,299 days,5.15%,5.1488%,Rise by 1.08%,17.3270%
Buy,2023-10-01,48.5000,2023-12-17,52.8200,54 days,8.91%,8.9072%,Rise by 20.87%,26.2342%
Buy,2025-04-20,56.9300,2025-04-27,59.4900,4 days,4.50%,4.4968%,Rise by 10.43%,30.7310%
