Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-03-11 - 2020-03-16,3 days,2020-03-20,18.19,2020-03-24,19.42,2 days,6.8%,Rise by 27.87%,6.8%
Sell,2020-04-13 - 2020-04-14,1 days,2020-05-01,22.34,2020-05-08,22.91,5 days,-2.6%,Fall by -2.33%,4.2%
Sell,2020-07-20 - 2020-07-21,1 days,2020-07-31,24.52,2020-08-05,24.99,3 days,-1.9%,Fall by 2.12%,2.3%
Sell,2020-08-06 - 2020-08-12,4 days,2020-08-20,25.21,2020-08-28,25.2,6 days,0.0%,Fall by 4.8%,2.3%
Sell,2020-10-09 - 2020-11-09,21 days,2020-11-13,25.2,2020-11-20,25.76,5 days,-2.2%,Fall by -3.45%,0.1%
Sell,2020-12-08 - 2020-12-09,1 days,2020-12-21,26.28,2021-01-07,27.05,13 days,-2.9%,Fall by 0.99%,-2.8%
Sell,2021-02-09 - 2021-02-10,1 days,2021-02-18,27.54,2021-03-01,27.41,7 days,0.5%,Fall by -4.07%,-2.3%
Sell,2021-03-15 - 2021-03-17,2 days,2021-03-22,28.29,2021-03-24,28.12,2 days,0.6%,Fall by -1.31%,-1.7%
Sell,2021-04-09 - 2021-04-16,5 days,2021-04-23,28.77,2021-05-07,29.4,10 days,-2.2%,Fall by -4.38%,-3.9%
Sell,2021-05-07 - 2021-05-10,1 days,2021-05-13,29.07,2021-05-20,29.68,5 days,-2.1%,Fall by -3.3%,-6.0%
Sell,2021-06-15 - 2021-06-16,1 days,2021-06-23,30.49,2021-07-20,30.32,19 days,0.6%,Fall by 1.51%,-5.5%
Sell,2021-08-09 - 2021-08-11,2 days,2021-08-17,31.04,2021-08-18,30.95,1 days,0.3%,Fall by 2.13%,-5.2%
Sell,2021-10-20 - 2021-10-26,4 days,2021-11-18,33.06,2021-11-19,32.93,1 days,0.4%,Fall by 4.75%,-4.8%
Sell,2021-12-29 - 2021-12-30,1 days,2022-01-06,32.36,2022-01-17,33.15,7 days,-2.4%,Fall by 2.26%,-7.2%
Sell,2022-02-09 - 2022-02-10,1 days,2022-02-15,33.03,2022-02-25,32.24,8 days,2.4%,Fall by 7.87%,-4.8%
Sell,2022-03-21 - 2022-03-22,1 days,2022-04-07,33.47,2022-04-13,33.38,4 days,0.3%,Fall by 9.08%,-4.6%
Buy,2022-04-26 - 2022-05-02,4 days,2022-05-04,32.48,2022-06-16,29.07,31 days,-10.5%,Rise by -1.29%,-15.1%
Buy,2022-05-11 - 2022-05-12,1 days,2022-06-02,32.06,2022-06-23,28.78,15 days,-10.2%,Rise by -10.23%,-25.3%
Sell,2022-05-31 - 2022-06-02,2 days,2022-06-08,31.63,2022-06-20,29.42,8 days,7.0%,Fall by 10.94%,-18.3%
Buy,2022-06-17 - 2022-06-23,4 days,2022-06-27,29.56,2022-08-16,31.1,36 days,5.2%,Rise by 5.28%,-13.1%
Sell,2022-08-16 - 2022-08-18,2 days,2022-08-25,30.69,2022-09-02,29.39,6 days,4.2%,Fall by 9.25%,-8.9%
Sell,2022-10-31 - 2022-11-01,1 days,2022-11-17,30.67,2022-11-30,31.26,9 days,-1.9%,Fall by 4.34%,-10.8%
Sell,2022-11-24 - 2022-11-25,1 days,2022-12-05,30.96,2022-12-09,30.52,4 days,1.4%,Fall by 1.03%,-9.4%
Sell,2023-01-26 - 2023-01-27,1 days,2023-02-16,31.54,2023-02-27,30.77,7 days,2.4%,Fall by 6.69%,-6.9%
Buy,2023-02-24 - 2023-03-16,14 days,2023-03-20,29.64,2024-04-05,33.8,274 days,14.0%,Rise by 6.75%,7.1%
Sell,2023-04-17 - 2023-04-18,1 days,2023-04-26,31.18,2023-05-03,31.16,5 days,0.1%,Fall by 4.81%,7.2%
Buy,2023-05-25 - 2023-05-31,4 days,2023-06-02,30.36,2023-12-27,32.06,148 days,5.6%,Rise by 3.39%,12.8%
Sell,2023-07-21 - 2023-07-24,1 days,2023-08-02,30.75,2023-08-04,30.73,2 days,0.1%,Fall by 2.7%,12.8%
Buy,2023-09-26 - 2023-10-04,6 days,2023-10-10,29.67,2023-12-13,31.47,46 days,6.1%,Rise by 8.7%,18.9%
Buy,2023-10-04 - 2023-10-27,17 days,2023-11-13,30.19,2024-08-23,35.42,204 days,17.3%,Rise by 6.82%,36.2%
Sell,2023-11-20 - 2023-12-06,12 days,2023-12-18,31.46,2023-12-27,32.06,7 days,-1.9%,Fall by -0.64%,34.3%
Sell,2024-01-08 - 2024-01-12,4 days,2024-01-17,31.66,2024-01-25,32.26,6 days,-1.9%,Fall by 0.44%,32.4%
Sell,2024-02-20 - 2024-02-22,2 days,2024-02-28,32.34,2024-03-07,33.17,6 days,-2.6%,Fall by -1.52%,29.9%
Sell,2024-03-05 - 2024-03-08,3 days,2024-03-15,33.29,2024-03-18,33.26,1 days,0.1%,Fall by 1.38%,29.9%
Sell,2024-03-13 - 2024-03-21,6 days,2024-03-26,33.35,2024-04-17,32.86,16 days,1.5%,Fall by 1.56%,31.4%
Sell,2024-05-08 - 2024-05-10,2 days,2024-05-29,32.96,2024-05-31,33.63,2 days,-2.0%,Fall by 1.52%,29.4%
Buy,2024-06-13 - 2024-06-14,1 days,2024-06-18,32.61,2024-07-12,34.25,18 days,5.0%,Rise by 6.5%,34.4%
Sell,2024-07-12 - 2024-07-16,2 days,2024-07-19,34.35,2024-07-31,35.03,8 days,-2.0%,Fall by 3.03%,32.4%
Sell,2024-08-19 - 2024-08-26,5 days,2024-09-04,34.99,2024-09-05,34.92,1 days,0.2%,Fall by -4.8%,32.6%
Sell,2024-10-18 - 2024-10-21,1 days,2024-10-25,37.09,2024-11-01,36.77,5 days,0.9%,Fall by 0.24%,33.5%
Sell,2024-11-29 - 2024-12-04,3 days,2024-12-10,38.59,2024-12-23,37.5,9 days,2.8%,Fall by 3.5%,36.3%
Buy,2024-12-19 - 2024-12-20,1 days,2025-01-15,37.6,2025-05-15,39.5,86 days,5.1%,Rise by 2.29%,41.4%
Sell,2025-01-27 - 2025-01-30,3 days,2025-02-12,38.95,2025-02-20,38.89,6 days,0.2%,Fall by 5.91%,41.5%
Sell,2025-05-16 - 2025-05-20,2 days,2025-05-23,39.06,2025-06-02,39.88,6 days,-2.1%,Fall by -4.17%,39.4%
Sell,2025-07-03 - 2025-07-07,2 days,2025-07-22,41.21,2025-08-06,42.15,11 days,-2.3%,Fall by -9.54%,37.1%
Sell,2025-07-29 - 2025-07-30,1 days,2025-08-15,41.97,2025-08-19,41.93,2 days,0.1%,Fall by -7.55%,37.2%
Sell,2025-10-03 - 2025-10-06,1 days,2025-10-09,45.08,2025-10-23,45.03,10 days,0.1%,Fall by -0.13%,37.3%
