Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-17,53.63,2020-03-23,47.54,4 days,-11.4%,Rise by 14.53%,-11.4%
Sell,2020-04-14 - 2020-04-20,4 days,2020-04-30,60.56,2020-05-04,59.48,2 days,1.8%,Fall by 0.89%,-9.6%
Sell,2020-06-02 - 2020-06-03,1 days,2020-06-10,63.24,2020-06-16,62.26,4 days,1.5%,Fall by 2.93%,-8.0%
Sell,2020-07-17 - 2020-07-20,1 days,2020-07-23,63.49,2020-07-28,63.4,3 days,0.1%,Fall by 4.25%,-7.9%
Sell,2020-08-05 - 2020-08-06,1 days,2020-08-14,64.22,2020-08-24,64.02,6 days,0.3%,Fall by 5.34%,-7.6%
Buy,2020-09-08 - 2020-09-10,2 days,2020-09-14,62.63,2020-12-04,66.45,59 days,6.1%,Rise by 2.25%,-1.5%
Sell,2020-12-08 - 2020-12-09,1 days,2020-12-14,65.29,2021-01-06,67.47,17 days,-3.3%,Fall by -4.37%,-4.8%
Sell,2021-03-17 - 2021-03-18,1 days,2021-03-24,67.96,2021-04-08,67.83,11 days,0.2%,Fall by -5.27%,-4.6%
Sell,2021-04-21 - 2021-05-03,8 days,2021-05-06,69.85,2021-05-13,71.76,5 days,-2.7%,Fall by -2.42%,-7.4%
Sell,2021-05-17 - 2021-05-21,4 days,2021-05-26,72.47,2021-05-28,72.15,2 days,0.4%,Fall by 0.39%,-6.9%
Sell,2021-05-21 - 2021-06-10,14 days,2021-06-17,73.65,2021-06-21,73.07,2 days,0.8%,Fall by 1.98%,-6.1%
Buy,2021-06-30 - 2021-07-08,6 days,2021-07-12,73.84,2022-03-17,78.63,178 days,6.5%,Rise by 4.58%,0.4%
Sell,2021-08-17 - 2021-08-18,1 days,2021-08-25,76.32,2021-08-26,75.9,1 days,0.6%,Fall by 5.69%,0.9%
Buy,2021-09-13 - 2021-09-20,5 days,2021-09-29,73.33,2021-12-27,77.51,63 days,5.7%,Rise by 4.79%,6.6%
Sell,2021-10-25 - 2021-11-01,5 days,2021-11-12,76.02,2021-11-23,74.49,7 days,2.0%,Fall by 6.13%,8.6%
Sell,2021-12-27 - 2021-12-28,1 days,2022-01-03,76.86,2022-01-07,76.46,4 days,0.5%,Fall by 4.07%,9.1%
Sell,2022-02-09 - 2022-02-10,1 days,2022-02-18,75.83,2022-02-23,74.85,3 days,1.3%,Fall by 1.61%,10.4%
Sell,2022-03-18 - 2022-03-21,1 days,2022-04-01,80.02,2022-04-07,83.44,4 days,-4.3%,Fall by 6.76%,6.2%
Buy,2022-04-26 - 2022-05-03,5 days,2022-05-13,76.29,2022-05-27,80.17,10 days,5.1%,Rise by 2.22%,11.3%
Sell,2022-10-26 - 2022-11-02,5 days,2022-11-16,73.26,2022-11-22,75.38,4 days,-2.9%,Fall by -4.91%,8.4%
Sell,2022-11-25 - 2022-12-02,5 days,2022-12-16,76.94,2022-12-20,76.9,2 days,0.1%,Fall by 4.24%,8.4%
Sell,2023-01-06 - 2023-01-09,1 days,2023-01-19,78.69,2023-01-23,78.57,2 days,0.2%,Fall by 6.37%,8.6%
Buy,2023-03-13 - 2023-03-16,3 days,2023-03-27,76.6,2023-04-13,80.55,13 days,5.2%,Rise by 5.16%,13.7%
Sell,2023-04-03 - 2023-04-06,3 days,2023-04-17,79.45,2023-04-20,78.95,3 days,0.6%,Fall by 5.58%,14.3%
