Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-02-20,37.46,2020-02-27,34.41,Sell,4 days,Fall by 10.280000%,8.14
2020-05-13,31.92,2020-05-19,33.27,Sell,3 days,Fall by -5.980000%,-4.23
2020-07-16,37.54,2020-07-28,41.4,Buy,7 days,Rise by 24.560000%,10.28
2020-10-08,46.36,2021-01-11,47.3,Buy,66 days,Rise by -1.980000%,2.03
2021-03-05,48.16,2021-03-11,49.82,Buy,3 days,Rise by 7.370000%,3.45
2021-05-07,51.29,2021-05-18,48.02,Sell,6 days,Fall by 10.330000%,6.38
2021-05-13,49.8,2021-05-21,47.32,Sell,5 days,Fall by 11.180000%,4.98
2021-08-11,44.15,2021-10-27,44.69,Buy,54 days,Rise by 1.250000%,1.22
2021-08-31,43.14,2021-09-24,44.44,Buy,17 days,Rise by 3.620000%,3.01
2021-10-22,45.85,2022-08-08,37.74,Buy,205 days,Rise by -11.840000%,-17.69
2022-01-31,39.85,2022-02-04,40.71,Buy,3 days,Rise by -1.380000%,2.16
2022-02-09,41.59,2022-08-08,37.74,Buy,127 days,Rise by -5.510000%,-9.26
2022-02-28,39.75,2022-08-08,37.74,Buy,114 days,Rise by -1.130000%,-5.06
2022-03-08,37.79,2022-03-09,39.27,Sell,0 days,Fall by 2.910000%,-3.92
2022-03-17,39.12,2022-08-08,37.74,Buy,101 days,Rise by 0.100000%,-3.53
2022-04-20,39.16,2022-08-08,37.74,Buy,77 days,Rise by -11.130000%,-3.63
2022-04-26,35.89,2022-05-11,34.5,Sell,10 days,Fall by 5.100000%,3.87
2022-05-10,34.35,2022-05-17,36.19,Sell,4 days,Fall by 8.940000%,-5.36
2022-06-23,31.93,2022-06-29,32.72,Sell,3 days,Fall by -23.390000%,-2.47
2022-07-21,35.9,2022-08-03,37.52,Buy,8 days,Rise by 16.990000%,4.51
2022-10-21,41.46,2022-11-14,46.44,Buy,15 days,Rise by 21.540000%,12.01
2023-01-12,48.05,2023-02-02,49.0,Sell,14 days,Fall by 2.080000%,-1.98
2023-03-01,50.14,2023-03-09,54.59,Buy,5 days,Rise by 7.160000%,8.88
2023-03-24,50.27,2023-03-31,51.79,Sell,4 days,Fall by -4.440000%,-3.02
2023-05-10,59.31,2023-05-31,60.06,Buy,14 days,Rise by 13.510000%,1.26
2023-06-05,61.56,2023-06-09,63.79,Buy,3 days,Rise by 11.090000%,3.62
2023-09-01,65.53,2023-09-11,62.44,Sell,5 days,Fall by -19.180000%,4.72
2023-11-07,80.87,2023-11-15,82.92,Buy,5 days,Rise by 2.370000%,2.53
2023-11-08,81.24,2023-11-15,82.92,Buy,4 days,Rise by 1.910000%,2.07
2024-01-09,79.91,2024-01-22,84.31,Buy,8 days,Rise by 2.480000%,5.51
2024-04-11,80.0,2024-05-17,82.94,Buy,25 days,Rise by 2.230000%,3.67
2024-07-03,88.28,2024-07-16,91.31,Sell,8 days,Fall by 2.440000%,-3.43
2024-07-17,92.13,2024-07-25,95.56,Buy,5 days,Rise by 2.160000%,3.72
2024-07-19,93.5,2024-07-25,95.56,Buy,3 days,Rise by 0.660000%,2.2
2024-07-23,96.19,2025-05-20,75.19,Buy,214 days,Rise by -10.460000%,-21.83
2024-08-19,90.45,2024-08-30,92.8,Sell,8 days,Fall by 3.440000%,-2.6
2024-10-22,86.18,2024-11-04,87.25,Sell,8 days,Fall by 12.540000%,-1.24
2024-11-07,74.26,2024-11-14,68.39,Sell,4 days,Fall by 5.430000%,7.9
2024-12-04,73.99,2025-05-20,75.19,Buy,118 days,Rise by 0.650000%,1.62
2025-04-30,67.6,2025-05-12,74.92,Buy,7 days,Rise by 12.350000%,10.83
2025-06-26,78.16,2025-07-09,80.31,Buy,8 days,Rise by 5.040000%,2.75
2025-09-25,77.8,2025-09-30,79.41,Sell,2 days,Fall by -2.330000%,-2.07
