Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-15,2.1595,2016-06-19,1.9249,2015-11-08,Buy,31 Weeks,-10.86%,Rise by -10.48%,-10.86%,Absolute Extrema Case
2015-11-22,2.1597,2016-06-19,1.9249,2015-11-15,Buy,30 Weeks,-10.87%,Rise by -10.49%,-21.74%,Normal Case
2015-12-13,2.1272,2016-06-19,1.9249,2015-12-06,Buy,27 Weeks,-9.51%,Rise by -10.61%,-31.25%,Absolute Extrema Case
2016-01-10,2.0956,2016-06-19,1.9249,2016-01-03,Buy,23 Weeks,-8.15%,Rise by -3.9%,-39.39%,Absolute Extrema Case
2016-02-07,2.0362,2016-06-19,1.9249,2016-01-31,Buy,19 Weeks,-5.47%,Rise by -1.1%,-44.86%,Normal Case
2016-05-01,1.9637,2016-09-25,1.7735,2016-04-24,Buy,21 Weeks,-9.69%,Rise by -11.25%,-54.54%,Normal Case
2016-05-08,1.9681,2016-09-25,1.7735,2016-05-01,Buy,20 Weeks,-9.89%,Rise by -11.45%,-64.43%,Normal Case
2016-05-22,2.0134,2016-09-25,1.7735,2016-05-15,Buy,18 Weeks,-11.92%,Rise by -13.44%,-76.35%,Normal Case
2016-08-28,1.7836,2017-01-01,1.7763,2016-08-21,Buy,18 Weeks,-0.41%,Rise by 0.58%,-76.76%,Normal Case
2016-09-04,1.8037,2017-01-01,1.7763,2016-08-28,Buy,17 Weeks,-1.52%,Rise by -0.54%,-78.27%,Normal Case
2016-09-11,1.7969,2017-01-01,1.7763,2016-09-04,Buy,16 Weeks,-1.15%,Rise by -0.16%,-79.42%,Normal Case
2016-10-16,1.6889,2017-01-01,1.7763,2016-10-09,Buy,11 Weeks,5.17%,Rise by 6.22%,-74.25%,Normal Case
2016-11-06,1.7247,2017-05-28,1.7924,2016-10-30,Buy,29 Weeks,3.93%,Rise by 4.16%,-70.32%,Normal Case
2017-01-01,1.7763,2017-05-28,1.7924,2016-12-25,Buy,21 Weeks,0.91%,Rise by 2.11%,-69.41%,Normal Case
2017-01-29,1.7964,2017-05-28,1.7924,2017-01-22,Buy,17 Weeks,-0.22%,Rise by 0.96%,-69.64%,Normal Case
2017-03-26,1.7518,2017-05-28,1.7924,2017-03-19,Buy,9 Weeks,2.32%,Rise by 3.53%,-67.32%,Normal Case
2017-04-02,1.7431,2017-08-20,1.7576,2017-03-26,Buy,20 Weeks,0.83%,Rise by 5.13%,-66.49%,Normal Case
2017-04-16,1.7474,2017-08-20,1.7576,2017-04-09,Buy,18 Weeks,0.58%,Rise by 4.87%,-65.9%,Normal Case
2017-05-21,1.804,2017-08-20,1.7576,2017-05-07,Buy,13 Weeks,-2.57%,Rise by 1.58%,-68.48%,Normal Case
2017-07-02,1.7938,2017-10-08,1.7885,2017-06-25,Buy,14 Weeks,-0.3%,Rise by 2.16%,-68.77%,Normal Case
2017-10-29,1.7953,2018-02-18,1.8451,2017-10-22,Buy,16 Weeks,2.77%,Rise by 3.95%,-66.0%,Normal Case
2017-11-19,1.7895,2018-02-18,1.8451,2017-11-05,Buy,13 Weeks,3.11%,Rise by 4.29%,-62.89%,Normal Case
2018-02-04,1.8663,2018-05-06,1.8055,2018-01-28,Buy,13 Weeks,-3.26%,Rise by 0.03%,-66.15%,Normal Case
2018-02-11,1.8549,2018-05-06,1.8055,2018-01-21,Buy,12 Weeks,-2.66%,Rise by 0.64%,-68.81%,Normal Case
2018-03-25,1.8574,2018-10-07,1.7975,2018-03-18,Buy,28 Weeks,-3.22%,Rise by -1.95%,-72.04%,Normal Case
2018-04-08,1.8439,2018-10-07,1.7975,2017-12-31,Buy,26 Weeks,-2.52%,Rise by -1.23%,-74.55%,Local Extrema Case
2018-04-08,1.8439,2018-10-07,1.7975,2018-03-25,Buy,26 Weeks,-2.52%,Rise by -1.23%,-77.07%,Normal Case
2018-06-24,1.7991,2018-10-07,1.7975,2018-06-17,Buy,15 Weeks,-0.09%,Rise by 1.23%,-77.16%,Normal Case
2018-07-01,1.7888,2018-10-07,1.7975,2018-06-24,Buy,14 Weeks,0.49%,Rise by 1.81%,-76.67%,Normal Case
2018-09-09,1.7767,2019-02-17,1.7377,2018-09-02,Buy,23 Weeks,-2.2%,Rise by 0.45%,-78.87%,Normal Case
2018-10-07,1.7975,2019-02-17,1.7377,2018-09-30,Buy,19 Weeks,-3.33%,Rise by -0.71%,-82.19%,Normal Case
2018-10-14,1.8212,2019-02-17,1.7377,2018-10-07,Buy,18 Weeks,-4.58%,Rise by -2.0%,-86.78%,Normal Case
2018-10-28,1.7705,2019-02-17,1.7377,2018-08-19,Buy,16 Weeks,-1.85%,Rise by 0.8%,-88.63%,Local Extrema Case
2018-12-23,1.735,2019-03-31,1.7695,2018-12-16,Buy,14 Weeks,1.99%,Rise by 3.57%,-86.64%,Normal Case
2018-12-30,1.7325,2019-03-31,1.7695,2018-12-23,Buy,13 Weeks,2.14%,Rise by 3.72%,-84.51%,Normal Case
2019-03-10,1.7807,2019-05-26,1.7459,2019-03-03,Buy,11 Weeks,-1.95%,Rise by 2.26%,-86.46%,Normal Case
2019-03-17,1.7969,2019-05-26,1.7459,2019-02-24,Buy,10 Weeks,-2.84%,Rise by 1.34%,-89.3%,Normal Case
2019-05-12,1.7747,2019-10-06,1.7034,2019-05-05,Buy,21 Weeks,-4.02%,Rise by 2.6%,-93.32%,Normal Case
2019-08-11,1.6784,2019-11-10,1.7399,2019-08-04,Buy,13 Weeks,3.66%,Rise by 8.49%,-89.65%,Normal Case
2019-09-29,1.7034,2019-12-29,1.7588,2019-09-15,Buy,13 Weeks,3.25%,Rise by 6.9%,-86.4%,Normal Case
2019-12-08,1.79,2020-03-29,1.7451,2019-12-01,Buy,16 Weeks,-2.51%,Rise by 1.3%,-88.91%,Normal Case
2020-01-05,1.7704,2020-03-29,1.7451,2019-12-29,Buy,12 Weeks,-1.43%,Rise by 2.3%,-90.34%,Normal Case
2020-02-02,1.7826,2020-08-16,1.7941,2020-01-26,Buy,28 Weeks,0.65%,Rise by 1.6%,-89.69%,Normal Case
2020-03-01,1.7975,2020-08-16,1.7941,2019-11-10,Buy,24 Weeks,-0.19%,Rise by 0.76%,-89.88%,Local Extrema Case
2020-03-01,1.7975,2020-08-16,1.7941,2020-02-09,Buy,24 Weeks,-0.19%,Rise by 0.76%,-90.07%,Normal Case
2020-03-29,1.7451,2020-08-16,1.7941,2020-03-22,Buy,20 Weeks,2.81%,Rise by 3.79%,-87.26%,Normal Case
2020-04-05,1.7725,2020-08-16,1.7941,2020-01-19,Buy,19 Weeks,1.22%,Rise by 2.18%,-86.04%,Local Extrema Case
2020-06-14,1.7526,2020-08-16,1.7941,2020-06-07,Buy,9 Weeks,2.37%,Rise by 3.34%,-83.68%,Normal Case
2020-09-06,1.8112,2021-01-10,1.7966,2020-08-30,Buy,18 Weeks,-0.81%,Rise by 3.47%,-84.48%,Normal Case
2020-09-20,1.7608,2021-01-10,1.7966,2020-09-13,Buy,16 Weeks,2.03%,Rise by 6.43%,-82.45%,Normal Case
2020-10-25,1.7741,2021-01-10,1.7966,2020-10-18,Buy,11 Weeks,1.27%,Rise by 5.63%,-81.18%,Normal Case
2020-11-01,1.7664,2021-01-10,1.7966,2020-10-25,Buy,10 Weeks,1.71%,Rise by 6.09%,-79.47%,Normal Case
2021-01-31,1.823,2021-06-06,1.8724,2021-01-24,Buy,18 Weeks,2.71%,Rise by 3.52%,-76.76%,Normal Case
2021-02-28,1.8604,2021-06-06,1.8724,2021-02-21,Buy,14 Weeks,0.65%,Rise by 1.44%,-76.12%,Normal Case
2021-03-07,1.8582,2021-06-06,1.8724,2021-02-28,Buy,13 Weeks,0.76%,Rise by 1.56%,-75.35%,Normal Case
2021-03-28,1.8517,2021-06-06,1.8724,2015-12-13,Buy,10 Weeks,1.12%,Rise by 1.92%,-74.23%,Tangent Case
2021-05-16,1.8733,2021-08-15,1.875,2021-05-09,Buy,13 Weeks,0.09%,Rise by 0.85%,-74.14%,Normal Case
2021-06-06,1.8724,2021-08-15,1.875,2021-05-30,Buy,10 Weeks,0.14%,Rise by 0.9%,-74.01%,Normal Case
2021-07-25,1.8722,2022-01-30,1.8109,2021-07-11,Buy,27 Weeks,-3.27%,Rise by -1.42%,-77.28%,Normal Case
2021-09-12,1.8583,2022-01-30,1.8109,2021-09-05,Buy,20 Weeks,-2.55%,Rise by -0.68%,-79.83%,Normal Case
2021-09-19,1.8562,2022-01-30,1.8109,2021-09-12,Buy,19 Weeks,-2.44%,Rise by -0.57%,-82.27%,Normal Case
2021-10-10,1.8484,2022-01-30,1.8109,2021-10-03,Buy,16 Weeks,-2.03%,Rise by -0.15%,-84.3%,Normal Case
2021-11-28,1.821,2022-01-30,1.8109,2021-11-21,Buy,9 Weeks,-0.55%,Rise by 1.35%,-84.85%,Normal Case
2021-12-05,1.821,2022-11-20,1.6306,2021-11-14,Buy,50 Weeks,-10.46%,Rise by -11.12%,-95.31%,Normal Case
2021-12-26,1.8204,2022-11-20,1.6306,2021-12-12,Buy,47 Weeks,-10.43%,Rise by -11.09%,-105.74%,Normal Case
2022-01-09,1.8417,2022-11-20,1.6306,2022-01-02,Buy,45 Weeks,-11.46%,Rise by -10.24%,-117.2%,Normal Case
2022-01-16,1.8456,2022-11-20,1.6306,2022-01-09,Buy,44 Weeks,-11.65%,Rise by -10.01%,-128.85%,Normal Case
2022-02-13,1.8232,2022-11-20,1.6306,2022-02-06,Buy,40 Weeks,-10.56%,Rise by -11.23%,-139.41%,Normal Case
2022-02-20,1.8289,2022-11-20,1.6306,2022-02-13,Buy,39 Weeks,-10.84%,Rise by -10.19%,-150.25%,Normal Case
2022-05-22,1.7208,2022-11-20,1.6306,2022-05-15,Buy,26 Weeks,-5.24%,Rise by -3.19%,-155.5%,Normal Case
2022-05-29,1.7315,2022-11-20,1.6306,2022-05-08,Buy,25 Weeks,-5.83%,Rise by -3.79%,-161.32%,Normal Case
2022-10-09,1.5953,2022-12-11,1.6552,2022-09-25,Buy,9 Weeks,3.75%,Rise by 4.43%,-157.57%,Normal Case
2022-10-16,1.6174,2023-01-01,1.6197,2022-10-02,Buy,11 Weeks,0.14%,Rise by 7.34%,-157.43%,Normal Case
2022-12-11,1.6552,2023-05-28,1.6688,2022-12-04,Buy,24 Weeks,0.82%,Rise by 4.89%,-156.6%,Normal Case
2022-12-18,1.6581,2023-05-28,1.6688,2022-12-11,Buy,23 Weeks,0.65%,Rise by 4.7%,-155.96%,Normal Case
2023-02-19,1.6009,2023-05-28,1.6688,2023-02-12,Buy,14 Weeks,4.24%,Rise by 8.45%,-151.72%,Normal Case
2023-02-26,1.6128,2023-05-28,1.6688,2023-02-19,Buy,13 Weeks,3.47%,Rise by 7.65%,-148.25%,Normal Case
2023-03-05,1.6099,2023-05-28,1.6688,2023-02-26,Buy,12 Weeks,3.66%,Rise by 7.84%,-144.59%,Normal Case
2023-03-19,1.6299,2023-05-28,1.6688,2023-03-12,Buy,10 Weeks,2.39%,Rise by 6.52%,-142.2%,Normal Case
2023-03-26,1.6306,2023-05-28,1.6688,2023-03-05,Buy,9 Weeks,2.34%,Rise by 6.47%,-139.86%,Normal Case
2023-04-30,1.6674,2023-07-30,1.7026,2023-04-23,Buy,13 Weeks,2.11%,Rise by 4.12%,-137.75%,Normal Case
2023-05-07,1.6704,2023-07-30,1.7026,2023-04-30,Buy,12 Weeks,1.93%,Rise by 3.93%,-135.82%,Normal Case
2023-05-28,1.6688,2023-07-30,1.7026,2023-05-21,Buy,9 Weeks,2.03%,Rise by 4.03%,-133.79%,Normal Case
2023-07-02,1.7106,2023-12-31,1.6809,2023-06-25,Buy,26 Weeks,-1.74%,Rise by -0.22%,-135.53%,Normal Case
2023-08-13,1.7096,2023-12-31,1.6809,2023-08-06,Buy,20 Weeks,-1.68%,Rise by -0.16%,-137.21%,Normal Case
2023-08-20,1.731,2023-12-31,1.6809,2023-08-13,Buy,19 Weeks,-2.89%,Rise by -1.39%,-140.1%,Normal Case
2023-10-29,1.661,2023-12-31,1.6809,2023-10-08,Buy,9 Weeks,1.2%,Rise by 2.76%,-138.9%,Normal Case
2024-01-14,1.6989,2024-04-07,1.7044,2023-12-31,Buy,12 Weeks,0.32%,Rise by 0.53%,-138.58%,Normal Case
2024-03-10,1.7079,2024-06-30,1.7171,2024-03-03,Buy,16 Weeks,0.54%,Rise by 1.88%,-138.04%,Normal Case
2024-05-05,1.6975,2024-08-04,1.7014,2024-04-14,Buy,13 Weeks,0.23%,Rise by 2.5%,-137.81%,Normal Case
2024-06-02,1.7185,2024-08-04,1.7014,2024-05-26,Buy,9 Weeks,-1.0%,Rise by 1.25%,-138.81%,Normal Case
