Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-21 - 2020-01-22,1 days,2020-01-30,84.0167,2020-02-03,81.9267,2 days,2.5%,Fall by 10.07%,2.5%,
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-19,60.6133,2020-03-24,67.5867,3 days,11.5%,Rise by 33.99%,14.0%,
Sell,2020-04-17 - 2020-04-29,8 days,2020-05-04,75.1467,2020-05-06,77.3467,2 days,-2.9%,Fall by -27.39%,11.1%,
Buy,2020-05-05 - 2020-05-14,7 days,2020-05-18,80.5967,2020-06-03,87.7667,12 days,8.9%,Rise by 12.83%,20.0%,
Sell,2020-05-20 - 2020-05-26,4 days,2020-06-01,83.5,2020-06-03,87.7667,2 days,-5.1%,Fall by -14.64%,14.9%,
Sell,2020-06-04 - 2020-06-05,1 days,2020-06-12,86.3233,2020-06-16,89.0,2 days,-3.1%,Fall by -10.89%,11.8%,
Sell,2020-08-05 - 2020-08-12,5 days,2020-08-20,98.9267,2020-08-25,101.61,3 days,-2.7%,Fall by 3.23%,9.0%,
Sell,2020-09-01 - 2020-09-02,1 days,2020-09-08,95.7267,2020-09-09,98.3333,1 days,-2.7%,Fall by -5.14%,6.3%,
Buy,2020-09-10 - 2020-09-21,7 days,2020-09-25,98.4167,2020-10-08,106.53,9 days,8.2%,Rise by 29.57%,14.6%,
Sell,2020-10-12 - 2020-10-13,1 days,2020-10-21,107.1133,2020-10-27,104.0567,4 days,2.9%,Fall by -21.31%,17.4%,
Sell,2021-01-13 - 2021-01-14,1 days,2021-01-25,139.3167,2021-01-26,137.0533,1 days,1.6%,Fall by 10.23%,19.0%,
Buy,2021-05-04 - 2021-05-12,6 days,2021-05-14,134.89,2021-05-28,144.2267,10 days,6.9%,Rise by 9.17%,26.0%,
Sell,2021-05-28 - 2021-06-01,2 days,2021-06-21,143.27,2021-06-24,147.0033,3 days,-2.6%,Fall by 0.81%,23.4%,
Sell,2021-06-30 - 2021-07-14,10 days,2021-07-19,142.1067,2021-07-21,148.4667,2 days,-4.5%,Fall by -2.93%,18.9%,
Sell,2021-07-23 - 2021-07-26,1 days,2021-08-09,154.73,2021-08-13,151.72,4 days,1.9%,Fall by 6.36%,20.8%,
Buy,2021-10-04 - 2021-10-12,6 days,2021-10-14,150.3933,2021-11-01,160.79,12 days,6.9%,Rise by 21.95%,27.7%,
Sell,2021-11-02 - 2021-11-09,5 days,2021-12-13,174.6267,2021-12-15,180.1667,2 days,-3.2%,Fall by 12.16%,24.6%,
Buy,2021-12-03 - 2021-12-14,7 days,2021-12-21,176.7067,2022-01-21,157.5467,23 days,-10.8%,Rise by -10.84%,13.7%,
Sell,2021-12-29 - 2022-01-04,4 days,2022-01-07,173.7467,2022-01-12,178.38,3 days,-2.7%,Fall by 10.35%,11.1%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,159.8233,2022-02-09,168.21,7 days,5.2%,Rise by -10.98%,16.3%,
Buy,2022-03-08 - 2022-03-14,4 days,2022-03-16,154.1,2022-03-24,162.14,6 days,5.2%,Rise by -10.04%,21.5%,
Sell,2022-03-28 - 2022-03-29,1 days,2022-04-01,154.7033,2022-04-13,142.5733,8 days,7.8%,Fall by 11.54%,29.4%,
Buy,2022-04-12 - 2022-04-18,4 days,2022-04-28,139.5567,2022-06-13,122.28,32 days,-12.4%,Rise by 3.66%,17.0%,
Buy,2022-06-15 - 2022-06-28,9 days,2022-07-06,113.8533,2022-07-19,128.1333,9 days,12.5%,Rise by 23.94%,29.5%,
Sell,2022-08-01 - 2022-08-04,3 days,2022-08-09,131.3133,2022-08-10,136.7633,1 days,-4.2%,Fall by 10.14%,25.4%,
Sell,2022-08-04 - 2022-08-15,7 days,2022-08-22,130.53,2022-08-25,136.33,3 days,-4.4%,Fall by 10.09%,20.9%,
Buy,2022-08-30 - 2022-09-01,2 days,2022-09-19,118.6767,2022-09-30,106.2433,9 days,-10.5%,Rise by -11.59%,10.5%,
Buy,2022-09-26 - 2022-09-30,4 days,2022-10-04,115.0733,2022-10-11,101.9733,5 days,-11.4%,Rise by -10.22%,-0.9%,
Buy,2022-10-12 - 2022-10-13,1 days,2022-10-19,102.6733,2022-10-25,110.07,4 days,7.2%,Rise by 24.95%,6.3%,
Sell,2022-11-14 - 2022-11-15,1 days,2022-11-28,122.4967,2022-11-30,129.3433,2 days,-5.6%,Fall by 8.15%,0.7%,
Sell,2023-01-18 - 2023-01-23,3 days,2023-01-31,134.56,2023-02-01,141.5767,1 days,-5.2%,Fall by 0.78%,-4.5%,
Sell,2023-03-20 - 2023-03-23,3 days,2023-03-28,140.41,2023-03-29,144.9233,1 days,-3.2%,Fall by 4.8%,-7.7%,
Buy,2023-04-26 - 2023-04-27,1 days,2023-05-05,138.3,2023-05-18,148.3433,9 days,7.3%,Rise by 18.02%,-0.5%,
Sell,2023-06-14 - 2023-06-16,2 days,2023-06-22,164.47,2023-06-26,162.0967,2 days,1.4%,Fall by 3.1%,1.0%,
Buy,2023-08-11 - 2023-08-18,5 days,2023-08-22,163.38,2023-10-26,146.5333,47 days,-10.3%,Rise by -0.02%,-9.4%,
