Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-01-22,7.16,2012-04-08,7.22,Buy,54 days,Rise by 2.910000%,0.71,
2012-10-14,7.65,2013-01-06,8.59,Sell,59 days,Fall by -10.060000%,-12.27,
2013-03-03,9.16,2013-11-03,9.92,Buy,174 days,Rise by 2.570000%,8.35,
2013-06-23,8.58,2013-10-13,9.54,Sell,79 days,Fall by -1.650000%,-11.08,
2013-09-08,8.77,2013-10-20,9.85,Sell,29 days,Fall by -8.410000%,-12.37,
2013-10-27,10.19,2014-03-16,10.5,Buy,99 days,Rise by 5.480000%,3.03,
2014-03-02,10.75,2014-05-11,11.21,Buy,49 days,Rise by 7.850000%,4.26,
2014-08-03,11.6,2014-09-07,12.46,Buy,24 days,Rise by 49.320000%,7.37,
2014-08-17,12.39,2014-11-23,13.33,Buy,69 days,Rise by 39.820000%,7.56,
2014-12-28,13.95,2015-02-08,15.68,Buy,29 days,Rise by 24.240000%,12.44,
2015-01-11,14.58,2015-02-22,16.32,Buy,29 days,Rise by 18.870000%,12.0,
2015-01-18,14.79,2015-02-22,16.32,Buy,24 days,Rise by 17.110000%,10.35,
2015-01-25,15.49,2015-03-15,16.31,Buy,34 days,Rise by 11.830000%,5.26,
2015-02-01,15.51,2015-03-15,16.31,Buy,29 days,Rise by 11.710000%,5.14,
2017-01-08,15.85,2017-04-09,17.74,Sell,64 days,Fall by -9.090000%,-11.9,
2017-03-12,17.5,2017-05-21,18.22,Buy,49 days,Rise by 7.880000%,4.11,
2017-05-07,18.52,2017-10-29,19.26,Buy,124 days,Rise by 5.040000%,4.0,
2017-05-14,18.88,2017-11-05,19.12,Buy,124 days,Rise by 3.040000%,1.27,
2017-07-23,17.86,2017-10-08,18.92,Sell,54 days,Fall by 4.670000%,-5.89,
2017-07-30,17.29,2017-10-08,18.92,Sell,49 days,Fall by -1.040000%,-9.39,
2017-09-10,17.03,2017-10-08,18.92,Sell,19 days,Fall by -2.590000%,-11.08,
2017-12-17,20.2,2018-09-16,19.82,Buy,194 days,Rise by -11.470000%,-1.92,
2018-02-11,17.47,2018-06-17,19.67,Sell,89 days,Fall by -1.190000%,-12.61,
2018-04-08,17.68,2018-06-17,19.67,Sell,49 days,Fall by -7.010000%,-11.26,
2018-04-15,17.72,2018-06-17,19.67,Sell,44 days,Fall by -6.810000%,-11.05,
2018-05-13,18.63,2018-07-01,19.16,Buy,34 days,Rise by 10.760000%,2.83,
2018-08-19,20.64,2019-03-17,22.16,Buy,149 days,Rise by 1.390000%,7.4,
2018-11-18,20.74,2019-03-17,22.16,Buy,84 days,Rise by 12.070000%,6.86,
2019-03-10,21.89,2019-04-14,22.72,Buy,24 days,Rise by 6.200000%,3.79,
2019-04-28,23.25,2019-09-08,25.35,Buy,94 days,Rise by 10.900000%,9.04,
2019-08-18,24.36,2019-09-29,25.67,Buy,29 days,Rise by 13.910000%,5.4,
2019-09-15,25.59,2019-12-01,27.61,Buy,54 days,Rise by 8.420000%,7.91,
2019-09-29,25.67,2019-12-01,27.61,Buy,44 days,Rise by 8.080000%,7.56,
2019-11-10,26.8,2019-12-15,27.2,Buy,24 days,Rise by 20.750000%,1.49,
2020-01-19,29.24,2020-12-27,28.26,Buy,244 days,Rise by -31.330000%,-3.34,
2020-11-22,28.38,2021-04-11,30.76,Buy,99 days,Rise by 36.510000%,8.4,
2021-05-23,31.78,2021-06-20,32.63,Buy,19 days,Rise by 21.880000%,2.68,
2021-06-27,34.58,2021-08-29,38.73,Buy,44 days,Rise by 12.020000%,12.02,
2021-08-08,38.39,2021-11-14,40.81,Buy,69 days,Rise by 7.570000%,6.3,
2022-01-16,38.62,2022-05-08,33.64,Sell,79 days,Fall by 10.580000%,12.89,
2022-04-24,35.39,2022-07-03,30.86,Sell,49 days,Fall by 13.920000%,12.79,
2022-05-01,34.54,2022-07-10,31.75,Sell,49 days,Fall by 11.800000%,8.07,
2022-05-08,33.64,2022-07-10,31.75,Sell,44 days,Fall by 11.010000%,5.62,
2022-08-07,34.76,2024-03-10,37.49,Buy,414 days,Rise by -12.390000%,7.86,
2022-10-02,30.46,2022-11-06,29.38,Sell,24 days,Fall by 6.790000%,3.54,
2023-02-05,33.7,2024-02-04,35.12,Buy,259 days,Rise by -18.620000%,4.21,
2023-06-18,29.52,2023-12-17,34.33,Buy,129 days,Rise by 10.160000%,16.31,
2023-07-23,31.27,2023-12-31,35.43,Buy,114 days,Rise by 3.990000%,13.3,
2023-10-08,27.83,2023-11-05,30.29,Sell,19 days,Fall by -28.430000%,-8.81,
2023-10-29,26.95,2023-11-05,30.29,Sell,4 days,Fall by -32.620000%,-12.37,
2023-11-26,30.95,2023-12-31,35.43,Buy,24 days,Rise by 22.530000%,14.5,
2023-12-24,35.4,2024-03-17,37.01,Buy,59 days,Rise by 7.120000%,4.54,
2024-01-21,35.63,2024-03-17,37.01,Buy,39 days,Rise by 6.420000%,3.85,
2024-06-23,37.08,2024-07-14,41.82,Sell,14 days,Fall by -42.480000%,-12.78,
2024-09-29,48.11,2024-11-10,52.96,Buy,29 days,Rise by 19.230000%,10.09,
2024-10-13,49.13,2024-12-01,57.36,Buy,34 days,Rise by 16.740000%,16.74,
2025-04-06,43.89,2025-04-27,49.21,Sell,14 days,Fall by -47.150000%,-12.12,
