Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2022-02-25,11.61,2022-03-22,13.42,Buy,16 days,Rise by 37.040000%,15.59
2022-07-21,9.41,2022-08-09,10.1,Buy,12 days,Rise by 17.000000%,7.33
2022-07-28,9.11,2022-08-08,10.68,Buy,6 days,Rise by 20.860000%,17.23
2022-09-09,10.6,2022-10-31,11.68,Buy,35 days,Rise by -10.940000%,10.19
2022-09-23,9.44,2022-10-04,10.82,Sell,6 days,Fall by -4.130000%,-14.62
2022-10-03,10.1,2022-10-07,10.8,Buy,3 days,Rise by 22.080000%,6.93
2022-10-13,10.63,2022-10-31,11.68,Buy,11 days,Rise by 15.990000%,9.88
2022-11-09,8.4,2022-11-10,9.27,Sell,0 days,Fall by 8.330000%,-10.36
2022-12-15,8.67,2022-12-22,7.99,Sell,4 days,Fall by 1.150000%,7.84
2023-01-10,8.72,2023-01-19,9.05,Buy,6 days,Rise by 27.750000%,3.78
2023-05-03,8.38,2023-05-11,9.65,Sell,5 days,Fall by -20.170000%,-15.16
2023-06-14,9.95,2023-07-07,10.79,Buy,16 days,Rise by 31.860000%,8.44
2023-07-11,11.83,2023-07-18,12.59,Buy,4 days,Rise by -12.000000%,6.42
2023-11-03,9.69,2023-12-11,11.71,Buy,25 days,Rise by -16.410000%,20.85
2023-11-09,7.93,2023-11-29,8.92,Sell,13 days,Fall by -34.300000%,-12.48
2023-11-16,7.94,2023-11-29,8.92,Sell,8 days,Fall by -34.130000%,-12.34
2023-12-04,9.55,2023-12-08,11.73,Buy,3 days,Rise by 38.850000%,22.83
2024-02-08,11.22,2024-02-14,13.38,Buy,3 days,Rise by 79.410000%,19.25
2024-02-20,14.09,2024-02-29,16.31,Buy,6 days,Rise by 42.870000%,15.76
2024-02-23,14.48,2024-02-29,16.31,Buy,3 days,Rise by 39.020000%,12.64
2024-05-15,18.52,2024-05-23,19.24,Buy,5 days,Rise by 27.970000%,3.89
2024-08-29,20.17,2024-09-12,21.64,Sell,9 days,Fall by -10.710000%,-7.29
2024-10-09,25.65,2024-10-16,26.93,Buy,4 days,Rise by 68.420000%,4.99
2024-10-14,27.0,2024-11-12,33.0,Buy,20 days,Rise by -13.000000%,22.22
2024-10-22,27.41,2024-11-12,33.0,Buy,14 days,Rise by 57.610000%,20.39
2024-11-06,29.86,2024-11-14,32.22,Buy,5 days,Rise by 44.680000%,7.9
2024-11-19,35.24,2024-11-29,37.54,Buy,7 days,Rise by 22.590000%,6.53
2025-02-14,65.28,2025-06-05,72.51,Buy,78 days,Rise by -28.170000%,11.08
2025-02-25,45.92,2025-03-12,38.92,Sell,10 days,Fall by 20.820000%,15.24
2025-03-27,43.99,2025-04-02,42.68,Sell,3 days,Fall by -127.100000%,2.98
2025-07-11,98.34,2025-07-21,104.34,Buy,5 days,Rise by 16.960000%,6.1
2025-07-17,105.45,2025-08-12,114.09,Buy,17 days,Rise by 9.080000%,8.19
2025-08-28,103.69,2025-09-08,117.28,Sell,6 days,Fall by -41.560000%,-13.11
2025-09-30,143.18,2025-09-30,143.18,Buy,0 days,Rise by 2.510000%,0.0
2025-10-27,145.86,2025-10-27,145.86,Buy,0 days,Rise by 0.630000%,0.0
