Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2020-12-04,185.52,2021-02-05,186.22,Buy,45 Days,-3.56,Rise by -0.99%,0.38%,0.38%
2021-03-04,135.49,2021-07-14,161.61,Buy,94 Days,-6.01,Rise by 11.93%,19.28%,19.66%
2022-01-04,170.71,2022-03-28,165.74,Buy,59 Days,-5.52,Rise by -10.05%,-2.91%,16.74%
2022-03-01,143.98,2022-07-13,139.09,Buy,96 Days,-4.05,Rise by 9.59%,-3.4%,13.35%
2022-05-02,141.93,2022-07-13,139.09,Buy,52 Days,-5.57,Rise by 2.87%,-2.0%,11.35%
2022-10-03,138.69,2022-11-18,148.67,Buy,34 Days,-4.23,Rise by 6.22%,7.2%,18.54%
2024-03-01,149.07,2024-04-29,148.75,Buy,41 Days,-3.89,Rise by 1.74%,-0.21%,18.33%
2025-10-01,179.0,2025-10-01,179.0,Buy,0 Days,-3.55,Rise by 0%,0.0%,18.33%
