Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-03-05,156.82,2024-01-02,177.15,736 days,12.960000%,12.960000%,Rise by 14.700000%,12.960000%,
Buy,2024-04-17,172.33,2024-10-07,195.09,122 days,13.210000%,13.210000%,Rise by 12.980000%,26.170000%,
Buy,2025-02-25,216.43,2025-02-25,216.43,0 days,0.00%,0.00%,Rise by 0%,26.170000%,
