Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2021-03-01,3.515,2022-08-11,2.995,Buy,378 Days,-4.85,Rise by 10.95%,-14.79%,-14.79%
2022-03-01,2.78,2022-07-01,2.71,Buy,88 Days,-4.26,Rise by 3.6%,-2.52%,-17.31%
2022-10-10,2.64,2023-01-30,2.825,Buy,80 Days,-3.03,Rise by 7.58%,7.01%,-10.3%
2023-09-07,2.47,2023-12-18,2.475,Buy,72 Days,-3.27,Rise by 3.24%,0.2%,-10.1%
2024-05-03,2.29,2024-07-25,2.24,Buy,59 Days,-5.19,Rise by -0.22%,-2.18%,-12.29%
2024-10-01,2.13,2024-12-02,2.24,Buy,44 Days,-6.54,Rise by -0.94%,5.16%,-7.12%
2025-04-01,2.165,2025-07-11,2.36,Buy,73 Days,-7.48,Rise by 0.69%,9.01%,1.89%
