Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-14 - 2020-02-04,15 days,2020-02-10,14.034,2020-02-19,13.414,7 days,4.4%,Fall by 13.23%,4.4%
Buy,2020-03-12 - 2020-03-16,2 days,2020-03-19,11.08,2020-03-26,12.1,5 days,9.2%,Rise by 19.08%,13.6%
Sell,2020-04-01 - 2020-04-03,2 days,2020-04-21,12.41,2020-04-29,12.916,6 days,-4.1%,Fall by -0.21%,9.5%
Sell,2020-04-20 - 2020-04-29,7 days,2020-05-04,12.388,2020-05-06,12.79,2 days,-3.2%,Fall by -0.39%,6.3%
Sell,2020-05-11 - 2020-05-12,1 days,2020-05-19,12.61,2020-05-29,12.952,8 days,-2.7%,Fall by -20.56%,3.6%
Sell,2020-06-10 - 2020-06-18,6 days,2020-06-25,14.2,2020-06-30,13.826,3 days,2.6%,Fall by -7.06%,6.2%
Sell,2020-07-29 - 2020-08-04,4 days,2020-08-07,16.006,2020-08-13,16.534,4 days,-3.3%,Fall by 5.02%,2.9%
Buy,2020-10-08 - 2020-10-16,6 days,2020-10-20,15.114,2020-10-28,16.32,6 days,8.0%,Rise by 25.29%,10.9%
Sell,2020-11-02 - 2020-11-05,3 days,2020-11-10,17.182,2020-11-11,17.618,1 days,-2.5%,Fall by -11.41%,8.4%
Sell,2020-12-01 - 2020-12-14,9 days,2020-12-23,19.492,2020-12-29,20.086,4 days,-3.0%,Fall by 1.8%,5.3%
Sell,2020-12-31 - 2021-01-05,3 days,2021-01-13,20.778,2021-01-14,20.684,1 days,0.5%,Fall by 3.5%,5.8%
Buy,2021-03-04 - 2021-03-09,3 days,2021-03-11,20.64,2021-04-05,22.278,17 days,7.9%,Rise by 9.27%,13.7%
Sell,2021-04-13 - 2021-04-15,2 days,2021-04-20,21.722,2021-04-29,20.97,7 days,3.5%,Fall by 10.65%,17.2%
Buy,2021-05-04 - 2021-05-12,6 days,2021-05-14,18.83,2021-06-04,20.138,15 days,6.9%,Rise by 6.95%,24.1%
Sell,2021-07-13 - 2021-07-14,1 days,2021-07-19,19.69,2021-07-28,20.626,7 days,-4.8%,Fall by 1.87%,19.4%
Buy,2021-07-26 - 2021-08-12,13 days,2021-08-18,19.662,2021-09-13,22.222,18 days,13.0%,Rise by 19.63%,32.4%
Sell,2021-09-07 - 2021-09-10,3 days,2021-09-20,21.712,2021-09-21,22.482,1 days,-3.5%,Fall by 2.76%,28.8%
Sell,2021-10-26 - 2021-10-28,2 days,2021-11-04,24.53,2021-11-24,24.444,14 days,0.4%,Fall by 2.67%,29.2%
Sell,2021-11-03 - 2021-11-08,3 days,2021-11-11,24.2,2021-11-16,25.016,3 days,-3.4%,Fall by 1.35%,25.8%
Sell,2021-11-08 - 2021-11-16,6 days,2021-11-23,24.356,2021-11-26,24.254,3 days,0.4%,Fall by 2.32%,26.2%
Buy,2021-12-01 - 2021-12-02,1 days,2021-12-06,24.2,2021-12-27,25.442,15 days,5.1%,Rise by 6.27%,31.4%
Sell,2021-12-29 - 2022-01-05,5 days,2022-01-10,24.634,2022-01-11,25.264,1 days,-2.6%,Fall by 16.4%,28.8%
Buy,2022-01-20 - 2022-01-24,2 days,2022-01-26,22.006,2022-03-04,19.694,27 days,-10.5%,Rise by -10.51%,18.3%
Buy,2022-02-22 - 2022-02-24,2 days,2022-03-09,19.668,2022-03-17,20.924,6 days,6.4%,Rise by -10.03%,24.7%
Buy,2022-02-24 - 2022-03-14,12 days,2022-03-16,20.55,2022-04-12,18.166,19 days,-11.6%,Rise by -11.6%,13.1%
Sell,2022-03-21 - 2022-03-22,1 days,2022-03-28,21.006,2022-04-08,19.654,9 days,6.4%,Fall by 12.61%,19.5%
Buy,2022-04-14 - 2022-04-22,6 days,2022-04-28,17.46,2022-05-31,18.814,23 days,7.8%,Rise by 7.75%,27.3%
Buy,2022-04-26 - 2022-05-09,9 days,2022-05-12,16.78,2022-05-27,18.452,11 days,10.0%,Rise by 12.12%,37.2%
Sell,2022-05-31 - 2022-06-01,1 days,2022-06-10,17.612,2022-06-15,16.868,3 days,4.2%,Fall by 8.78%,41.5%
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-09,16.704,2022-08-11,17.164,2 days,-2.8%,Fall by 10.8%,38.7%
Buy,2022-08-31 - 2022-09-02,2 days,2022-09-08,14.838,2022-09-26,13.34,12 days,-10.1%,Rise by -10.1%,28.6%
Buy,2022-09-15 - 2022-09-22,5 days,2022-09-28,13.398,2022-11-01,14.802,24 days,10.5%,Rise by 24.03%,39.1%
Sell,2022-11-15 - 2022-11-28,9 days,2022-12-05,16.322,2022-12-09,16.076,4 days,1.5%,Fall by 8.28%,40.6%
Sell,2023-01-24 - 2023-01-27,3 days,2023-02-06,18.024,2023-02-14,17.868,6 days,0.9%,Fall by -3.97%,41.5%
Sell,2023-04-04 - 2023-04-14,8 days,2023-04-25,18.152,2023-04-26,18.762,1 days,-3.4%,Fall by -3.24%,38.1%
Buy,2023-08-04 - 2023-08-09,3 days,2023-08-15,16.706,2023-11-07,17.552,60 days,5.1%,Rise by 3.87%,43.2%
Buy,2023-08-17 - 2023-08-24,5 days,2023-08-28,16.414,2023-09-14,17.3,13 days,5.4%,Rise by 5.71%,48.6%
Buy,2023-09-25 - 2023-10-04,7 days,2023-10-09,16.7,2023-12-12,18.078,46 days,8.3%,Rise by 5.1%,56.8%
Sell,2023-11-06 - 2023-11-08,2 days,2023-11-21,17.358,2023-12-05,17.28,10 days,0.4%,Fall by 1.88%,57.3%
Sell,2023-12-28 - 2023-12-29,1 days,2024-01-04,18.21,2024-01-10,19.23,4 days,-5.6%,Fall by 6.47%,51.7%
Buy,2024-02-21 - 2024-02-28,5 days,2024-03-01,17.604,2024-05-08,15.67,48 days,-11.0%,Rise by 1.82%,40.7%
Buy,2024-04-08 - 2024-04-10,2 days,2024-04-12,16.798,2024-05-10,15.074,20 days,-10.3%,Rise by 1.01%,30.4%
Buy,2024-04-19 - 2024-05-10,15 days,2024-05-14,16.246,2024-07-11,19.126,42 days,17.7%,Rise by 7.39%,48.1%
Sell,2024-07-11 - 2024-07-12,1 days,2024-07-19,18.566,2024-07-26,17.464,5 days,5.9%,Fall by 10.54%,54.1%
Buy,2024-07-29 - 2024-08-05,5 days,2024-08-07,16.912,2024-08-13,17.812,4 days,5.3%,Rise by 15.37%,59.4%
Sell,2024-08-28 - 2024-08-30,2 days,2024-09-05,18.872,2024-09-09,18.21,2 days,3.5%,Fall by 7.11%,62.9%
Sell,2024-12-03 - 2024-12-04,1 days,2024-12-16,21.49,2024-12-20,21.02,4 days,2.2%,Fall by 7.49%,65.1%
Sell,2025-02-06 - 2025-02-18,8 days,2025-02-28,25.04,2025-03-05,24.34,3 days,2.8%,Fall by 12.86%,67.9%
Sell,2025-08-13 - 2025-08-15,2 days,2025-08-21,27.63,2025-08-22,28.61,1 days,-3.5%,Fall by -1.63%,64.3%
Sell,2025-09-15 - 2025-09-18,3 days,2025-09-30,28.79,2025-10-01,28.74,1 days,0.2%,Fall by 3.13%,64.5%
