Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Symbol,Signal,Signal Date,SignalType
TRENDPULSE,"CEN.NZ, Long, 2025-11-04 (Price: 9.53)",Daily,No Exit Yet,No Price Target,2025-12-26 (Avg),4.74%/9.16%,"-1.47%, 1.7 month","2025-12-31 (Price: 9.2700), 2.73% below",9.835 (Avg % Gain of Historic Winning trades)/10.42 (Exit Rule)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.2505 (Backtested Max),2026-04-13 (Max)/2025-12-26 (Avg),8.95/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.12,"88.89%, Past 4 years, 27",No Information,No Information,No Information,No Information,No Information,0.53% below/1.47% below/1.47% below,7.56%/1.51%/3.2%,"7.04%, 16.17%",3.7 months/7 days/1.2 month,-0.65%,3.46%,-4.11%,0.55,0.15,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets),CEN.NZ,Long,2025-11-04,portfolio_target_achieved
