Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
FRACTAL TRACK,ATZ.TO,Long,Weekly,2025-04-20,42.08,2025-07-06,74.02,75.90304182509506,54,100.0,13,334,
FRACTAL TRACK,ATZ.TO,Long,Weekly,2022-07-03,34.85,2025-08-03,73.61,111.21951219512195,804,100.0,13,334,
