Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-12-06,92.0,2016-02-21,88.01,2015-11-29,Buy,11 Weeks,-4.34%,Rise by -0.17%,-4.34%,Normal Case
2015-12-27,91.44,2016-04-24,95.87,2015-12-13,Buy,17 Weeks,4.84%,Rise by -10.28%,0.51%,Normal Case
2016-01-24,90.36,2016-04-24,95.87,2016-01-17,Buy,13 Weeks,6.1%,Rise by 11.39%,6.61%,Absolute Extrema Case
2016-01-31,91.84,2016-04-24,95.87,2016-01-10,Buy,12 Weeks,4.39%,Rise by 9.59%,10.99%,Normal Case
2016-02-14,82.04,2016-04-24,95.87,2016-01-24,Buy,10 Weeks,16.86%,Rise by 22.68%,27.85%,Normal Case
2016-02-28,90.82,2016-07-10,97.22,2015-12-20,Buy,19 Weeks,7.05%,Rise by 11.04%,34.9%,Local Extrema Case
2016-04-17,99.55,2016-07-10,97.22,2016-04-10,Buy,12 Weeks,-2.34%,Rise by 1.31%,32.56%,Normal Case
2016-05-01,96.6,2016-07-10,97.22,2016-04-24,Buy,10 Weeks,0.64%,Rise by 14.15%,33.2%,Normal Case
2016-05-22,95.48,2016-09-04,107.86,2016-05-15,Buy,15 Weeks,12.97%,Rise by 15.49%,46.17%,Normal Case
2016-06-26,95.01,2016-09-04,107.86,2016-06-19,Buy,10 Weeks,13.52%,Rise by 16.06%,59.69%,Normal Case
2016-08-28,106.31,2017-02-05,123.01,2016-08-21,Buy,23 Weeks,15.71%,Rise by 24.92%,75.4%,Normal Case
2016-09-04,107.86,2017-02-05,123.01,2016-08-28,Buy,22 Weeks,14.05%,Rise by 23.12%,89.45%,Normal Case
2016-11-06,102.49,2017-02-05,123.01,2016-10-23,Buy,13 Weeks,20.02%,Rise by 29.57%,109.47%,Normal Case
2017-01-01,112.2,2017-03-12,125.0,2016-12-25,Buy,10 Weeks,11.41%,Rise by 18.36%,120.87%,Normal Case
2017-03-26,132.24,2017-06-04,134.7,2017-03-19,Buy,10 Weeks,1.86%,Rise by 16.67%,122.74%,Normal Case
2017-04-02,132.8,2017-06-04,134.7,2017-03-26,Buy,9 Weeks,1.43%,Rise by 16.18%,124.17%,Normal Case
2017-04-16,128.38,2017-08-13,151.19,2015-11-22,Buy,17 Weeks,17.77%,Rise by 20.18%,141.93%,Tangent Case
2017-05-21,134.85,2017-08-13,151.19,2017-05-07,Buy,12 Weeks,12.12%,Rise by 14.42%,154.05%,Normal Case
2017-07-02,130.31,2017-12-10,171.98,2017-06-18,Buy,23 Weeks,31.98%,Rise by 43.02%,186.03%,Normal Case
2017-07-09,132.89,2017-12-10,171.98,2017-07-02,Buy,22 Weeks,29.42%,Rise by 40.24%,215.44%,Normal Case
2017-07-16,139.92,2017-12-10,171.98,2017-06-25,Buy,21 Weeks,22.91%,Rise by 33.2%,238.36%,Normal Case
2017-08-13,151.19,2017-12-10,171.98,2017-07-23,Buy,17 Weeks,13.75%,Rise by 23.27%,252.11%,Normal Case
2017-08-20,152.26,2017-12-10,171.98,2017-08-13,Buy,16 Weeks,12.95%,Rise by 22.4%,265.06%,Normal Case
2017-08-27,154.22,2017-12-10,171.98,2017-08-20,Buy,15 Weeks,11.52%,Rise by 20.85%,276.58%,Normal Case
2017-09-24,165.96,2017-12-10,171.98,2017-09-17,Buy,11 Weeks,3.63%,Rise by 12.3%,280.2%,Normal Case
2017-10-29,178.93,2018-02-11,183.67,2017-10-22,Buy,15 Weeks,2.65%,Rise by 15.41%,282.85%,Normal Case
2017-11-19,180.33,2018-02-11,183.67,2017-11-12,Buy,12 Weeks,1.85%,Rise by 14.52%,284.7%,Normal Case
2017-12-10,171.98,2018-02-11,183.67,2015-12-06,Buy,9 Weeks,6.8%,Rise by 20.08%,291.5%,Tangent Case
2018-01-07,182.87,2018-04-08,194.63,2017-12-24,Buy,13 Weeks,6.43%,Rise by 17.06%,297.93%,Normal Case
2018-03-25,199.11,2018-07-01,197.97,2018-03-11,Buy,14 Weeks,-0.57%,Rise by 7.89%,297.36%,Normal Case
2018-05-27,201.1,2018-08-12,203.89,2018-05-20,Buy,11 Weeks,1.39%,Rise by 9.3%,298.75%,Normal Case
2018-07-29,213.3,2019-02-24,184.89,2018-07-22,Buy,30 Weeks,-13.32%,Rise by -13.57%,285.43%,Normal Case
2018-10-07,183.79,2019-02-24,184.89,2018-09-16,Buy,20 Weeks,0.6%,Rise by -10.95%,286.03%,Normal Case
2018-11-04,174.99,2019-02-24,184.89,2018-10-28,Buy,16 Weeks,5.66%,Rise by -15.17%,291.68%,Normal Case
2019-06-09,196.62,2019-08-11,215.99,2019-03-10,Buy,9 Weeks,9.85%,Rise by 17.41%,301.53%,Local Extrema Case
2019-08-04,219.91,2019-10-06,246.04,2019-07-21,Buy,9 Weeks,11.88%,Rise by 43.83%,313.42%,Normal Case
2019-09-29,243.71,2020-02-02,280.66,2019-09-15,Buy,18 Weeks,15.16%,Rise by 29.79%,328.58%,Normal Case
2019-10-13,260.0,2020-02-02,280.66,2019-09-29,Buy,16 Weeks,7.95%,Rise by 21.65%,336.52%,Normal Case
2020-01-05,297.95,2020-08-02,353.72,2019-12-29,Buy,30 Weeks,18.72%,Rise by -13.76%,355.24%,Normal Case
2020-03-01,276.71,2020-08-02,353.72,2019-12-08,Buy,22 Weeks,27.83%,Rise by 43.06%,383.07%,Local Extrema Case
2020-03-29,252.62,2020-08-02,353.72,2020-03-22,Buy,18 Weeks,40.02%,Rise by 56.7%,423.09%,Normal Case
2020-05-17,292.54,2020-08-02,353.72,2020-02-02,Buy,11 Weeks,20.91%,Rise by 35.31%,444.01%,Local Extrema Case
2020-05-31,329.51,2020-08-02,353.72,2020-05-24,Buy,9 Weeks,7.35%,Rise by 81.48%,451.35%,Normal Case
