Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-15,1.0004,2016-02-14,0.9723,2015-11-08,Buy,13 Weeks,-2.81%,Rise by 1.34%,-2.81%,Absolute Extrema Case
2015-11-22,1.0135,2016-02-14,0.9723,2015-11-15,Buy,12 Weeks,-4.07%,Rise by 0.03%,-6.87%,Normal Case
2015-12-27,0.9862,2016-06-19,0.965,2015-12-13,Buy,25 Weeks,-2.15%,Rise by 0.43%,-9.02%,Normal Case
2016-01-10,0.9937,2016-06-19,0.965,2015-12-20,Buy,23 Weeks,-2.89%,Rise by -0.33%,-11.91%,Absolute Extrema Case
2016-01-10,0.9937,2016-06-19,0.965,2016-01-03,Buy,23 Weeks,-2.89%,Rise by -0.33%,-14.8%,Normal Case
2016-01-24,1.0079,2016-06-19,0.965,2016-01-17,Buy,21 Weeks,-4.26%,Rise by -1.74%,-19.06%,Normal Case
2016-01-31,1.0138,2016-06-19,0.965,2016-01-10,Buy,20 Weeks,-4.81%,Rise by -2.31%,-23.87%,Normal Case
2016-05-15,0.971,2016-08-14,0.975,2016-05-01,Buy,13 Weeks,0.41%,Rise by 6.06%,-23.46%,Normal Case
2016-05-22,0.9903,2016-08-14,0.975,2016-05-15,Buy,12 Weeks,-1.54%,Rise by 3.99%,-25.0%,Normal Case
2016-07-03,0.9762,2016-11-13,0.9872,2016-06-26,Buy,19 Weeks,1.13%,Rise by 5.49%,-23.88%,Normal Case
2016-08-28,0.967,2016-11-13,0.9872,2016-08-21,Buy,11 Weeks,2.09%,Rise by 6.49%,-21.79%,Normal Case
2016-09-04,0.9796,2016-11-13,0.9872,2016-08-28,Buy,10 Weeks,0.78%,Rise by 5.12%,-21.01%,Normal Case
2016-09-18,0.9712,2017-01-01,1.0171,2016-09-11,Buy,15 Weeks,4.73%,Rise by 6.03%,-16.29%,Normal Case
2016-10-16,0.9866,2017-01-01,1.0171,2016-10-09,Buy,11 Weeks,3.09%,Rise by 4.38%,-13.19%,Normal Case
2016-10-30,0.9938,2017-01-01,1.0171,2016-10-23,Buy,9 Weeks,2.34%,Rise by 3.62%,-10.85%,Normal Case
2017-01-01,1.0171,2017-03-26,0.9932,2016-12-18,Buy,12 Weeks,-2.35%,Rise by -0.38%,-13.2%,Normal Case
2017-03-12,1.0123,2017-08-27,0.9652,2017-03-05,Buy,24 Weeks,-4.65%,Rise by -0.44%,-17.85%,Normal Case
2017-04-09,1.0053,2017-08-27,0.9652,2017-03-19,Buy,20 Weeks,-3.99%,Rise by -0.6%,-21.84%,Normal Case
2017-04-16,1.0055,2017-08-27,0.9652,2017-04-09,Buy,19 Weeks,-4.01%,Rise by -0.62%,-25.85%,Normal Case
2017-08-13,0.9617,2017-11-12,0.9939,2017-07-30,Buy,13 Weeks,3.35%,Rise by 3.91%,-22.5%,Normal Case
2017-08-20,0.9622,2017-11-12,0.9939,2017-08-13,Buy,12 Weeks,3.29%,Rise by 3.86%,-19.21%,Normal Case
2017-10-01,0.9706,2018-05-27,0.9913,2017-09-24,Buy,34 Weeks,2.13%,Rise by 3.34%,-17.07%,Normal Case
2017-10-29,0.9981,2018-05-27,0.9913,2017-10-22,Buy,30 Weeks,-0.68%,Rise by 0.49%,-17.75%,Normal Case
2018-02-11,0.9351,2018-05-27,0.9913,2018-02-04,Buy,15 Weeks,6.01%,Rise by 7.26%,-11.74%,Normal Case
2018-03-04,0.9415,2018-05-27,0.9913,2018-02-25,Buy,12 Weeks,5.29%,Rise by 6.53%,-6.46%,Normal Case
2018-03-25,0.9464,2018-05-27,0.9913,2018-03-18,Buy,9 Weeks,4.74%,Rise by 5.98%,-1.71%,Normal Case
2018-04-08,0.9619,2018-07-29,0.994,2018-04-01,Buy,16 Weeks,3.34%,Rise by 4.24%,1.63%,Normal Case
2018-04-29,0.989,2018-07-29,0.994,2018-04-22,Buy,13 Weeks,0.51%,Rise by 1.39%,2.13%,Normal Case
2018-05-06,0.9973,2018-07-29,0.994,2018-04-29,Buy,12 Weeks,-0.33%,Rise by 0.54%,1.8%,Normal Case
2018-06-24,0.9916,2018-12-02,0.9959,2018-06-17,Buy,23 Weeks,0.43%,Rise by 1.52%,2.23%,Normal Case
2018-08-19,0.9973,2018-12-02,0.9959,2018-08-12,Buy,15 Weeks,-0.14%,Rise by 0.94%,2.09%,Normal Case
2018-10-07,0.9913,2019-03-03,0.9973,2018-09-30,Buy,21 Weeks,0.61%,Rise by 1.96%,2.7%,Normal Case
2018-10-14,0.9898,2019-03-03,0.9973,2018-10-07,Buy,20 Weeks,0.76%,Rise by 2.11%,3.46%,Normal Case
2018-10-28,0.9997,2019-03-03,0.9973,2018-08-05,Buy,18 Weeks,-0.24%,Rise by 1.1%,3.22%,Local Extrema Case
2018-10-28,0.9997,2019-03-03,0.9973,2018-10-21,Buy,18 Weeks,-0.24%,Rise by 1.1%,2.98%,Normal Case
2018-11-04,1.002,2019-03-03,0.9973,2018-10-28,Buy,17 Weeks,-0.47%,Rise by 0.87%,2.51%,Normal Case
2018-11-18,1.0067,2019-03-03,0.9973,2018-11-11,Buy,15 Weeks,-0.93%,Rise by 0.4%,1.57%,Normal Case
2018-12-02,0.9959,2019-03-03,0.9973,2018-09-23,Buy,13 Weeks,0.14%,Rise by 1.49%,1.71%,Local Extrema Case
2019-03-10,1.0107,2019-05-12,1.0152,2019-03-03,Buy,9 Weeks,0.45%,Rise by 0.91%,2.16%,Normal Case
2019-03-31,0.9948,2019-10-20,0.9873,2019-03-24,Buy,29 Weeks,-0.75%,Rise by 0.33%,1.41%,Normal Case
2019-05-12,1.0152,2019-10-20,0.9873,2019-04-21,Buy,23 Weeks,-2.75%,Rise by -1.68%,-1.34%,Normal Case
2019-06-02,1.0069,2019-10-20,0.9873,2019-05-26,Buy,20 Weeks,-1.95%,Rise by -0.87%,-3.29%,Normal Case
2019-08-04,0.9901,2019-10-20,0.9873,2019-07-28,Buy,11 Weeks,-0.28%,Rise by 0.81%,-3.57%,Normal Case
2019-10-06,0.9981,2019-12-15,0.985,2019-09-29,Buy,10 Weeks,-1.31%,Rise by 0.03%,-4.88%,Normal Case
2020-02-02,0.9694,2020-04-05,0.9742,2020-01-19,Buy,9 Weeks,0.5%,Rise by 1.99%,-4.39%,Normal Case
2020-03-22,0.9887,2020-10-11,0.9167,2020-03-15,Buy,29 Weeks,-7.28%,Rise by -6.27%,-11.67%,Normal Case
2020-03-29,0.9617,2020-10-11,0.9167,2020-03-22,Buy,28 Weeks,-4.68%,Rise by -3.64%,-16.35%,Normal Case
2020-04-26,0.9763,2020-10-11,0.9167,2020-02-09,Buy,24 Weeks,-6.1%,Rise by -5.08%,-22.45%,Local Extrema Case
2020-05-10,0.9729,2020-10-11,0.9167,2020-05-03,Buy,22 Weeks,-5.78%,Rise by -4.75%,-28.23%,Normal Case
2020-05-17,0.9731,2020-10-11,0.9167,2020-05-10,Buy,21 Weeks,-5.8%,Rise by -4.77%,-34.03%,Normal Case
2020-06-21,0.9517,2020-10-11,0.9167,2020-06-14,Buy,16 Weeks,-3.68%,Rise by -2.63%,-37.71%,Normal Case
2020-07-05,0.9455,2020-10-11,0.9167,2020-06-28,Buy,14 Weeks,-3.05%,Rise by -1.99%,-40.75%,Normal Case
2020-09-13,0.9103,2021-02-21,0.8958,2020-09-06,Buy,23 Weeks,-1.59%,Rise by 3.49%,-42.34%,Normal Case
2020-09-20,0.9083,2021-02-21,0.8958,2020-09-13,Buy,22 Weeks,-1.38%,Rise by 3.72%,-43.72%,Normal Case
2020-09-27,0.9267,2021-02-21,0.8958,2020-09-20,Buy,21 Weeks,-3.33%,Rise by 1.66%,-47.05%,Normal Case
2020-11-01,0.9153,2021-02-21,0.8958,2020-10-25,Buy,16 Weeks,-2.13%,Rise by 2.93%,-49.18%,Normal Case
2020-12-27,0.8909,2021-04-18,0.9219,2020-12-20,Buy,16 Weeks,3.48%,Rise by 5.75%,-45.71%,Normal Case
2021-01-31,0.8886,2021-04-18,0.9219,2021-01-24,Buy,11 Weeks,3.75%,Rise by 6.02%,-41.96%,Normal Case
2021-02-28,0.9056,2021-07-18,0.9178,2021-02-21,Buy,20 Weeks,1.35%,Rise by 2.24%,-40.61%,Normal Case
2021-03-07,0.9293,2021-07-18,0.9178,2021-02-28,Buy,19 Weeks,-1.24%,Rise by -0.37%,-41.85%,Normal Case
