Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2021-10-01,41.1,2022-04-19,53.0,Buy,142 Days,-8.06,Rise by 3.89%,28.95%,28.95%
2022-09-01,52.75,2022-11-07,57.25,Buy,47 Days,-4.17,Rise by 0.0%,8.53%,37.48%
2024-08-02,116.5,2025-02-28,86.6,Buy,150 Days,-4.92,Rise by 6.87%,-25.67%,11.82%
2024-10-01,106.0,2024-10-01,106.0,Buy,0 Days,-9.71,Rise by 0%,0.0%,11.82%
2024-11-01,102.5,2025-06-18,64.6,Buy,163 Days,-7.51,Rise by 0.0%,-36.98%,-25.16%
2025-01-02,85.0,2025-01-02,85.0,Buy,0 Days,-6.01,Rise by 0%,0.0%,-25.16%
2025-01-14,78.4,2025-06-18,64.6,Buy,111 Days,-4.27,Rise by 7.91%,-17.6%,-42.76%
2025-07-22,56.4,2025-08-28,47.8,Buy,27 Days,-3.07,Rise by -16.4%,-15.25%,-58.01%
2025-09-05,47.2,2025-09-05,47.2,Buy,0 Days,-5.76,Rise by 0%,0.0%,-58.01%
