Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
FRACTAL TRACK,SJ.TO,Long,Daily,2025-08-06,78.49,2025-09-19,77.92,-0.7262071601477809,32,100.0,31,62,
FRACTAL TRACK,SJ.TO,Long,Daily,2025-06-20,75.21,2025-07-08,81.36,8.177104108496218,12,100.0,31,62,
