Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2023-02-02,8.99,2023-05-30,14.71,83 days,2022-11-11/8.41,63.63%,63.63%,Rise by -10.01%,63.63%,
Buy,2024-02-06,21.87,2024-09-13,35.59,158 days,2023-11-20/21.34,62.73%,62.73%,Rise by 20.99%,126.36%,
Buy,2024-10-03,39.24,2024-11-15,65.77,31 days,2021-01-27/39.0,67.61%,67.61%,Rise by 67.61%,193.97%,
Buy,2025-05-13,128.1,2025-05-13,128.1,0 days,2025-02-18/124.62,0.00%,0.00%,Rise by 0%,193.97%,
