Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2023-05-14,9.5,2023-06-18,16.3,24 days,2023-02-19/9.2,71.58%,71.58%,Rise by 91.58%,71.58%
Buy,2023-07-16,16.4,2024-07-07,27.23,254 days,2023-06-18/16.3,66.04%,66.04%,Rise by -13.84%,137.62%
Buy,2024-09-15,35.59,2024-11-10,58.39,39 days,2021-01-31/35.18,64.06%,64.06%,Rise by 126.33%,201.68%
Buy,2025-02-02,82.49,2025-06-15,137.4,94 days,2024-12-22/80.55,66.57%,66.57%,Rise by -10.28%,268.24%
Buy,2025-07-13,142.1,2025-07-13,142.1,0 days,2025-06-15/137.4,0.00%,0.00%,Rise by 0%,268.24%
