Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2016-07-24,661.285,2016-07-31,624.681,2014-09-21-2015-01-18,272.203-384.532,Sell,4 days,5.54%,Fall by -54.75%,5.54%
2017-12-24,13925.7998,2018-01-07,16477.5996,2015-08-30-2017-12-17,199.567-20089.0,Sell,9 days,-18.32%,Fall by 41.35%,-12.79%
2019-06-30,10817.1553,2019-07-14,10256.0586,2018-12-16-2019-06-30,3191.3035-13796.4893,Sell,9 days,5.19%,Fall by 20.98%,-7.6%
2019-10-20,8222.0781,2019-10-20,8222.0781,2015-08-30-2017-12-17,199.567-20089.0,Buy,0 days,0.0%,Rise by 0%,-7.6%
2020-07-12,9276.5,2020-08-02,11053.6143,2019-06-30-2019-12-22,7518.0332-10491.8525,Sell,14 days,-19.16%,Fall by -214.56%,-26.76%
2020-09-27,10775.2695,2024-05-05,64031.1328,2018-12-16-2019-06-30,3191.3035-13796.4893,Buy,939 days,494.24%,Rise by -12.78%,467.48%
2021-04-25,49004.2539,2021-05-02,56631.0781,2020-03-15-2021-04-18,4106.981-64863.0977,Sell,4 days,-15.56%,Fall by 36.96%,451.92%
2021-05-23,34770.582,2021-05-23,34770.582,2019-06-30-2020-03-15,8177.7935-10491.8525,Sell,0 days,-0.0%,Fall by 0%,451.92%
2021-10-10,54771.5781,2021-12-12,50098.3359,2015-08-30-2021-04-18,199.567-64863.0977,Buy,44 days,-8.53%,Rise by -24.31%,443.39%
2021-12-05,49368.8477,2021-12-19,46707.0156,2020-03-15-2021-11-14,4106.981-68789.625,Sell,9 days,5.39%,Fall by 17.72%,448.78%
2021-12-19,46707.0156,2022-01-09,41911.6016,2021-04-18-2021-06-27,35721.6406-52829.5352,Sell,14 days,10.27%,Fall by 10.03%,459.05%
2022-02-13,42197.5156,2024-05-05,64031.1328,2018-12-16-2021-04-18,3191.3035-64863.0977,Buy,579 days,51.74%,Rise by -12.78%,510.79%
2022-03-13,37849.6641,2022-03-13,37849.6641,2015-08-30-2021-11-14,199.567-68789.625,Buy,0 days,0.0%,Rise by 0%,510.79%
2022-07-03,19297.0762,2022-07-03,19297.0762,2020-03-15-2021-11-14,4106.981-68789.625,Buy,0 days,0.0%,Rise by 0%,510.79%
2022-09-25,18802.0977,2022-10-09,19446.4258,2022-04-03-2022-06-19,26795.5898-44403.1406,Sell,9 days,-3.43%,Fall by 15.44%,507.36%
2023-08-20,26189.584,2023-10-22,29993.8965,2022-04-03-2022-11-27,16771.4746-44403.1406,Sell,44 days,-14.53%,Fall by -104.87%,492.83%
2024-04-21,64926.6445,2024-05-12,61448.3945,2021-11-14-2022-01-30,38825.4102-62333.9141,Sell,14 days,5.36%,Fall by 9.11%,498.19%
2024-05-19,66278.3672,2024-06-30,62678.293,2020-03-15-2024-03-17,4106.981-73750.0703,Buy,29 days,-5.43%,Rise by -12.5%,492.76%
2024-07-07,55849.1094,2024-07-21,68154.5234,2022-11-27-2024-03-17,15599.0469-73750.0703,Sell,9 days,-22.03%,Fall by 19.53%,470.73%
2024-07-21,68154.5234,2025-08-10,119306.7578,2018-12-16-2021-11-14,3191.3035-68789.625,Buy,274 days,75.05%,Rise by -8.26%,545.78%
2024-09-22,63648.7109,2024-09-22,63648.7109,2022-11-27-2024-03-17,15599.0469-73750.0703,Buy,0 days,0.0%,Rise by 0%,545.78%
2025-03-02,94248.3516,2025-03-09,80601.0391,2024-03-17-2024-08-11,62673.7656-64545.3164,Sell,4 days,14.48%,Fall by -34.29%,560.26%
2025-09-21,115306.0938,2025-10-19,108666.7109,2025-01-26-2025-04-13,86015.1875-99471.3594,Sell,19 days,5.76%,Fall by -0.73%,566.02%
2025-10-12,115169.7656,2025-10-19,108666.7109,2024-08-11-2025-10-12,49121.2383-126198.0703,Sell,4 days,5.65%,Fall by -0.73%,571.66%
