Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2000-06-30,6.72,2016-03-31,58.46,4108 days,770.020000%,770.020000%,Rise by 46.600000%,770.020000%,
Buy,2019-03-31,41.72,2019-03-31,41.72,0 days,0.00%,0.00%,Rise by 0%,770.020000%,
