Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-27 - 2019-12-31,2 days,2020-01-07,29.5,2020-01-10,28.45,3 days,3.6%,Fall by 5.32%,3.6%,
Sell,2020-02-20 - 2020-02-24,2 days,2020-03-10,27.49,2020-03-17,25.5,5 days,7.2%,Fall by 11.35%,10.8%,
Buy,2020-03-13 - 2020-03-16,1 days,2020-04-02,25.04,2020-04-06,26.34,2 days,5.2%,Rise by 48.6%,16.0%,
Sell,2020-04-13 - 2020-04-14,1 days,2020-04-27,33.79,2020-05-05,34.79,6 days,-3.0%,Fall by 4.02%,13.0%,
Sell,2020-04-24 - 2020-05-05,7 days,2020-05-12,33.84,2020-05-14,35.16,2 days,-3.9%,Fall by 4.17%,9.1%,
Sell,2020-07-21 - 2020-07-23,2 days,2020-07-29,43.13,2020-07-31,42.94,2 days,0.4%,Fall by 12.75%,9.6%,
Buy,2020-08-13 - 2020-08-25,8 days,2020-08-28,41.96,2020-09-23,37.63,18 days,-10.3%,Rise by 2.12%,-0.7%,
Buy,2020-09-23 - 2020-09-24,1 days,2020-10-05,39.57,2020-11-19,35.52,33 days,-10.2%,Rise by 4.68%,-11.0%,
Sell,2020-10-13 - 2020-10-14,1 days,2020-10-19,39.16,2020-10-30,37.49,9 days,4.3%,Fall by 12.26%,-6.7%,
Sell,2020-10-14 - 2020-11-06,17 days,2020-11-11,37.15,2020-11-20,35.9,7 days,3.4%,Fall by 9.18%,-3.4%,
Buy,2021-01-19 - 2021-01-27,6 days,2021-01-29,34.51,2021-03-01,30.9,21 days,-10.5%,Rise by -10.46%,-13.8%,
Sell,2021-02-10 - 2021-02-11,1 days,2021-02-17,33.22,2021-02-19,32.74,2 days,1.4%,Fall by 4.18%,-12.4%,
Sell,2021-03-17 - 2021-04-06,14 days,2021-04-12,33.96,2021-04-15,35.71,3 days,-5.2%,Fall by 0.94%,-17.5%,
Sell,2021-05-18 - 2021-05-19,1 days,2021-05-24,39.43,2021-06-04,38.68,9 days,1.9%,Fall by 11.41%,-15.6%,
Buy,2021-06-18 - 2021-06-29,7 days,2021-07-01,33.96,2021-09-20,30.45,57 days,-10.3%,Rise by 3.33%,-26.0%,
Sell,2021-08-03 - 2021-08-04,1 days,2021-08-09,32.43,2021-08-23,32.12,10 days,1.0%,Fall by 10.85%,-25.0%,
Buy,2021-09-27 - 2021-09-29,2 days,2021-10-01,29.33,2021-10-12,31.14,7 days,6.2%,Rise by 14.05%,-18.8%,
Sell,2021-10-14 - 2021-10-20,4 days,2021-10-26,33.25,2021-11-04,31.75,7 days,4.5%,Fall by 10.68%,-14.3%,
Sell,2021-11-15 - 2021-11-16,1 days,2021-11-19,33.67,2021-11-24,32.42,3 days,3.7%,Fall by 10.57%,-10.6%,
Buy,2021-12-02 - 2021-12-03,1 days,2021-12-16,31.19,2022-01-19,32.79,24 days,5.1%,Rise by 5.13%,-5.5%,
Sell,2022-03-07 - 2022-03-08,1 days,2022-03-14,36.73,2022-03-17,37.7,3 days,-2.6%,Fall by 12.25%,-8.1%,
Sell,2022-04-04 - 2022-04-05,1 days,2022-04-20,40.13,2022-04-26,34.9,4 days,13.0%,Fall by 14.68%,4.9%,
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-19,32.15,2022-06-23,28.91,25 days,-10.1%,Rise by -10.08%,-5.2%,
Buy,2022-06-15 - 2022-06-23,6 days,2022-06-27,29.47,2022-07-12,26.26,11 days,-10.9%,Rise by -12.76%,-16.1%,
Buy,2022-07-13 - 2022-07-14,1 days,2022-07-22,25.41,2022-08-08,27.0,11 days,6.3%,Rise by 7.12%,-9.8%,
Sell,2022-10-13 - 2022-10-19,4 days,2022-10-28,24.72,2022-11-01,24.7,2 days,0.1%,Fall by -11.89%,-9.7%,
Buy,2022-10-26 - 2022-11-01,4 days,2022-11-04,24.95,2022-11-08,26.66,2 days,6.9%,Rise by 20.4%,-2.9%,
Sell,2022-11-14 - 2022-11-15,1 days,2022-11-28,27.3,2022-11-29,28.15,1 days,-3.1%,Fall by -1.32%,-6.0%,
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-06,28.85,2022-12-13,29.78,5 days,-3.2%,Fall by 7.52%,-9.2%,
Sell,2022-12-01 - 2022-12-13,8 days,2022-12-16,28.6,2022-12-27,29.6,7 days,-3.5%,Fall by 6.71%,-12.7%,
Buy,2023-02-23 - 2023-02-24,1 days,2023-03-10,27.2,2023-03-13,29.1,1 days,7.0%,Rise by 31.87%,-5.7%,
Sell,2023-03-30 - 2023-04-05,4 days,2023-04-17,34.3,2023-04-20,34.06,3 days,0.7%,Fall by 11.78%,-5.0%,
Sell,2023-04-13 - 2023-05-04,15 days,2023-05-10,35.0,2023-05-15,33.91,3 days,3.1%,Fall by 13.11%,-1.9%,
Buy,2023-05-25 - 2023-05-30,3 days,2023-06-13,30.89,2023-07-18,32.63,25 days,5.6%,Rise by 5.63%,3.7%,
Sell,2023-06-12 - 2023-06-16,4 days,2023-06-22,29.85,2023-06-23,29.79,1 days,0.2%,Fall by 8.04%,3.9%,
Buy,2023-06-22 - 2023-06-28,4 days,2023-06-30,30.11,2023-07-12,31.82,8 days,5.7%,Rise by -1.93%,9.6%,
Sell,2023-07-14 - 2023-07-18,2 days,2023-07-21,31.49,2023-07-28,30.72,5 days,2.4%,Fall by 10.42%,12.1%,
Sell,2023-10-17 - 2023-10-18,1 days,2023-10-24,29.26,2023-10-27,29.2,3 days,0.2%,Fall by 7.59%,12.3%,
Sell,2023-11-30 - 2023-12-01,1 days,2023-12-08,29.68,2023-12-13,30.7,3 days,-3.4%,Fall by 7.31%,8.8%,
Buy,2024-01-18 - 2024-01-22,2 days,2024-01-30,28.15,2024-03-07,29.61,27 days,5.2%,Rise by 7.6%,14.0%,
Buy,2024-02-09 - 2024-02-13,2 days,2024-02-26,26.25,2024-03-04,28.51,5 days,8.6%,Rise by 15.39%,22.6%,
Sell,2024-03-11 - 2024-03-13,2 days,2024-03-18,29.74,2024-03-27,30.96,7 days,-4.1%,Fall by -9.38%,18.5%,
Sell,2024-04-03 - 2024-04-09,4 days,2024-04-16,33.03,2024-04-19,34.07,3 days,-3.1%,Fall by -0.36%,15.4%,
Buy,2024-06-11 - 2024-06-17,4 days,2024-06-20,34.55,2024-07-10,37.05,14 days,7.2%,Rise by 13.69%,22.6%,
Sell,2024-07-12 - 2024-07-17,3 days,2024-07-22,37.45,2024-07-24,37.23,2 days,0.6%,Fall by 7.32%,23.2%,
Buy,2024-07-29 - 2024-08-05,5 days,2024-08-08,35.55,2024-08-13,37.38,3 days,5.1%,Rise by 17.13%,28.3%,
Sell,2024-08-20 - 2024-09-18,21 days,2024-09-30,39.82,2024-10-04,39.55,4 days,0.7%,Fall by 10.7%,29.0%,
Sell,2024-12-05 - 2024-12-09,2 days,2024-12-13,36.65,2024-12-20,34.73,5 days,5.2%,Fall by -7.67%,34.3%,
Buy,2024-12-20 - 2024-12-30,6 days,2025-01-02,35.34,2025-01-21,37.61,13 days,6.4%,Rise by 20.29%,40.7%,
Sell,2025-02-13 - 2025-02-14,1 days,2025-02-24,40.97,2025-02-26,40.86,2 days,0.3%,Fall by -1.17%,41.0%,
Sell,2025-03-17 - 2025-03-18,1 days,2025-04-07,41.45,2025-04-09,44.99,2 days,-8.5%,Fall by -9.89%,32.4%,
Sell,2025-04-16 - 2025-04-21,3 days,2025-04-30,49.01,2025-05-05,48.72,3 days,0.6%,Fall by -3.51%,33.0%,
Sell,2025-06-05 - 2025-06-13,6 days,2025-06-18,53.0,2025-06-25,51.92,5 days,2.0%,Fall by -35.96%,35.0%,
Buy,2025-07-01 - 2025-07-08,5 days,2025-07-18,51.13,2025-07-22,54.48,2 days,6.6%,Rise by 65.15%,41.6%,
Sell,2025-07-07 - 2025-07-14,5 days,2025-07-17,51.24,2025-07-18,51.13,1 days,0.2%,Fall by -40.63%,41.8%,
Sell,2025-08-06 - 2025-08-08,2 days,2025-08-19,56.6,2025-08-20,58.32,1 days,-3.0%,Fall by -27.31%,38.8%,
Sell,2025-09-12 - 2025-09-15,1 days,2025-09-18,68.79,2025-09-19,72.36,1 days,-5.2%,Fall by -4.75%,33.6%,
Sell,2025-10-15 - 2025-10-16,1 days,2025-10-21,72.79,2025-10-28,71.02,5 days,2.4%,Fall by 1.0%,36.0%,
