Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-11-11,59.36,2020-12-30,61.56,Buy,34 days,Rise by 5.880000%,3.71
2020-11-24,60.41,2020-12-30,61.56,Buy,25 days,Rise by 4.050000%,1.91
2021-01-07,54.82,2021-01-19,58.13,Sell,7 days,Fall by -0.450000%,-6.03
2021-02-26,56.47,2021-03-09,60.61,Buy,6 days,Rise by 12.080000%,7.34
2021-04-14,61.18,2021-05-06,58.82,Sell,15 days,Fall by 10.120000%,3.86
2021-07-27,54.6,2021-08-17,54.03,Sell,14 days,Fall by 3.750000%,1.05
2021-10-22,50.06,2021-11-05,52.07,Buy,9 days,Rise by 8.390000%,4.02
2021-12-06,51.44,2021-12-14,55.84,Buy,5 days,Rise by 11.880000%,8.55
2022-04-27,61.39,2022-05-10,59.44,Sell,8 days,Fall by 13.150000%,3.18
2022-09-27,60.79,2022-10-03,56.78,Sell,3 days,Fall by 11.810000%,6.6
2023-03-29,61.49,2023-05-18,63.39,Buy,35 days,Rise by 4.420000%,3.09
2023-05-12,62.31,2023-05-31,62.66,Buy,12 days,Rise by 2.840000%,0.56
2023-07-14,62.01,2024-01-12,46.88,Buy,129 days,Rise by -10.260000%,-24.4
2023-08-02,57.87,2023-08-09,56.06,Sell,4 days,Fall by 11.580000%,3.13
2023-08-03,55.65,2023-08-21,52.54,Sell,11 days,Fall by 10.640000%,5.59
2023-08-16,54.13,2023-08-22,52.22,Sell,3 days,Fall by 8.130000%,3.53
2023-10-26,37.42,2023-11-01,39.41,Sell,3 days,Fall by -12.690000%,-5.32
2024-01-12,46.88,2024-01-29,48.25,Sell,10 days,Fall by -0.020000%,-2.92
2024-03-01,45.81,2024-03-11,46.76,Buy,5 days,Rise by 6.530000%,2.07
2024-03-05,46.57,2024-05-22,48.95,Buy,55 days,Rise by 4.790000%,5.11
2024-04-11,42.38,2024-04-18,41.16,Sell,4 days,Fall by -7.200000%,2.88
2024-07-04,46.46,2024-07-16,52.4,Buy,7 days,Rise by 15.710000%,12.79
2024-11-01,57.3,2024-11-06,59.89,Sell,2 days,Fall by 8.170000%,-4.52
2024-12-09,60.37,2024-12-17,56.31,Sell,5 days,Fall by 9.060000%,6.73
2024-12-17,56.31,2024-12-24,55.21,Sell,4 days,Fall by 2.500000%,1.95
2025-01-22,59.49,2025-06-18,55.46,Buy,104 days,Rise by 1.780000%,-6.77
2025-01-28,58.86,2025-03-04,55.91,Sell,24 days,Fall by 11.520000%,5.01
2025-02-11,58.1,2025-03-07,53.64,Sell,17 days,Fall by 10.360000%,7.68
2025-02-26,58.03,2025-03-07,53.64,Sell,6 days,Fall by 10.600000%,7.57
2025-06-23,56.86,2025-07-07,57.68,Buy,9 days,Rise by 16.110000%,1.44
2025-07-08,57.02,2025-08-06,54.36,Sell,20 days,Fall by 7.000000%,4.67
2025-07-31,54.09,2025-08-22,55.96,Sell,15 days,Fall by -2.110000%,-3.46
2025-08-27,55.91,2025-10-02,59.12,Buy,25 days,Rise by 18.080000%,5.74
