Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-01-29,3294.64,2012-03-25,3449.3,Buy,39 days,Rise by 7.740000%,4.69
2012-03-18,3505.02,2012-09-02,3666.68,Buy,119 days,Rise by 1.280000%,4.61
2013-04-14,4435.77,2013-05-19,4597.84,Buy,24 days,Rise by 3.320000%,3.65
2014-08-10,5055.2,2014-09-07,5253.87,Sell,19 days,Fall by -1.810000%,-3.93
2015-01-18,5616.73,2015-02-22,5748.95,Buy,24 days,Rise by 5.200000%,2.35
2015-02-01,5744.0,2015-03-29,5854.25,Buy,39 days,Rise by 2.160000%,1.92
2015-02-08,5797.59,2015-03-29,5854.25,Buy,34 days,Rise by 1.210000%,0.98
2015-12-27,6225.53,2016-03-27,6662.55,Buy,64 days,Rise by 12.830000%,7.02
2016-02-28,6224.98,2016-03-27,6662.55,Buy,19 days,Rise by 12.840000%,7.03
2016-03-13,6515.41,2016-04-17,6844.74,Buy,24 days,Rise by 7.810000%,5.05
2016-03-27,6662.55,2016-05-01,6820.58,Buy,24 days,Rise by 5.430000%,2.37
2016-10-23,6958.4,2017-01-01,6881.22,Sell,49 days,Fall by -14.640000%,1.11
2016-11-13,6697.78,2017-01-08,6970.66,Sell,39 days,Fall by -20.710000%,-4.07
2017-06-04,7499.97,2017-07-16,7649.77,Buy,29 days,Rise by 4.980000%,2.0
2017-12-24,8396.43,2018-06-03,8636.16,Buy,114 days,Rise by 1.420000%,2.86
2018-09-02,9313.2,2019-03-31,9844.95,Buy,149 days,Rise by 14.410000%,5.71
2018-09-23,9375.97,2019-04-14,9768.33,Buy,144 days,Rise by 19.660000%,4.18
2018-11-25,8701.38,2019-01-20,9097.71,Sell,39 days,Fall by -25.000000%,-4.55
2019-12-01,11316.58,2020-01-19,11800.21,Buy,34 days,Rise by 6.690000%,4.27
2019-12-29,11602.12,2020-09-20,11633.52,Buy,189 days,Rise by 4.060000%,0.27
2020-01-26,11877.81,2020-10-04,11822.84,Buy,179 days,Rise by -17.270000%,-0.46
2020-09-20,11633.52,2020-10-11,12280.54,Sell,14 days,Fall by -4.700000%,-5.56
2021-05-16,12367.86,2021-07-04,12711.84,Sell,34 days,Fall by -2.110000%,-2.78
2022-01-30,11852.15,2022-06-05,11417.34,Sell,89 days,Fall by 10.660000%,3.67
2023-07-09,11980.12,2024-04-28,11805.09,Buy,209 days,Rise by -10.130000%,-1.46
2023-08-27,11467.66,2023-10-08,11287.03,Sell,29 days,Fall by 6.110000%,1.58
2024-03-10,11923.72,2024-08-11,12243.46,Buy,109 days,Rise by 7.730000%,2.68
2024-06-02,11867.29,2024-08-11,12243.46,Buy,49 days,Rise by 8.240000%,3.17
2024-07-14,12134.97,2024-09-08,12615.51,Buy,39 days,Rise by 5.860000%,3.96
2024-07-28,12349.47,2024-10-27,12771.61,Buy,64 days,Rise by 4.020000%,3.42
2025-08-17,12889.38,2025-09-28,13111.73,Buy,29 days,Rise by 5.110000%,1.73
2025-09-14,13227.9,2025-09-14,13227.9,Buy,0 days,Rise by 2.420000%,0.0
