Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-11,39.36,2021-02-22,38.12,2020-12-22-2021-01-14,39.45-44.68,Sell,7 days,3.15%,Fall by -4.54%,3.15%,
2021-03-22,40.53,2021-03-24,39.85,2021-02-04-2021-02-24,38.75-40.41,Sell,2 days,1.68%,Fall by -4.22%,4.83%,
2021-04-28,41.7,2021-05-19,44.02,2021-01-14-2021-03-15,36.9-42.38,Buy,15 days,5.56%,Rise by 3.43%,10.39%,
2021-05-28,44.35,2021-06-25,44.1,2021-04-21-2021-05-05,42.13-42.0,Sell,20 days,0.56%,Fall by -9.57%,10.96%,
2021-09-14,50.39,2022-01-06,50.63,2021-01-14-2021-08-23,36.9-52.64,Buy,82 days,0.48%,Rise by 8.83%,11.43%,
2021-11-01,48.32,2021-11-02,48.35,2021-08-23-2021-10-12,48.44-51.81,Sell,1 days,-0.06%,Fall by 4.32%,11.37%,
2021-12-16,47.42,2021-12-21,50.94,2021-08-23-2021-11-30,47.75-51.81,Sell,3 days,-7.42%,Fall by 4.65%,3.95%,
2022-02-16,51.5,2022-02-18,49.66,2021-12-31-2022-01-24,49.95-52.67,Sell,2 days,3.57%,Fall by 6.63%,7.52%,
2022-02-18,49.66,2022-02-28,49.75,2021-01-14-2022-02-09,36.9-55.42,Sell,6 days,-0.18%,Fall by -9.87%,7.34%,
2022-02-28,49.75,2022-05-06,55.21,2021-11-30-2022-02-09,45.75-55.42,Buy,49 days,10.97%,Rise by 0.24%,18.31%,
2022-03-08,46.37,2022-03-10,49.18,2021-11-30-2022-02-09,45.75-55.42,Sell,2 days,-6.06%,Fall by -11.14%,12.25%,
2022-04-26,56.11,2022-04-29,57.19,2022-02-09-2022-03-08,46.85-54.2,Sell,3 days,-1.92%,Fall by 4.42%,10.33%,
2022-05-13,58.44,2022-08-23,59.1,2021-11-30-2022-05-02,45.75-59.6,Buy,72 days,1.13%,Rise by 1.84%,11.46%,
2022-05-24,55.26,2022-08-24,58.02,2022-03-08-2022-05-02,45.23-59.6,Buy,66 days,4.99%,Rise by 3.74%,16.45%,
2022-06-07,57.47,2022-06-10,54.7,2022-05-02-2022-05-19,56.23-57.41,Sell,3 days,4.82%,Fall by 8.21%,21.27%,
2022-06-30,50.21,2022-07-28,56.69,2021-01-14-2022-05-02,36.9-59.6,Sell,20 days,-12.91%,Fall by 0.44%,8.37%,
2022-08-11,58.41,2022-08-30,56.57,2022-05-02-2022-06-30,51.99-57.41,Sell,13 days,3.15%,Fall by 3.61%,11.52%,
2022-09-02,59.46,2023-02-28,64.01,2022-06-30-2022-08-18,49.58-60.66,Buy,127 days,7.65%,Rise by 6.16%,19.17%,
2022-10-20,57.11,2022-11-11,62.9,2022-08-18-2022-09-23,55.82-59.61,Sell,16 days,-10.14%,Fall by 5.41%,9.03%,
2023-02-27,64.12,2023-02-28,64.01,2022-11-11-2022-12-28,60.15-62.48,Sell,1 days,0.17%,Fall by 4.8%,9.2%,
2023-02-28,64.01,2023-09-21,70.63,2022-09-23-2023-02-17,54.12-65.95,Buy,147 days,10.34%,Rise by 5.73%,19.54%,
2023-03-06,65.08,2023-07-04,67.68,2022-03-08-2023-02-17,45.23-65.95,Buy,86 days,4.0%,Rise by -0.07%,23.54%,
2023-03-20,62.72,2023-10-18,73.93,2021-01-14-2023-02-17,36.9-65.95,Buy,152 days,17.87%,Rise by 8.25%,41.41%,
2023-04-11,67.93,2023-04-11,67.93,2022-11-11-2023-02-07,59.83-62.48,Sell,0 days,-0.0%,Fall by 0%,41.41%,
2023-04-24,67.45,2023-05-03,67.33,2022-09-23-2023-04-03,54.12-68.4,Buy,7 days,-0.18%,Rise by 0.56%,41.23%,
2023-05-18,66.06,2023-07-07,65.26,2022-06-30-2023-04-03,49.58-68.4,Buy,36 days,-1.21%,Rise by 3.63%,40.02%,
2023-05-25,66.61,2023-07-04,67.68,2021-11-30-2023-04-03,45.75-68.4,Buy,28 days,1.61%,Rise by -0.07%,41.63%,
2023-06-12,64.59,2023-06-12,64.59,2023-04-03-2023-05-23,66.12-67.32,Sell,0 days,-0.0%,Fall by 0%,41.63%,
2023-06-14,65.04,2023-09-08,71.5,2022-03-08-2023-04-03,45.23-68.4,Buy,62 days,9.93%,Rise by 4.45%,51.56%,
2023-07-13,66.31,2023-09-08,71.5,2022-09-23-2023-06-28,54.12-68.9,Buy,41 days,7.83%,Rise by 4.45%,59.39%,
2023-07-28,66.69,2023-09-08,71.5,2023-06-26-2023-06-28,63.29-68.9,Buy,30 days,7.21%,Rise by 4.45%,66.6%,
2023-09-12,72.14,2023-09-12,72.14,2023-04-03-2023-06-26,64.98-67.32,Sell,0 days,-0.0%,Fall by 0%,66.6%,
2023-11-21,78.29,2023-12-01,76.93,2023-09-15-2023-10-02,70.47-72.96,Sell,8 days,1.74%,Fall by 3.44%,68.34%,
2023-12-01,76.93,2024-01-16,78.81,2023-06-26-2023-11-23,63.29-80.28,Buy,32 days,2.44%,Rise by 9.47%,70.78%,
2023-12-18,74.74,2024-01-29,80.02,2022-03-08-2023-11-23,45.23-80.28,Buy,30 days,7.06%,Rise by 7.81%,77.85%,
2024-01-17,78.91,2024-01-18,81.3,2023-11-23-2023-12-14,77.32-78.9,Sell,1 days,-3.03%,Fall by 3.2%,74.82%,
2024-03-05,83.65,2024-03-05,83.65,2023-06-26-2024-02-26,63.29-87.27,Buy,0 days,0.0%,Rise by 0%,74.82%,
2024-03-20,81.52,2024-03-20,81.52,2022-09-23-2024-02-26,54.12-87.27,Buy,0 days,0.0%,Rise by 0%,74.82%,
2024-03-25,77.77,2024-03-25,77.77,2021-01-14-2024-02-26,36.9-87.27,Buy,0 days,0.0%,Rise by 0%,74.82%,
2024-03-27,77.26,2024-04-02,74.68,2022-09-23-2024-02-26,54.12-87.27,Sell,4 days,3.34%,Fall by -0.05%,78.16%,
2024-04-01,75.64,2024-04-09,75.74,2022-06-30-2024-02-26,49.58-87.27,Sell,6 days,-0.13%,Fall by 1.35%,78.03%,
