Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2002-09-30,1.8542,2002-12-31,1.25,1996-09-30-2002-06-30,0.1594-2.6458,Sell,66 days,32.59%,Fall by -54.4%,32.59%
2003-09-30,2.1042,2008-03-31,2.7167,1996-09-30-2002-06-30,0.1594-2.6458,Buy,1174 days,29.11%,Rise by -13.56%,61.69%
2004-06-30,1.93,2004-09-30,2.5208,2003-03-31-2003-12-31,1.0833-2.6042,Sell,66 days,-30.61%,Fall by -71.57%,31.08%
2006-09-30,4.0133,2007-06-30,3.71,2003-03-31-2006-03-31,1.0833-4.8333,Sell,194 days,7.56%,Fall by 26.77%,38.64%
2007-06-30,3.71,2007-09-30,3.4017,1996-09-30-2006-03-31,0.1594-4.8333,Sell,64 days,8.31%,Fall by 33.56%,46.95%
2017-12-31,33.005,2018-03-31,29.0,2006-03-31-2008-09-30,2.4667-3.9167,Sell,64 days,12.13%,Fall by -47.93%,59.08%
2018-12-31,33.975,2024-12-31,79.72,2008-09-30-2016-09-30,1.72-34.74,Buy,1566 days,134.64%,Rise by -10.59%,193.73%
2020-12-31,43.5,2021-03-31,40.73,2018-06-30-2020-09-30,26.275-47.57,Sell,64 days,6.37%,Fall by -66.78%,200.1%
2021-09-30,48.75,2021-09-30,48.75,2008-09-30-2020-09-30,1.72-47.57,Buy,0 days,0.0%,Rise by 0%,200.1%
2025-03-31,70.97,2025-06-30,67.69,2018-06-30-2024-03-31,26.275-87.27,Sell,65 days,4.62%,Fall by -5.3%,204.72%
2025-09-30,74.25,2025-09-30,74.25,2008-09-30-2024-03-31,1.72-87.27,Buy,0 days,0.0%,Rise by 0%,204.72%
