Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-06-29,215.02,2020-07-06,240.0,Sell,4 days,Fall by -15.400000%,-11.62
2020-08-24,276.02,2020-08-28,289.0,Buy,3 days,Rise by 14.900000%,4.7
2020-12-11,264.54,2021-02-16,270.7,Buy,46 days,Rise by -15.940000%,2.33
2021-02-17,270.83,2021-02-23,252.75,Sell,3 days,Fall by 12.760000%,6.68
2021-04-05,225.3,2021-04-12,244.01,Sell,4 days,Fall by 8.530000%,-8.3
2021-05-03,230.71,2021-05-10,219.53,Sell,4 days,Fall by 9.270000%,4.85
2021-05-14,209.51,2021-06-25,228.5,Sell,29 days,Fall by 0.090000%,-9.06
2021-06-24,218.38,2021-06-30,226.78,Buy,3 days,Rise by -12.190000%,3.85
2021-06-25,228.5,2022-07-01,116.0,Buy,264 days,Rise by -10.070000%,-49.23
2021-07-08,199.85,2021-08-02,200.09,Sell,16 days,Fall by 6.900000%,-0.12
2021-07-13,209.51,2022-07-01,116.0,Buy,252 days,Rise by -11.190000%,-44.63
2021-08-03,197.38,2022-07-01,116.0,Buy,237 days,Rise by -11.980000%,-41.23
2021-08-05,199.28,2022-07-01,116.0,Buy,235 days,Rise by -19.430000%,-41.79
2021-08-17,173.73,2021-08-24,171.7,Sell,4 days,Fall by 10.060000%,1.17
2021-08-20,157.96,2021-08-24,171.7,Sell,1 days,Fall by 11.600000%,-8.7
2021-10-08,161.52,2021-10-14,166.78,Buy,3 days,Rise by 10.020000%,3.26
2021-11-11,167.85,2022-07-01,116.0,Buy,165 days,Rise by -20.550000%,-30.89
2021-11-17,161.58,2021-11-23,133.66,Sell,3 days,Fall by 24.500000%,17.28
2022-03-23,117.24,2022-07-01,116.0,Buy,71 days,Rise by -11.060000%,-1.06
2022-05-27,93.41,2022-06-09,109.9,Buy,8 days,Rise by 31.020000%,17.65
2022-07-07,122.39,2022-12-19,87.16,Buy,116 days,Rise by -14.100000%,-28.79
2022-07-29,89.37,2022-08-04,97.43,Sell,3 days,Fall by -0.290000%,-9.02
2022-08-23,89.83,2022-08-30,93.84,Buy,4 days,Rise by -10.150000%,4.46
2022-08-25,99.89,2022-12-19,87.16,Buy,81 days,Rise by -10.430000%,-12.74
2022-09-14,88.92,2022-09-21,81.6,Sell,4 days,Fall by 11.090000%,8.23
2022-10-04,84.11,2022-12-06,91.45,Buy,44 days,Rise by -15.270000%,8.73
2022-10-25,63.22,2022-10-26,68.51,Sell,0 days,Fall by -35.480000%,-8.37
2023-04-21,89.13,2023-04-27,84.47,Sell,3 days,Fall by 11.610000%,5.23
2023-07-31,102.16,2024-05-10,80.04,Buy,203 days,Rise by -10.350000%,-21.65
2023-08-29,94.03,2024-05-10,80.04,Buy,182 days,Rise by -10.550000%,-14.88
2023-09-14,88.0,2023-09-21,84.11,Sell,4 days,Fall by 4.920000%,4.42
2024-02-06,78.23,2024-05-10,80.04,Buy,67 days,Rise by -0.700000%,2.31
2024-02-22,76.12,2024-05-07,79.37,Buy,52 days,Rise by 0.350000%,4.27
2024-03-11,74.86,2024-05-06,81.55,Buy,39 days,Rise by -0.010000%,8.94
2024-03-13,76.39,2024-05-07,79.37,Buy,38 days,Rise by -2.020000%,3.9
2024-04-02,72.88,2024-04-29,76.41,Buy,18 days,Rise by 21.490000%,4.84
2024-04-10,74.59,2024-05-06,81.55,Buy,17 days,Rise by 18.700000%,9.33
2024-04-23,72.51,2024-04-29,76.41,Buy,3 days,Rise by 22.110000%,5.38
2024-04-24,74.63,2024-05-06,81.55,Buy,7 days,Rise by 18.640000%,9.27
2024-05-02,80.33,2024-05-21,86.13,Buy,12 days,Rise by 10.220000%,7.22
2024-12-10,89.83,2025-01-31,98.84,Buy,37 days,Rise by -10.350000%,10.03
2025-01-03,85.54,2025-01-29,96.72,Buy,17 days,Rise by 68.050000%,13.07
2025-07-16,115.73,2025-07-23,122.58,Buy,4 days,Rise by 9.620000%,5.92
2025-07-30,117.38,2025-08-13,126.86,Sell,9 days,Fall by -0.600000%,-8.08
2025-09-02,138.55,2025-09-11,155.44,Buy,6 days,Rise by 36.660000%,12.19
