Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2015-08-23,68.18,2015-10-04,63.2,Sell,29 days,Fall by 10.690000%,7.3
2016-04-24,79.89,2016-08-14,98.25,Buy,79 days,Rise by 34.820000%,22.98
2016-06-12,75.92,2016-08-14,98.25,Sell,44 days,Fall by -14.320000%,-29.41
2016-07-24,84.49,2016-09-11,99.62,Buy,34 days,Rise by 27.480000%,17.91
2016-12-25,86.79,2017-01-29,102.07,Sell,24 days,Fall by -104.650000%,-17.61
2017-03-19,105.61,2017-04-23,113.11,Buy,24 days,Rise by 81.030000%,7.1
2017-08-27,171.74,2017-11-26,191.19,Buy,64 days,Rise by 11.330000%,11.33
2018-06-03,204.34,2019-04-07,185.35,Buy,219 days,Rise by -11.500000%,-9.29
2018-08-12,180.01,2018-09-30,164.76,Sell,34 days,Fall by 14.100000%,8.47
2019-02-03,167.97,2019-03-24,176.26,Buy,34 days,Rise by 16.220000%,4.94
2019-02-10,167.36,2019-03-24,176.26,Buy,29 days,Rise by 16.640000%,5.32
2019-12-08,201.89,2020-01-12,223.83,Buy,24 days,Rise by -10.200000%,10.87
2021-05-16,209.51,2021-08-22,157.96,Sell,69 days,Fall by 24.610000%,24.61
2021-07-11,205.94,2021-08-22,157.96,Sell,29 days,Fall by 22.560000%,23.3
2022-09-25,78.8,2022-11-13,70.77,Sell,34 days,Fall by 10.190000%,10.19
2023-01-22,119.86,2024-06-16,73.35,Buy,364 days,Rise by -30.790000%,-38.8
2023-05-28,80.97,2023-07-16,94.56,Sell,34 days,Fall by 10.910000%,-16.78
2023-07-16,94.56,2024-06-16,73.35,Buy,239 days,Rise by -11.150000%,-22.43
2023-12-10,72.14,2024-05-05,81.33,Sell,104 days,Fall by 4.260000%,-12.74
2023-12-24,75.28,2024-06-02,78.34,Buy,114 days,Rise by 0.900000%,4.06
2024-05-05,81.33,2024-10-13,110.14,Buy,114 days,Rise by -11.470000%,35.42
2024-08-18,83.18,2024-10-13,110.14,Buy,39 days,Rise by 37.690000%,32.41
2024-08-25,85.41,2024-10-20,102.43,Buy,39 days,Rise by 68.310000%,19.93
2024-09-29,107.33,2025-03-16,141.1,Buy,119 days,Rise by -17.460000%,31.46
2025-07-13,106.72,2025-08-31,135.0,Sell,34 days,Fall by -59.700000%,-26.5
2025-07-27,120.03,2025-09-28,171.91,Buy,44 days,Rise by 41.990000%,43.22
2025-08-31,135.0,2025-10-05,188.03,Buy,24 days,Rise by 26.240000%,39.28
