Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-29,16.98,2016-04-03,21.4,2015-11-08,Buy,18 Weeks,26.03%,Rise by -11.72%,26.03%,Normal Case
2015-12-06,18.69,2016-04-03,21.4,2015-11-29,Buy,17 Weeks,14.5%,Rise by -19.8%,40.53%,Normal Case
2015-12-13,18.29,2016-04-03,21.4,2015-11-22,Buy,16 Weeks,17.0%,Rise by 27.17%,57.53%,Absolute Extrema Case
2015-12-13,18.29,2016-04-03,21.4,2015-12-06,Buy,16 Weeks,17.0%,Rise by 27.17%,74.54%,Normal Case
2016-01-10,18.07,2016-04-03,21.4,2015-12-20,Buy,12 Weeks,18.43%,Rise by 28.72%,92.97%,Normal Case
2016-02-07,19.62,2016-05-22,25.12,2016-01-31,Buy,15 Weeks,28.03%,Rise by 34.0%,121.0%,Normal Case
2016-02-14,21.15,2016-05-22,25.12,2016-01-24,Buy,14 Weeks,18.77%,Rise by 24.3%,139.77%,Absolute Extrema Case
2016-02-14,21.15,2016-05-22,25.12,2016-02-07,Buy,14 Weeks,18.77%,Rise by 24.3%,158.54%,Normal Case
2016-05-01,26.29,2016-08-28,34.54,2016-04-24,Buy,17 Weeks,31.38%,Rise by 50.32%,189.92%,Normal Case
2016-05-08,25.18,2016-08-28,34.54,2016-05-01,Buy,16 Weeks,37.17%,Rise by 56.95%,227.09%,Normal Case
2016-05-22,25.12,2016-08-28,34.54,2016-05-15,Buy,14 Weeks,37.5%,Rise by 57.32%,264.59%,Normal Case
2016-06-19,27.05,2016-08-28,34.54,2016-06-05,Buy,10 Weeks,27.69%,Rise by 46.1%,292.28%,Normal Case
2016-06-26,27.69,2016-08-28,34.54,2016-06-19,Buy,9 Weeks,24.74%,Rise by 42.72%,317.02%,Normal Case
2016-07-03,30.41,2017-01-15,26.89,2016-06-26,Buy,28 Weeks,-11.58%,Rise by -20.16%,305.45%,Normal Case
2016-08-07,37.93,2017-01-15,26.89,2016-07-31,Buy,23 Weeks,-29.11%,Rise by -21.09%,276.34%,Normal Case
2016-09-11,35.64,2017-01-15,26.89,2016-09-04,Buy,18 Weeks,-24.55%,Rise by -11.98%,251.79%,Normal Case
2016-10-16,30.04,2017-01-15,26.89,2016-04-10,Buy,13 Weeks,-10.49%,Rise by -17.34%,241.3%,Local Extrema Case
2016-10-16,30.04,2017-01-15,26.89,2016-10-09,Buy,13 Weeks,-10.49%,Rise by -17.34%,230.82%,Normal Case
2016-10-30,31.37,2017-01-15,26.89,2016-10-23,Buy,11 Weeks,-14.28%,Rise by -26.04%,216.54%,Normal Case
2016-11-06,31.9,2017-01-15,26.89,2016-10-30,Buy,10 Weeks,-15.71%,Rise by -25.58%,200.83%,Normal Case
2017-01-01,25.94,2017-05-07,26.62,2016-12-25,Buy,18 Weeks,2.62%,Rise by 12.26%,203.45%,Normal Case
2017-01-29,28.15,2017-05-07,26.62,2017-01-22,Buy,14 Weeks,-5.44%,Rise by 3.45%,198.02%,Normal Case
2017-03-19,26.51,2017-06-04,27.54,2017-03-05,Buy,11 Weeks,3.89%,Rise by -10.3%,201.9%,Normal Case
